acc,Bamfordvirae,Fungi,Heunggongvirae,Loebvirae,Metazoa,Orthornavirae,Pararnavirae,Sangervirae,Shotokuvirae,Viridiplantae,class
SRR18588551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
SRR18588555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0
SRR18588557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0
SRR18588558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18588559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0
SRR18588560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1
SRR18588564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1
SRR18588567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0
SRR18588569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1
SRR18588571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18588573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0
SRR18588574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,28.0,1
SRR18588575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1
SRR18588576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,69.0,0
SRR18588577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1
SRR18588581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18588585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588590,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0
SRR18588591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0
SRR18588593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1
SRR18588598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,1
SRR18588599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18588600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0
SRR18588606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,39.0,1
SRR18588610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,1
SRR18588614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18588615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1
SRR18588621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1
SRR18588625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,1
SRR18588628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1
SRR18588630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1
SRR18588631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1
SRR18588632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0
SRR18588638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1
SRR18588639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0
SRR18588650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1
SRR18588651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,1
SRR18588656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,1
SRR18588657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0
SRR18588658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18588660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0
SRR18588661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0
SRR18588663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0
SRR18588667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0
SRR18588668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0
SRR18588669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0
SRR18588670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1
SRR18588671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1
SRR18588674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0
SRR18588677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1
SRR18588682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0
SRR18588685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1
SRR18588686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1
SRR18588687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0
SRR18588688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0
SRR18588689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,1
SRR18588691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18588697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1
SRR18588702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18588707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1
SRR18588713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0
SRR18588733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1
SRR18588748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18588753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18588764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1
SRR18588773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
SRR18588789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1
SRR18588796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18588797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
SRR18588798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18588799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18588805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,1
SRR18588807,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1
SRR18588809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18588813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1
SRR18588818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18588819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588820,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18588822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0
SRR18588823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18588825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18588829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18588834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18588835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18588840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1
SRR18588841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
