acc,Bamfordvirae,Fungi,Heunggongvirae,Loebvirae,Metazoa,Orthornavirae,Pararnavirae,Sangervirae,Shotokuvirae,Viridiplantae,class
SRR18588849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,1
SRR18588853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,1
SRR18588854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1
SRR18588856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1
SRR18588863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,31.0,1
SRR18588870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1
SRR18588883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1
SRR18588885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1
SRR18588887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1
SRR18588888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1
SRR18588894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1
SRR18588896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18588898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0
SRR18588906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18588916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1
SRR18588917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18588924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18588927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18588928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18588929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18588930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18588931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0
SRR18588933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0
SRR18588940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18588941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
SRR18588942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0
SRR18588944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588958,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0
SRR18588959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
SRR18588966,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0
SRR18588967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0
SRR18588970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0
SRR18588971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0
SRR18588972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0
SRR18588973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,0
SRR18588975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1
SRR18588976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18588978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588979,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
SRR18588981,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
SRR18588982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
SRR18588984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0
SRR18588986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18588987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
SRR18588992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
SRR18588993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18588994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0
SRR18588995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18588997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18588998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18588999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18589000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18589001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18589002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,1
SRR18589003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1
SRR18589004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,15.0,1
SRR18589005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18589006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18589007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18589008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18589009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18589010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18589011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18589012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18589013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1
SRR18589014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18589015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18589016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18589017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18589018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0
SRR18589019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1
SRR18589020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18589021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18589022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18589023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1
SRR18589024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18589025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18589026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0
SRR18589027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18589028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18589029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18589030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18589031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18589032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18589033,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0
SRR18589034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18589035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18589036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,1
SRR18589037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1
SRR18589038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18589039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18589040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18589041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18589042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0
SRR18589044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18589045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18589046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18589048,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1
SRR18589049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18589050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18589051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18589052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18589053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18589054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR18589055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
SRR18589056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18589057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18589059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18589060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18589061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR18589062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18589063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18589064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18589065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18589066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18589067,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
SRR18589068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0
SRR18589069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0
SRR18589070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0
SRR18589071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0
SRR18589072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0
SRR18589073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0
SRR18589074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1
SRR18589075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1
SRR18589076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1
SRR18589077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18589078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18589079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18589080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18589081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1
SRR18589082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0
SRR18589083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0
SRR18589084,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,0.0,1
SRR18589085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,1
SRR18589086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18589087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18589088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18589089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR18589090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0
SRR18589091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,105.0,1
SRR18589092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18589093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18589094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18589095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18589096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18589097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18589098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1
SRR18589099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1
SRR18589100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1
SRR18589101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1
SRR18589102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1
SRR18589103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1
SRR18589104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,87.0,1
SRR18589105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1
SRR18589106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR18589107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1
SRR18589108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
SRR18589109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1
SRR18589110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,1
SRR18589111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1
SRR18589112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1
SRR22709634,0.0,140.0,1221.0,25.0,1557.0,58.0,0.0,15.0,0.0,1818.0,1
SRR22709635,0.0,0.0,404.0,3.0,458.0,64.0,0.0,1.0,0.0,72.0,1
SRR22709636,0.0,308.0,385.0,61.0,2357.0,3076.0,0.0,4.0,0.0,277.0,0
SRR22709637,0.0,0.0,1280.0,3.0,238.0,463.0,0.0,10.0,0.0,250.0,1
SRR22709638,0.0,0.0,3437.0,45.0,4103.0,133.0,0.0,129.0,0.0,318.0,1
SRR22709639,0.0,0.0,2638.0,4.0,436.0,111.0,0.0,41.0,0.0,986.0,1
SRR22709640,0.0,102.0,6319.0,241.0,72875.0,96.0,0.0,33.0,0.0,16036.0,0
SRR22709641,0.0,66.0,13373.0,10.0,2121.0,2659.0,0.0,3.0,0.0,23496.0,0
SRR22709642,0.0,12.0,3019.0,44.0,1041.0,79.0,0.0,33.0,0.0,1890.0,1
SRR22709643,0.0,332.0,19762.0,25.0,6348.0,613.0,0.0,282.0,0.0,9342.0,1
SRR22709644,0.0,21.0,1839.0,10.0,5945.0,777.0,0.0,18.0,0.0,744.0,1
SRR22709645,0.0,0.0,3004.0,9.0,215.0,94.0,0.0,53.0,0.0,279.0,0
SRR22709646,0.0,625.0,621.0,3.0,9770.0,2060.0,0.0,33.0,0.0,2891.0,0
SRR22709647,0.0,0.0,970.0,0.0,3428.0,31.0,0.0,8.0,0.0,13577.0,1
SRR22709648,0.0,375.0,2436.0,4.0,4050.0,28.0,0.0,8.0,0.0,2776.0,1
SRR22709649,0.0,1910.0,4341.0,58.0,1885.0,13.0,0.0,0.0,0.0,7610.0,0
SRR22709650,0.0,0.0,4246.0,10.0,6061.0,597.0,0.0,10.0,0.0,2435.0,1
SRR22709651,0.0,262.0,2413.0,19.0,11554.0,169.0,0.0,122.0,0.0,686.0,1
SRR22709652,0.0,0.0,3219.0,88.0,775.0,245.0,0.0,21.0,0.0,10673.0,1
SRR22709653,0.0,0.0,2686.0,1.0,15354.0,99.0,0.0,70.0,0.0,2322.0,1
SRR22709654,0.0,0.0,1489.0,5.0,222.0,43.0,0.0,8.0,0.0,2311.0,1
SRR22709655,0.0,0.0,15041.0,495.0,675.0,294.0,0.0,5.0,0.0,2430.0,1
SRR22709656,0.0,15.0,6884.0,9.0,2333.0,260.0,0.0,0.0,0.0,2181.0,1
SRR22709657,0.0,0.0,851.0,14.0,1302.0,138.0,0.0,0.0,0.0,87.0,0
SRR22709658,0.0,0.0,4498.0,33.0,1039.0,304.0,0.0,19.0,2.0,968.0,0
SRR22709659,0.0,1006.0,2349.0,18.0,21662.0,251.0,0.0,7.0,0.0,788.0,1
SRR22709660,2.0,1.0,620.0,5.0,7621.0,112.0,0.0,70.0,0.0,187.0,1
SRR22709661,0.0,0.0,33258.0,55.0,1852.0,113.0,0.0,114.0,0.0,2618.0,1
