acc,Acidobacteria,Actinobacteria,Apicomplexa,Aquificae,Armatimonadetes,Arthropoda,Artverviricota,Ascomycota,Bacteroidetes,Balneolaeota,Basidiomycota,Caldiserica,Calditrichaeota,Candidatus Cloacimonetes,Candidatus Melainabacteria,Candidatus Saccharibacteria,Candidatus Thermoplasmatota,Chlamydiae,Chlorobi,Chloroflexi,Chlorophyta,Chordata,Chrysiogenetes,Cnidaria,Coprothermobacterota,Crenarchaeota,Cressdnaviricota,Cyanobacteria,Deferribacteres,Deinococcus-Thermus,Dictyoglomi,Duplornaviricota,Elusimicrobia,Euryarchaeota,Fibrobacteres,Firmicutes,Fusobacteria,Gemmatimonadetes,Hofneiviricota,Ignavibacteriae,Kiritimatiellaeota,Kitrinoviricota,Lenarviricota,Lentisphaerae,Mollusca,Negarnaviricota,Nitrospinae,Nitrospirae,Nucleocytoviricota,Oomycota,Peploviricota,Phixviricota,Pisuviricota,Planctomycetes,Proteobacteria,Rhodothermaeota,Spirochaetes,Streptophyta,Synergistetes,Tenericutes,Thaumarchaeota,Thermodesulfobacteria,Thermotogae,Uroviricota,Verrucomicrobia,class
SRR18588841,7.0,1434.0,0.0,0.0,0.0,0.0,0.0,0.0,182869.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,115230.0,5.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0,1
SRR18588842,48.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,126880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,115786.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,3.0,859.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,59398.0,1
SRR18588843,18.0,1011.0,0.0,0.0,1.0,0.0,0.0,0.0,174927.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46270.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,2258.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,17305.0,1
SRR18588844,6.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,197426.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39022.0,129.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3889.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1
SRR18588845,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,42389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19552.0,0.0,110384.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,371.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1568.0,1
SRR18588846,13.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,238767.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,267.0,1.0,84454.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3613.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8864.0,1
SRR18588847,10.0,843.0,0.0,1.0,0.0,0.0,0.0,0.0,312594.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,193.0,1.0,42600.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6009.0,1
SRR18588848,6.0,9049.0,0.0,0.0,0.0,0.0,0.0,0.0,174943.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,59618.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,7801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,1
SRR18588849,16.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,244002.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57179.0,1.0,1.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,1.0,4368.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4825.0,1
SRR18588850,5.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,80074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.0,1
SRR18588851,11.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,257728.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92296.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,5149.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1
SRR18588852,11.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,246855.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,125056.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10642.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,1
SRR18588853,13.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,306210.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,115685.0,1.0,1.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,8233.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,123.0,1
SRR18588854,11.0,508.0,0.0,1.0,1.0,0.0,0.0,0.0,234566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,1.0,0.0,0.0,0.0,1560.0,5.0,103248.0,8.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1893.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4297.0,1
SRR18588855,31.0,2302.0,0.0,0.0,0.0,0.0,0.0,0.0,152849.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1667.0,1.0,156973.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,1.0,1796.0,2.0,1.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,44483.0,1
SRR18588856,0.0,27460.0,0.0,0.0,0.0,0.0,0.0,0.0,15095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91323.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,381.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1
SRR18588857,10.0,142.0,0.0,0.0,1.0,0.0,0.0,0.0,120029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,90533.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,599.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,101.0,1
SRR18588858,19.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,218394.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,125011.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,1.0,2829.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,4399.0,1
SRR18588859,14.0,2647.0,0.0,0.0,0.0,0.0,0.0,0.0,193787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99910.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,350.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,4866.0,1
SRR18588860,11.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,122830.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,97114.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,481.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1559.0,1
SRR18588861,14.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,305679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28509.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,36.0,1
SRR18588862,8.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,424986.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,17.0,1.0,68836.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,4009.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,89.0,1
SRR18588863,15.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,178434.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,138180.0,7.0,0.0,0.0,6.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,8020.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,182.0,1
SRR18588864,12.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,188007.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,93002.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,3468.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,1
