acc,Acholeplasmatales,Acidaminococcales,Acidilobales,Acidobacteriales,Actinomycetales,Aeromonadales,Alteromonadales,Anaerolineales,Anaeroplasmatales,Aquificales,Arenicellales,Bacillales,Bacteroidales,Balneolales,Bifidobacteriales,Blastocatellales,Brachyspirales,Bradymonadales,Burkholderiales,Campylobacterales,Cardiobacteriales,Caulobacterales,Cellvibrionales,Chitinophagales,Chlamydiales,Chloroflexales,Chromatiales,Chthonomonadales,Coriobacteriales,Corynebacteriales,Cytophagales,Deferribacterales,Deinococcales,Desulfovibrionales,Desulfuromonadales,Eggerthellales,Enterobacterales,Erysipelotrichales,Eubacteriales,Flavobacteriales,Fusobacteriales,Gaiellales,Geodermatophilales,Glycomycetales,Halanaerobiales,Hyphomicrobiales,Isosphaerales,Jiangellales,Kineosporiales,Kosmotogales,Lactobacillales,Legionellales,Leptospirales,Maricaulales,Marinilabiliales,Methanobacteriales,Methanomassiliicoccales,Methanosarcinales,Methylococcales,Micrococcales,Micromonosporales,Mycoplasmatales,Myxococcales,Neisseriales,Nevskiales,Nitrosomonadales,Nitrososphaerales,Nitrospirales,Nostocales,Oceanospirillales,Opitutales,Oscillatoriales,Pasteurellales,Pirellulales,Propionibacteriales,Pseudomonadales,Pseudonocardiales,Puniceicoccales,Rhodobacterales,Rhodocyclales,Rhodospirillales,Rickettsiales,Rubrobacterales,Saprospirales,Selenomonadales,Silvanigrellales,Solirubrobacterales,Sphingobacteriales,Sphingomonadales,Spirochaetales,Streptomycetales,Streptosporangiales,Synergistales,Syntrophobacterales,Thermales,Thermodesulfobacteriales,Thiotrichales,Tissierellales,Veillonellales,Verrucomicrobiales,Vibrionales,Victivallales,Xanthomonadales,class
SRR17641798,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33178.0,0.0,376.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,590.0,0.0,0.0,0.0,0.0,285.0,0.0,210.0,775.0,32.0,2725.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,415.0,0.0,0.0,0.0,2.0,0
SRR17641799,0.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7989.0,0.0,304.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0,135.0,0.0,55.0,724.0,269.0,6509.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,1314.0,2704.0,0.0,0.0,0.0,1
SRR17641800,0.0,77.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22430.0,0.0,75.0,0.0,0.0,0.0,382.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,3321.0,10.0,2112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,1
SRR17641801,0.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37243.0,0.0,72.0,0.0,0.0,0.0,347.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,4.0,7544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.0,0.0,0.0,0.0,0.0,1
SRR17641802,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3758.0,0.0,1035.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3743.0,0.0,0.0,0.0,0.0,54.0,0.0,399.0,5355.0,19.0,2215.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,315.0,0.0,0.0,0.0,1
SRR17641803,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8695.0,0.0,1055.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.0,0.0,0.0,0.0,0.0,368.0,0.0,351.0,2736.0,12.0,3351.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0,98.0,0.0,0.0,0.0,1
SRR17641804,0.0,595.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18219.0,0.0,1125.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443.0,0.0,0.0,0.0,0.0,535.0,0.0,54.0,771.0,111.0,1952.0,0.0,343.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,60.0,3256.0,0.0,0.0,0.0,1
SRR17641805,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,2.0,17143.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,159.0,0.0,8.0,3004.0,5.0,3072.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,0.0,1.0,0.0,0
SRR17641806,0.0,283.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23530.0,0.0,396.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2291.0,1.0,3.0,0.0,0.0,0.0,0.0,205.0,900.0,18.0,3252.0,0.0,804.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,115.0,0.0,0.0,0.0,0
SRR17641807,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4526.0,0.0,563.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,7.0,12613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1886.0,0.0,0.0,0.0,0.0,1
SRR17641808,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13296.0,0.0,613.0,0.0,0.0,0.0,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,0.0,133.0,0.0,63.0,77.0,180.0,11388.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69.0,79.0,0.0,0.0,0.0,1
SRR17641809,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15159.0,0.0,314.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,171.0,0.0,46.0,137.0,154.0,8812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,70.0,0.0,0.0,0.0,1
