acc,Abiotrophia defectiva,Acetivibrio ethanolgignens,Acinetobacter baumannii,Actinomyces sp. ICM39,Actinomyces sp. ICM47,Actinomyces sp. ph3,Adeno-associated dependoparvovirus A,Aegilops tauschii,Aggregatibacter segnis,Akkermansia muciniphila,Alcaligenes faecalis,Alcelaphine gammaherpesvirus 2,Alistipes finegoldii,Alistipes ihumii,Alistipes obesi,Alistipes onderdonkii,Alistipes putredinis,Alistipes senegalensis,Alistipes shahii,Alistipes sp. AF14-19,Alistipes sp. AL-1,Alistipes sp. AM16-43,Alistipes sp. An116,Alistipes sp. An54,Alistipes sp. HGB5,Allisonella histaminiformans,Alphapapillomavirus 3,Alphapapillomavirus 7,Alphapapillomavirus 9,Amborella trichopoda,Amphimedon queenslandica,Anaerobutyricum hallii,Anaeromassilibacillus sp. Marseille-P3876,Anaerostipes hadrus,Anaerotruncus colihominis,Ananas comosus,Apophua simplicipes ichnovirus,Arachis duranensis,Arachis hypogaea,Arachis ipaensis,Arcobacter butzleri,Asaccharobacter celatus,Asparagus officinalis,Aspergillus heteromorphus,Atopobium parvulum,Autonomous rat parvovirus RV-Y,Bacillus cereus,Bacillus mycoides,Bacillus sp. VT-16-64,Bacillus thuringiensis,Bacteroides caccae,Bacteroides caecimuris,Bacteroides clarus,Bacteroides coprocola,Bacteroides coprophilus,Bacteroides dorei,Bacteroides eggerthii,Bacteroides faecis,Bacteroides finegoldii,Bacteroides fragilis,Bacteroides intestinalis,Bacteroides massiliensis,Bacteroides nordii,Bacteroides ovatus,Bacteroides phage crAss001,Bacteroides plebeius,Bacteroides salyersiae,Bacteroides sartorii,Bacteroides sp. 3_1_13,Bacteroides sp. 3_1_33FAA,Bacteroides sp. 9_1_42FAA,Bacteroides sp. AF14-46,Bacteroides sp. AF20-13LB,Bacteroides sp. AF25-18,Bacteroides sp. AF34-31BH,Bacteroides sp. AM16-15,Bacteroides sp. AM22-3LB,Bacteroides sp. AM25-34,Bacteroides sp. An19,Bacteroides sp. D22,Bacteroides sp. HMSC067B03,Bacteroides sp. NMBE5,Bacteroides stercorirosoris,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides togonis,Bacteroides uniformis,Bacteroides vulgatus,Bacteroides xylanisolvens,Bandra megavirus,Barnesiella intestinihominis,BeAn 58058 virus,Beta vulgaris,Betapapillomavirus 1,Bifidobacterium adolescentis,Bifidobacterium bifidum,Bifidobacterium longum,Bifidobacterium pseudocatenulatum,Bilophila sp. 4_1_30,Bilophila wadsworthia,Blautia obeum,Blautia schinkii,Blautia sp. AF14-40,Blautia sp. AF17-9LB,Blautia sp. AF19-1,Blautia sp. AF19-10LB,Blautia sp. AF19-34,Blautia sp. AF22-5LB,Blautia sp. AF25-12LB,Blautia sp. AM29-29,Blautia sp. AM42-2,Blautia sp. AM47-4,Blautia sp. BCRC 81119,Blautia sp. Marseille-P2398,Blautia sp. Marseille-P3087,Blautia sp. OF03-15BH,Blautia sp. OM05-6,Blautia sp. SG-772,Blautia wexlerae,Bodo saltans virus,Bovine alphaherpesvirus 1,Brachyspira pilosicoli,Brassica oleracea,Brevibacterium linens,Brevundimonas diminuta,Brochothrix virus A9,Bunyamwera orthobunyavirus,Burkholderia multivorans,Burkholderia vietnamiensis,Burkholderiales bacterium 1_1_47,Butyricicoccus pullicaecorum,Butyricicoccus sp. AF24-19AC,Butyricicoccus sp. AM28-25,Butyricicoccus sp. AM29-23AC,Butyricicoccus sp. AM42-5AC,Butyricicoccus sp. TM10-16AC,Butyricimonas sp. An62,Butyricimonas sp. Marseille-P4593,Butyricimonas virosa,Butyrivibrio crossotus,Butyrivibrio fibrisolvens,Cajanus cajan,Camelina sativa,Candidatus Kinetoplastibacterium desouzaii,Candidatus Pelagibacter ubique,Candidatus Sulcia muelleri,Capsicum annuum,Carica papaya,Catenibacterium mitsuokai,Catovirus CTV1,Caviid betaherpesvirus 2,Cercopithecine betaherpesvirus 5,Chenopodium quinoa,Chlamydia abortus,Chlamydomonas reinhardtii,Cicer arietinum,Citrobacter pasteurii,Clostridiaceae bacterium AF18-31LB,Clostridiaceae bacterium AF29-16BH,Clostridiaceae bacterium AF31-3BH,Clostridiaceae bacterium AF42-6,Clostridiaceae bacterium AM27-36LB,Clostridiaceae bacterium MS3,Clostridiaceae bacterium OM08-6BH,Clostridiaceae bacterium TF01-6,Clostridiales bacterium CCNA10,Clostridiales bacterium Choco116,Clostridiales bacterium KLE1615,Clostridiales bacterium VE202-01,Clostridiales bacterium VE202-03,Clostridiales bacterium VE202-27,Clostridioides difficile,Clostridium disporicum,Clostridium nigeriense,Clostridium perfringens,Clostridium phoceensis,Clostridium sp. 1_1_41A1FAA,Clostridium sp. AF02-29,Clostridium sp. AF12-41,Clostridium sp. AF15-41,Clostridium sp. AF20-17LB,Clostridium sp. AF20-7,Clostridium sp. AF21-20LB,Clostridium sp. AF23-6LB,Clostridium sp. AF27-2AA,Clostridium sp. AF32-12BH,Clostridium sp. AF32-7AC,Clostridium sp. AF34-10BH,Clostridium sp. AF35-15,Clostridium sp. AF36-4,Clostridium sp. AF37-5,Clostridium sp. AF50-3,Clostridium sp. AM22-11AC,Clostridium sp. AM22-16AC,Clostridium sp. AM27-28,Clostridium sp. AM29-11AC,Clostridium sp. AM30-24,Clostridium sp. AM32-2,Clostridium sp. AM33-3,Clostridium sp. AM34-11AC,Clostridium sp. AM34-9AC,Clostridium sp. AM45-5,Clostridium sp. AM51-4,Clostridium sp. AT4,Clostridium sp. ATCC BAA-442,Clostridium sp. FS41,Clostridium sp. KLE 1755,Clostridium sp. OF03-18AA,Clostridium sp. OF09-10,Clostridium sp. OF09-36,Clostridium sp. OM05-9,Clostridium sp. SN20,Clostridium sp. TF06-15AC,Clostridium sp. TF08-15,Clostridium sp. TF11-13AC,Clostridium sp. TM06-18,Clostridium tetanomorphum,Collinsella aerofaciens,Collinsella sp. 4_8_47FAA,Collinsella sp. AF18-8,Collinsella sp. AM13-34,Collinsella sp. AM33-4BH,Collinsella sp. TF05-9AC,Comamonas testosteroni,Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota,Coprobacillus sp. AF16-47,Coprobacillus sp. AF21-8LB,Coprobacillus sp. AM17-34,Coprobacillus sp. OF03-2AA,Coprobacter fastidiosus,Coprococcus catus,Coprococcus comes,Coprococcus eutactus,Coprococcus sp. HPP0048,Coprococcus sp. HPP0074,Corallorhiza maculata,Corynebacterium sp. MC3,Corynebacterium tuscaniense,Cotesia sesamiae bracovirus,Cowpox virus,Crimean-Congo hemorrhagic fever orthonairovirus,Cucurbita maxima,Cucurbita moschata,Cucurbita pepo,Cynara cardunculus,Cyprinid herpesvirus 1,Dendrobium officinale,Desulfovibrio fairfieldensis,Desulfovibrio legallii,Desulfovibrio sp. 3_1_syn3,Dialister pneumosintes,Dictyostelium purpureum,Dielma fastidiosa,Dorea formicigenerans,Dorea longicatena,Dorea sp. AF24-7LB,Dorea sp. AF36-15AT,Dorea sp. AM58-8,Dorea sp. Marseille-P4042,Dorea sp. OM02-2LB,Drancourtella sp. An177,Eggerthella lenta,Eggerthella sp. AM16-19,Eimeria acervulina,Eisenbergiella massiliensis,Eisenbergiella tayi,Elaeis guineensis,Emiliania huxleyi,Emiliania huxleyi virus 163,Emiliania huxleyi virus 164,Emiliania huxleyi virus 86,Enterobacter cloacae,Enterobacter hormaechei,Enterobacteria phage CUS-3,Enterobacteria phage P4,Enterobacteria phage Sf101,Enterobacteria phage VT2-Sakai,Enterobacteria phage mEp460,Enterococcus cecorum,Enterococcus faecalis,Enterococcus mundtii,Erysipelotrichaceae bacterium GAM147,Erythranthe guttata,Escherichia coli,Eubacterium ramulus,Eubacterium sp. AF22-8LB,Eubacterium sp. AF22-9,Eubacterium sp. AM49-13BH,Eubacterium ventriosum,Eucalyptus grandis,Evtepia gabavorous,Faecalibacterium phage FP_Epona,Faecalibacterium phage FP_Lugh,Faecalibacterium phage FP_Taranis,Faecalibacterium phage FP_Toutatis,Faecalibacterium phage FP_oengus,Faecalibacterium prausnitzii,Faecalibacterium sp. AF27-11BH,Faecalibacterium sp. AF28-13AC,Faecalibacterium sp. AM43-5AT,Faecalibacterium sp. An192,Faecalibacterium sp. OF03-6AC,Faecalibacterium sp. OM04-11BH,Faecalitalea cylindroides,Feline leukemia virus,Firmicutes bacterium AF12-30,Firmicutes bacterium AF16-15,Firmicutes bacterium AF25-13AC,Firmicutes bacterium AF36-19BH,Firmicutes bacterium AM31-12AC,Firmicutes bacterium AM41-5BH,Firmicutes bacterium AM43-11BH,Firmicutes bacterium AM55-24TS,Firmicutes bacterium ASF500,Firmicutes bacterium OM07-11,Firmicutes bacterium TM09-10,Flavobacterium lindanitolerans,Flavobacterium sp. Leaf359,Flavonifractor plautii,Fusicatenibacter saccharivorans,Fusobacterium naviforme,Fusobacterium necrophorum,Fusobacterium nucleatum,Fusobacterium periodonticum,Fusobacterium varium,Gabonia massiliensis,Gallid alphaherpesvirus 2,Gallid alphaherpesvirus 3,Gemella haemolysans,Gemella sanguinis,Gemmata obscuriglobus,Gemmiger formicilis,Gemmiger sp. An120,Gemmiger sp. An50,Glossina hytrovirus,Glycine max,Glypta fumiferanae ichnovirus,Gordonibacter pamelaeae,Gossypium arboreum,Gossypium hirsutum,Gossypium raimondii,Granulicatella elegans,Guanarito mammarenavirus,Guillardia theta,Haemophilus parahaemolyticus,Haemophilus parainfluenzae,Haemophilus pittmaniae,Haemophilus sp. HMSC061E01,Hardy-Zuckerman feline sarcoma virus,Helianthus annuus,Helicobacter pylori,Hepacivirus C,Hepatitis B virus,Heterosigma akashiwo virus 01,Hevea brasiliensis,Holdemania filiformis,Holdemania massiliensis,Holdemania sp. Marseille-P2844,Homo sapiens,Human alphaherpesvirus 1,Human alphaherpesvirus 2,Human betaherpesvirus 6A,Human betaherpesvirus 6B,Human betaherpesvirus 7,Human endogenous retrovirus,Human endogenous retrovirus H,Human endogenous retrovirus K,Human endogenous retrovirus W,Human gammaherpesvirus 4,Human immunodeficiency virus 1,Human immunodeficiency virus 2,Human mastadenovirus A,Human mastadenovirus D,Human orthopneumovirus,Hungatella effluvii,Hungatella hathewayi,Hydra vulgaris,Ichthyophthirius multifiliis,Impatiens necrotic spot tospovirus,Influenza A virus,Influenza B virus,Intestinibacillus massiliensis,Intestinibacter bartlettii,Intestinimonas butyriciproducens,Ipomoea nil,Ipomoea trifida,Ipomoea triloba,Iris yellow spot tospovirus,Jatropha curcas,Juglans regia,Kirsten murine sarcoma virus,Klebsiella pneumoniae,LNras*SN acutely transforming retrovirus,Lachnoclostridium edouardi,Lachnoclostridium phocaeense,Lachnoclostridium sp. An298,Lachnoclostridium sp. SNUG30099,Lachnoclostridium sp. SNUG30370,Lachnoclostridium sp. SNUG30386,Lachnospira pectinoschiza,Lachnospiraceae bacterium 1_4_56FAA,Lachnospiraceae bacterium 3_1_57FAA_CT1,Lachnospiraceae bacterium 5_1_63FAA,Lachnospiraceae bacterium AM48-27BH,Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium OF09-33XD,Lachnospiraceae bacterium OF09-6,Lachnospiraceae bacterium OF11-28,Lachnospiraceae bacterium OM04-12BH,Lachnospiraceae bacterium TF09-5,Lactobacillus rogosae,Lactococcus garvieae,Lactuca sativa,Lawsonibacter asaccharolyticus,Leptosphaeria biglobosa,Leptotrichia sp. oral taxon 215,Libanicoccus massiliensis,Luna mammarenavirus,Macaca mulatta polyomavirus 1,Macacine alphaherpesvirus 1,Macacine betaherpesvirus 3,Macacine betaherpesvirus 9,Mailhella massiliensis,Manihot esculenta,Mason-Pfizer monkey virus,Medicago truncatula,Mediterranea massiliensis,Megasphaera micronuciformis,Meleagrid alphaherpesvirus 1,Mesosutterella multiformis,Methanonatronarchaeum thermophilum,Microbacterium sp. B19,Microbacterium sp. CSI-V,Microbacterium sp. H83,Microbacterium sp. T32,Microbacterium testaceum,Mogibacterium diversum,Mogibacterium pumilum,Moraxella phage Mcat16,Morus notabilis,Murid betaherpesvirus 1,Murine leukemia virus,Musa acuminata,Mycobacterium tuberculosis,Mycobacteroides abscessus,Mycoplasma hyorhinis,Nannochloropsis gaditana,Neisseria meningitidis,Nelumbo nucifera,Nicotiana attenuata,Nicotiana sylvestris,Nicotiana tomentosiformis,Odoribacter laneus,Odoribacter splanchnicus,Olea europaea,Orbicella faveolata,Oribacterium parvum,Oribacterium sinus,Oryza sativa,Oscillibacter sp. ER4,Oscillibacter sp. PEA192,Paeniclostridium sordellii,Paeniglutamicibacter antarcticus,Pandoravirus neocaledonia,Papaver somniferum,Papiine alphaherpesvirus 2,Parabacteroides distasonis,Parabacteroides goldsteinii,Parabacteroides gordonii,Parabacteroides johnsonii,Parabacteroides merdae,Parabacteroides sp. AF14-59,Parabacteroides sp. AF17-3,Parabacteroides sp. AF19-14,Parabacteroides sp. AF27-14,Parabacteroides sp. HGS0025,Parabacteroides sp. SN4,Parabacteroides sp. TM07-1AC,Paracoccus mutanolyticus,Paracoccus sp. S4493,Paraprevotella clara,Paraprevotella xylaniphila,Parasutterella excrementihominis,Parvimonas micra,Pasteurella multocida,Pedobacter chitinilyticus,Penicillium chrysogenum virus,Penicillium rubens,Pestivirus A,Phalaenopsis equestris,Phascolarctobacterium faecium,Phascolarctobacterium succinatutens,Phoenix dactylifera,Physcomitrella patens,Plasmodium malariae,Plasmodium reichenowi,Plasmodium sp. DRC-Itaito,Plasmodium sp. gorilla clade G2,Plasmodium sp. gorilla clade G3,Populus euphratica,Populus trichocarpa,Porphyromonas endodontalis,Prevotella copri,Prevotella intermedia,Prevotella lascolaii,Prevotella sp. AM34-19LB,Prevotella veroralis,Primate T-lymphotropic virus 1,Proteus phage VB_PmiS-Isfahan,Prunus avium,Prunus mume,Pseudoflavonifractor capillosus,Pseudoflavonifractor sp. Marseille-P3106,Pseudomonas putida,Pseudomonas sp. P1.8,Pseudomonas sp. PAMC 26793,Pseudomonas virus KPP25,Psychrobacter cibarius,Pyrus x bretschneideri,Quercus suber,Ralstonia sp. GV074,Rhinovirus C,Rhizophagus irregularis,Ricinus communis,Roseburia faecis,Roseburia hominis,Roseburia intestinalis,Roseburia inulinivorans,Roseburia sp. AF15-21,Roseburia sp. AF20-18LB,Roseburia sp. AF25-13LB,Roseburia sp. AM16-25,Roseburia sp. OM02-15,Roseburia sp. TF10-5,Ruminococcaceae bacterium AF10-16,Ruminococcaceae bacterium AM07-15,Ruminococcaceae bacterium AM28-23LB,Ruminococcaceae bacterium TF06-43,Ruminococcaceae bacterium cv2,Ruminococcus bromii,Ruminococcus faecis,Ruminococcus lactaris,Ruminococcus sp. 5_1_39BFAA,Ruminococcus sp. AF12-5,Ruminococcus sp. AF17-11,Ruminococcus sp. AF17-22AC,Ruminococcus sp. AF21-42,Ruminococcus sp. AF25-28AC,Ruminococcus sp. AF31-14BH,Ruminococcus sp. AF31-8BH,Ruminococcus sp. AF32-2AC,Ruminococcus sp. AF37-3AC,Ruminococcus sp. AF46-10NS,Ruminococcus sp. AM12-48,Ruminococcus sp. AM16-34,Ruminococcus sp. AM28-29LB,Ruminococcus sp. AM33-14,Ruminococcus sp. AM36-17,Ruminococcus sp. AM41-10BH,Ruminococcus sp. AM42-11,Ruminococcus sp. AM50-15BH,Ruminococcus sp. AM54-14NS,Ruminococcus sp. OM04-4AA,Ruminococcus sp. OM06-36AC,Ruminococcus sp. OM08-9BH,Ruminococcus sp. TF11-2AC,Ruthenibacterium lactatiformans,Saimiriine alphaherpesvirus 1,Salmonella enterica,Salmonella phage 5,Salpingoeca rosetta,Sanguibacteroides justesenii,Schaalia odontolytica,Secale cereale,Senegalimassilia anaerobia,Sesamum indicum,Simian immunodeficiency virus,Sindbis virus,Solanum lycopersicum,Solanum tuberosum,Sphaeroforma arctica,Sphingobacterium cellulitidis,Sphingobacterium detergens,Sphingobacterium sp. HMSC13C05,Sphingobacterium sp. JB170,Sporanaerobacter acetigenes,Staphylococcus aureus,Staphylococcus epidermidis,Staphylococcus phage Andhra,Stenotrophomonas maltophilia,Streptococcus infantis,Streptococcus intermedius,Streptococcus mitis,Streptococcus parasanguinis,Streptococcus phage phi-SsUD.1,Streptococcus pneumoniae,Streptococcus sanguinis,Streptococcus sp. 1171_SSPC,Streptococcus sp. 263_SSPC,Streptococcus sp. 343_SSPC,Streptococcus sp. HMSC062D07,Streptococcus thermophilus,Streptomyces antioxidans,Subdoligranulum sp. 4_3_54A2FAA,Subdoligranulum sp. AM16-9,Subdoligranulum sp. AM23-21AC,Subdoligranulum sp. APC924/74,Subdoligranulum sp. OF01-18,Subdoligranulum sp. TF05-17AC,Sutterella sp. AM11-39,Sutterella sp. KLE1602,Sutterella wadsworthensis,Tannerella sp. 6_1_58FAA_CT1,Tannerella sp. AF04-6,Tannerella sp. AM09-19,Tete orthobunyavirus,Thiotrichales bacterium HS_08,Tomato spotted wilt tospovirus,Torque teno virus,Vaccinia virus,Veillonella atypica,Veillonella dispar,Veillonella parvula,Veillonella rogosae,Veillonella sp. AM51-8BH,Veillonella sp. S13053-19,Veillonella tobetsuensis,Vibrio sp. 10N.286.51.C3,Vibrio vulnificus,Victivallales bacterium CCUG 44730,Vigna angularis,Vitis vinifera,Volvox carteri,Xanthomonas campestris,Xylanimonas cellulosilytica,Zea mays,Zika virus,Ziziphus jujuba,[Bacteroides] pectinophilus,[Clostridium] aldenense,[Clostridium] bolteae,[Clostridium] citroniae,[Clostridium] clostridioforme,[Clostridium] hylemonae,[Clostridium] lavalense,[Clostridium] leptum,[Clostridium] saccharolyticum,[Clostridium] spiroforme,[Clostridium] symbiosum,[Eubacterium] eligens,[Eubacterium] rectale,[Eubacterium] siraeum,[Eubacterium] sulci,[Ruminococcus] gnavus,[Ruminococcus] torques,bacterium 1XD42-54,bacterium 1xD42-67,bacterium LF-3,butyrate-producing bacterium SS3/4,uncultured bacterium,uncultured crAssphage,uncultured marine virus,unidentified phage,class
SRR10338036,0.0,0.0,1008.0,0.0,0.0,0.0,1.0,2.0,0.0,814.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,7.0,317.0,0.0,0.0,0.0,58.0,0.0,36.0,0.0,0.0,0.0,47.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,107.0,3.0,10.0,125.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,951.0,0.0,4.0,0.0,0.0,0.0,0.0,33.0,6.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,17.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2232.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,115.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,166.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,25897989.0,6.0,1.0,0.0,0.0,19.0,109.0,88.0,375.0,11.0,54.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,2139.0,199.0,80.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10831.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,49.0,0.0,1.0,0.0,1.0,2.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,1.0,130.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,675.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,94.0,0.0,4.0,0.0,0
