acc,Actinobacteria,Alphaproteobacteria,Bacilli,Bacteroidia,Betaproteobacteria,Chitinophagia,Clostridia,Coriobacteriia,Cytophagia,Deltaproteobacteria,Epsilonproteobacteria,Erysipelotrichia,Flavobacteriia,Fusobacteriia,Gammaproteobacteria,Ignavibacteria,Magnoliopsida,Mammalia,Methanobacteria,Negativicutes,Nitrospira,Spirochaetia,Synergistia,class
SRR11807232,106.0,0.0,341.0,0.0,1.0,0.0,126012.0,5390.0,0.0,0.0,0.0,0.0,0.0,0.0,27177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807233,81.0,0.0,330.0,0.0,0.0,0.0,72256.0,3696.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807234,420.0,0.0,5529.0,0.0,0.0,0.0,18727.0,3107.0,0.0,0.0,0.0,16.0,0.0,0.0,22357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807235,1191.0,0.0,1839.0,0.0,0.0,0.0,7160.0,1246.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807236,289.0,0.0,2669.0,0.0,0.0,0.0,19182.0,4332.0,0.0,0.0,0.0,18.0,0.0,1.0,23909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807237,129.0,249.0,336.0,619.0,0.0,0.0,43042.0,6155.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807238,77.0,303.0,762.0,0.0,0.0,0.0,35124.0,1230.0,3.0,0.0,0.0,3505.0,0.0,0.0,25811.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807239,830.0,0.0,426.0,0.0,0.0,0.0,16252.0,539.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,0.0,0.0,0.0,1
SRR11807240,447.0,0.0,832.0,0.0,0.0,0.0,16108.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,22130.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,1
SRR11807241,1078.0,0.0,1322.0,0.0,0.0,0.0,21484.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR11807242,29.0,0.0,669.0,919.0,0.0,0.0,39152.0,152.0,0.0,1.0,0.0,162.0,0.0,1.0,29101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807243,513.0,0.0,1308.0,19.0,0.0,0.0,38823.0,337.0,0.0,0.0,0.0,129.0,0.0,1.0,30193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807244,73.0,0.0,1597.0,132.0,0.0,0.0,29475.0,363.0,0.0,0.0,0.0,221.0,0.0,0.0,38980.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
SRR11807245,128.0,0.0,1399.0,0.0,0.0,0.0,135655.0,2114.0,0.0,0.0,0.0,273.0,0.0,0.0,38777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807246,70.0,0.0,1090.0,0.0,0.0,0.0,45385.0,1072.0,0.0,0.0,0.0,648.0,0.0,54.0,28926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807247,67.0,158.0,2085.0,0.0,0.0,0.0,59460.0,2154.0,3.0,0.0,0.0,159.0,0.0,0.0,22266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807248,497.0,0.0,496.0,893.0,0.0,0.0,14636.0,487.0,0.0,0.0,0.0,432.0,0.0,0.0,16905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807249,23.0,0.0,275.0,4498.0,0.0,0.0,6509.0,74.0,0.0,0.0,0.0,127.0,0.0,0.0,36063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807250,82.0,0.0,576.0,543.0,0.0,0.0,2217.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,10510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807251,2216.0,0.0,1119.0,60.0,0.0,0.0,33144.0,561.0,0.0,0.0,0.0,274.0,0.0,0.0,29399.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
SRR11807252,7.0,0.0,2372.0,236.0,0.0,0.0,35823.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,19444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807253,0.0,0.0,192.0,2583.0,0.0,0.0,6411.0,24.0,0.0,0.0,1.0,16.0,0.0,0.0,14075.0,0.0,0.0,0.0,0.0,3451.0,0.0,0.0,0.0,1
SRR11807254,65.0,0.0,634.0,407.0,0.0,0.0,28677.0,438.0,0.0,0.0,0.0,46.0,0.0,0.0,21533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807255,275.0,0.0,828.0,0.0,0.0,0.0,30450.0,1699.0,0.0,1.0,0.0,24.0,0.0,0.0,28342.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1
SRR11807256,491.0,89.0,374.0,0.0,0.0,0.0,41672.0,5472.0,0.0,0.0,0.0,5.0,0.0,2.0,35867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807257,80.0,0.0,4600.0,81.0,0.0,0.0,44623.0,2727.0,0.0,0.0,0.0,0.0,0.0,0.0,40409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807258,54.0,239.0,1690.0,387.0,0.0,0.0,72463.0,2577.0,0.0,2.0,0.0,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807259,342.0,0.0,883.0,1289.0,0.0,0.0,15295.0,573.0,0.0,0.0,0.0,1751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807260,778.0,182.0,246.0,568.0,0.0,0.0,35508.0,1163.0,0.0,0.0,0.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807261,400.0,339.0,426.0,11.0,0.0,0.0,36139.0,3821.0,0.0,1.0,0.0,744.0,0.0,0.0,67561.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1
SRR11807262,441.0,0.0,4896.0,0.0,0.0,0.0,34545.0,1250.0,0.0,0.0,0.0,261.0,0.0,0.0,24455.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,1
SRR11807263,844.0,0.0,2372.0,30.0,0.0,0.0,34785.0,1819.0,0.0,0.0,0.0,865.0,0.0,0.0,28137.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,1
SRR11807264,721.0,0.0,13780.0,0.0,0.0,0.0,28104.0,2480.0,0.0,0.0,0.0,952.0,0.0,0.0,25990.0,0.0,0.0,0.0,545.0,0.0,0.0,2.0,0.0,1
SRR11807265,166.0,209.0,802.0,229.0,0.0,0.0,65059.0,1491.0,0.0,0.0,0.0,0.0,0.0,0.0,22569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807266,81.0,0.0,345.0,452.0,0.0,0.0,58841.0,1240.0,0.0,0.0,0.0,13.0,0.0,0.0,26495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807267,380.0,0.0,741.0,52.0,0.0,2.0,36892.0,6597.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807268,471.0,0.0,1495.0,0.0,0.0,0.0,22278.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807269,165.0,0.0,772.0,667.0,0.0,0.0,3267.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807270,1394.0,134.0,643.0,0.0,0.0,0.0,28473.0,208.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807271,47.0,0.0,631.0,36.0,0.0,0.0,40198.0,888.0,0.0,1.0,0.0,0.0,0.0,0.0,32321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807272,0.0,0.0,316.0,236.0,0.0,0.0,59013.0,507.0,0.0,0.0,0.0,4.0,2.0,0.0,22604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807273,24.0,0.0,455.0,0.0,0.0,0.0,32242.0,1951.0,3.0,0.0,0.0,13.0,0.0,0.0,27713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807274,35.0,0.0,421.0,159.0,0.0,0.0,111149.0,3109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807275,0.0,0.0,1278.0,71.0,0.0,0.0,116812.0,4263.0,0.0,0.0,0.0,4.0,0.0,0.0,40908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807276,18.0,430.0,309.0,160.0,0.0,0.0,94412.0,4849.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807277,332.0,0.0,1988.0,6.0,0.0,0.0,25268.0,1188.0,0.0,0.0,0.0,2449.0,0.0,5.0,19992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807278,80.0,0.0,2021.0,54.0,0.0,0.0,59554.0,7556.0,0.0,0.0,0.0,1125.0,0.0,15.0,23378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807279,637.0,0.0,921.0,0.0,0.0,0.0,36459.0,1004.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807280,154.0,0.0,6856.0,21.0,0.0,0.0,44855.0,1508.0,0.0,0.0,0.0,1163.0,0.0,32.0,23916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807281,171.0,0.0,1135.0,0.0,0.0,0.0,45579.0,559.0,0.0,0.0,0.0,1924.0,0.0,0.0,18067.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807282,160.0,0.0,451.0,0.0,2.0,0.0,39767.0,133.0,0.0,0.0,0.0,1153.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807283,0.0,0.0,385.0,82.0,0.0,0.0,58113.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807284,226.0,247.0,1246.0,2256.0,0.0,0.0,48700.0,342.0,0.0,0.0,0.0,228.0,0.0,0.0,50442.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
SRR11807285,49.0,0.0,669.0,2302.0,0.0,0.0,17481.0,381.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807286,82.0,233.0,550.0,2864.0,4.0,0.0,38004.0,318.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807287,211.0,214.0,1156.0,367.0,0.0,0.0,25694.0,1136.0,3.0,0.0,0.0,80.0,0.0,54.0,14229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807288,1227.0,0.0,1203.0,119.0,0.0,0.0,22890.0,4321.0,1.0,0.0,0.0,185.0,0.0,0.0,25933.0,0.0,0.0,0.0,0.0,990.0,0.0,0.0,0.0,1
SRR11807289,388.0,0.0,2199.0,8.0,0.0,0.0,26917.0,943.0,0.0,0.0,0.0,445.0,0.0,2.0,22295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807290,1037.0,156.0,573.0,0.0,0.0,0.0,36965.0,833.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807291,551.0,171.0,4192.0,88.0,0.0,1.0,38547.0,960.0,0.0,0.0,0.0,204.0,0.0,0.0,21462.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,1
SRR11807292,537.0,277.0,4999.0,144.0,0.0,0.0,53634.0,1731.0,3.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,89.0,0.0,0.0,0.0,1
SRR11807293,101.0,0.0,770.0,84.0,0.0,0.0,24253.0,611.0,0.0,0.0,0.0,134.0,0.0,0.0,21197.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1
SRR11807294,2174.0,0.0,738.0,22.0,0.0,0.0,18308.0,1056.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3264.0,0.0,0.0,0.0,1
SRR11807295,1399.0,241.0,348.0,245.0,0.0,0.0,24140.0,152.0,0.0,0.0,2.0,76.0,0.0,0.0,64798.0,0.0,0.0,0.0,0.0,4747.0,0.0,0.0,0.0,1
SRR11807296,1180.0,116.0,1503.0,172.0,0.0,0.0,17118.0,44.0,1.0,0.0,0.0,1103.0,0.0,0.0,21051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807297,169.0,326.0,637.0,53.0,0.0,0.0,33903.0,982.0,0.0,0.0,0.0,118.0,0.0,0.0,36858.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,1
SRR11807298,532.0,0.0,280.0,7.0,0.0,0.0,22395.0,359.0,0.0,0.0,0.0,12.0,0.0,0.0,18329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807299,779.0,0.0,359.0,26.0,0.0,0.0,18782.0,1220.0,0.0,0.0,0.0,87.0,0.0,0.0,113787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807300,26.0,0.0,171.0,407.0,0.0,3.0,47279.0,360.0,3.0,0.0,0.0,2.0,0.0,1.0,27801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807301,499.0,0.0,1802.0,201.0,0.0,0.0,5484.0,959.0,0.0,0.0,0.0,158.0,0.0,0.0,18176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807302,22.0,0.0,695.0,445.0,0.0,0.0,33717.0,6378.0,0.0,0.0,0.0,9.0,0.0,0.0,31566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807303,380.0,0.0,11987.0,0.0,0.0,0.0,24290.0,1028.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807304,110.0,0.0,400.0,353.0,0.0,0.0,67879.0,2284.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807305,81.0,0.0,226.0,2908.0,59.0,0.0,42675.0,1904.0,0.0,7.0,0.0,315.0,0.0,0.0,21671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807306,46.0,0.0,196.0,2122.0,0.0,0.0,26187.0,3564.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807307,203.0,0.0,335.0,249.0,0.0,0.0,39221.0,7696.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
SRR11807308,4.0,0.0,47.0,0.0,0.0,0.0,18858.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807309,1222.0,68.0,298.0,0.0,0.0,0.0,143789.0,38.0,0.0,0.0,0.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807310,132.0,0.0,532.0,0.0,0.0,0.0,28235.0,135.0,0.0,0.0,0.0,2322.0,0.0,0.0,24301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807311,158.0,229.0,723.0,0.0,0.0,0.0,16229.0,0.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807312,318.0,345.0,668.0,0.0,0.0,0.0,7065.0,0.0,0.0,0.0,0.0,517.0,0.0,0.0,32441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807313,0.0,0.0,323.0,0.0,0.0,0.0,11048.0,2153.0,0.0,0.0,0.0,1154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807314,670.0,136.0,662.0,0.0,0.0,0.0,18407.0,697.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807315,0.0,334.0,474.0,0.0,0.0,0.0,14349.0,6310.0,0.0,0.0,0.0,2665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807316,22.0,0.0,523.0,0.0,0.0,0.0,37365.0,1566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807317,150.0,223.0,472.0,0.0,0.0,0.0,45570.0,2038.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807318,147.0,0.0,384.0,0.0,0.0,0.0,28478.0,4496.0,0.0,0.0,0.0,0.0,0.0,0.0,21107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807319,498.0,0.0,108.0,0.0,0.0,0.0,25989.0,70.0,16.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807320,949.0,0.0,207.0,0.0,0.0,0.0,22202.0,112.0,8.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807321,678.0,177.0,125.0,0.0,0.0,0.0,16376.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,14741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807322,31.0,204.0,507.0,0.0,0.0,0.0,35493.0,8217.0,0.0,0.0,0.0,220.0,0.0,0.0,20477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807323,80.0,0.0,405.0,330.0,0.0,0.0,43713.0,10155.0,0.0,0.0,1.0,800.0,0.0,0.0,17701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807324,107.0,0.0,369.0,0.0,0.0,0.0,31952.0,3300.0,0.0,0.0,0.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807325,421.0,0.0,482.0,68.0,0.0,0.0,21625.0,823.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807326,208.0,0.0,313.0,122.0,0.0,0.0,15534.0,184.0,0.0,0.0,0.0,1827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807327,0.0,418.0,995.0,268.0,0.0,0.0,21146.0,1930.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
SRR11807328,241.0,444.0,426.0,149.0,0.0,0.0,25188.0,1721.0,1.0,0.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807329,253.0,229.0,362.0,2071.0,0.0,0.0,64393.0,2676.0,0.0,2.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807330,0.0,0.0,192.0,0.0,0.0,0.0,23718.0,546.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807331,0.0,0.0,375.0,0.0,0.0,0.0,52004.0,1424.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807332,131.0,169.0,379.0,148.0,0.0,0.0,13312.0,2462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807333,165.0,0.0,447.0,0.0,0.0,0.0,16833.0,2125.0,0.0,0.0,0.0,4914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807334,0.0,0.0,416.0,64.0,0.0,0.0,31515.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1
SRR11807335,98.0,0.0,728.0,110.0,98.0,0.0,55570.0,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,44187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807336,0.0,0.0,299.0,489.0,0.0,0.0,40566.0,1947.0,4.0,0.0,0.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807337,144.0,0.0,847.0,63.0,0.0,0.0,43022.0,1463.0,2.0,0.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807338,211.0,0.0,861.0,38.0,0.0,0.0,16320.0,1879.0,0.0,0.0,0.0,388.0,0.0,0.0,20494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807339,149.0,95.0,1202.0,425.0,0.0,0.0,13887.0,1333.0,0.0,0.0,0.0,335.0,0.0,0.0,32783.0,0.0,0.0,0.0,0.0,2442.0,0.0,0.0,0.0,1
SRR11807340,566.0,160.0,850.0,192.0,0.0,0.0,56579.0,2854.0,3.0,0.0,0.0,671.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807341,264.0,0.0,2212.0,88.0,0.0,0.0,18680.0,520.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807342,219.0,0.0,1268.0,310.0,0.0,0.0,79286.0,1325.0,0.0,0.0,0.0,7.0,0.0,0.0,27309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807343,416.0,441.0,204.0,588.0,0.0,0.0,43034.0,1482.0,0.0,0.0,0.0,4.0,0.0,0.0,23230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807344,643.0,0.0,1796.0,95.0,0.0,0.0,42870.0,4108.0,0.0,0.0,0.0,88.0,0.0,0.0,37624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807345,164.0,0.0,533.0,161.0,0.0,0.0,38004.0,9359.0,0.0,0.0,0.0,19.0,0.0,0.0,27984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807346,238.0,0.0,641.0,65.0,0.0,0.0,26585.0,4734.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807347,0.0,0.0,458.0,1810.0,0.0,0.0,40671.0,3495.0,0.0,0.0,0.0,922.0,0.0,0.0,35647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807348,47.0,57.0,128.0,85337.0,0.0,0.0,19981.0,156.0,0.0,0.0,0.0,53.0,13.0,0.0,16497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807349,92.0,162.0,537.0,10212.0,0.0,2.0,20921.0,487.0,4.0,0.0,0.0,30.0,0.0,1.0,27350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807350,368.0,142.0,1412.0,159.0,0.0,0.0,119111.0,164.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807351,496.0,0.0,825.0,85.0,0.0,2.0,50469.0,1455.0,0.0,1.0,0.0,173.0,0.0,0.0,17993.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
SRR11807352,66.0,0.0,996.0,340.0,0.0,0.0,51050.0,1515.0,0.0,2.0,0.0,359.0,0.0,0.0,27065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807353,1450.0,0.0,468.0,2549.0,0.0,0.0,26242.0,2531.0,1.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807354,124.0,0.0,547.0,528.0,0.0,0.0,52168.0,1128.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807355,275.0,186.0,831.0,350.0,0.0,0.0,52342.0,899.0,1.0,0.0,0.0,106.0,0.0,0.0,23174.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
SRR11807356,209.0,0.0,1034.0,917.0,0.0,0.0,31137.0,2045.0,0.0,0.0,0.0,266.0,0.0,0.0,39848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807357,138.0,211.0,897.0,27017.0,0.0,0.0,9497.0,50.0,1.0,0.0,0.0,598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807358,321.0,242.0,217.0,1278.0,0.0,0.0,20335.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,24885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807359,28.0,0.0,243.0,45776.0,0.0,0.0,7176.0,277.0,0.0,0.0,0.0,974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807360,35.0,250.0,349.0,0.0,0.0,0.0,28641.0,254.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807361,150.0,231.0,470.0,123.0,0.0,0.0,30169.0,3262.0,0.0,0.0,1.0,0.0,0.0,0.0,29983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807362,73.0,168.0,333.0,22592.0,0.0,0.0,23285.0,10047.0,0.0,1.0,0.0,60.0,0.0,0.0,28835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807363,26.0,0.0,785.0,835.0,0.0,0.0,33886.0,0.0,0.0,0.0,0.0,57.0,5.0,1.0,13854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
