acc,Actinobacteria,Alphaproteobacteria,Bacilli,Bacteroidia,Betaproteobacteria,Chitinophagia,Clostridia,Coriobacteriia,Cytophagia,Deltaproteobacteria,Epsilonproteobacteria,Erysipelotrichia,Flavobacteriia,Fusobacteriia,Gammaproteobacteria,Ignavibacteria,Magnoliopsida,Mammalia,Methanobacteria,Negativicutes,Nitrospira,Spirochaetia,Synergistia,class
SRR11807364,406.0,0.0,2419.0,15.0,0.0,0.0,12903.0,271.0,0.0,0.0,0.0,1379.0,0.0,0.0,25506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807365,435.0,295.0,745.0,0.0,0.0,0.0,24169.0,329.0,0.0,0.0,0.0,60.0,0.0,0.0,18310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807366,99.0,460.0,445.0,186.0,0.0,0.0,28055.0,151.0,0.0,0.0,0.0,644.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807367,53.0,0.0,2581.0,165.0,0.0,5.0,31566.0,908.0,0.0,0.0,0.0,129.0,0.0,0.0,36754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807368,20.0,0.0,759.0,565.0,0.0,0.0,27011.0,343.0,0.0,0.0,0.0,124.0,0.0,0.0,19243.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
SRR11807369,48.0,0.0,1307.0,24.0,0.0,0.0,28628.0,249.0,0.0,0.0,0.0,127.0,0.0,0.0,32952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807370,115.0,184.0,1596.0,12670.0,0.0,0.0,25909.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,23796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807371,184.0,356.0,1299.0,0.0,121.0,0.0,19834.0,850.0,0.0,0.0,0.0,2.0,0.0,0.0,20882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807372,189.0,156.0,1469.0,0.0,0.0,0.0,42150.0,581.0,3.0,0.0,0.0,0.0,0.0,0.0,35395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807373,352.0,122.0,244.0,87.0,0.0,0.0,9405.0,9531.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807374,154.0,330.0,736.0,76.0,0.0,0.0,31101.0,1785.0,0.0,0.0,0.0,193.0,0.0,0.0,30221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807375,136.0,179.0,498.0,138.0,0.0,0.0,14143.0,1967.0,0.0,0.0,0.0,375.0,0.0,0.0,18288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807376,254.0,0.0,1047.0,0.0,0.0,0.0,37667.0,4355.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807377,75.0,0.0,597.0,356.0,0.0,0.0,22597.0,2872.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807378,116.0,0.0,437.0,6.0,0.0,0.0,53086.0,3769.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807379,156.0,126.0,1843.0,130.0,0.0,0.0,42683.0,1043.0,2.0,0.0,0.0,25.0,0.0,0.0,20107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807380,332.0,196.0,362.0,49.0,0.0,0.0,29926.0,2369.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807381,446.0,0.0,371.0,70.0,0.0,0.0,63031.0,2188.0,0.0,0.0,0.0,819.0,0.0,1.0,25195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807382,88.0,0.0,689.0,499.0,0.0,0.0,45208.0,971.0,0.0,3.0,0.0,437.0,0.0,0.0,18963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807383,92.0,0.0,1698.0,33.0,0.0,0.0,55001.0,3245.0,0.0,2.0,0.0,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807384,43.0,309.0,406.0,0.0,0.0,0.0,39753.0,9350.0,0.0,0.0,0.0,373.0,0.0,0.0,30906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807385,764.0,0.0,718.0,408.0,0.0,6.0,32337.0,1182.0,0.0,0.0,0.0,122.0,0.0,0.0,25805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807386,62.0,135.0,238.0,5950.0,0.0,0.0,41775.0,4576.0,0.0,0.0,0.0,19.0,0.0,0.0,16359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807387,55.0,0.0,243.0,262.0,0.0,0.0,54039.0,2834.0,0.0,0.0,0.0,43.0,0.0,0.0,21319.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR11807388,202.0,265.0,265.0,77.0,0.0,0.0,50297.0,10962.0,0.0,0.0,0.0,0.0,0.0,0.0,18331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807389,355.0,0.0,160.0,0.0,0.0,0.0,29984.0,1439.0,1.0,0.0,0.0,8.0,0.0,0.0,36015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807390,161.0,368.0,526.0,1155.0,0.0,0.0,32940.0,1479.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807391,394.0,0.0,314.0,0.0,0.0,0.0,36923.0,2715.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807392,1032.0,0.0,381.0,254.0,0.0,0.0,30430.0,3167.0,0.0,0.0,0.0,8.0,0.0,0.0,22726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807393,151.0,0.0,171.0,601.0,0.0,0.0,28558.0,1396.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807394,78.0,0.0,617.0,546.0,0.0,0.0,43639.0,3402.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807395,67.0,0.0,603.0,374.0,0.0,0.0,93860.0,601.0,0.0,0.0,0.0,3.0,0.0,0.0,21346.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR11807396,46.0,109.0,212.0,221.0,0.0,0.0,34823.0,656.0,0.0,0.0,0.0,0.0,0.0,8.0,20595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807397,102.0,177.0,1172.0,55.0,0.0,0.0,30441.0,882.0,0.0,0.0,0.0,58.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807398,14.0,0.0,566.0,100.0,0.0,0.0,44932.0,522.0,0.0,0.0,0.0,330.0,0.0,428.0,33624.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
SRR11807399,118.0,0.0,12992.0,0.0,0.0,0.0,38801.0,874.0,2.0,0.0,0.0,518.0,0.0,22.0,14254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807400,1069.0,0.0,545.0,821.0,0.0,0.0,4645.0,1034.0,0.0,0.0,0.0,166.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
SRR11807401,89.0,0.0,743.0,0.0,0.0,0.0,98309.0,11.0,0.0,0.0,0.0,4240.0,0.0,0.0,27646.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807402,127.0,0.0,293.0,332.0,0.0,0.0,11695.0,1906.0,0.0,0.0,0.0,0.0,0.0,0.0,24751.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807403,125.0,264.0,2452.0,264.0,0.0,0.0,55495.0,1514.0,0.0,0.0,0.0,2543.0,0.0,12.0,27713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807404,327.0,0.0,1370.0,6.0,0.0,0.0,93630.0,3091.0,0.0,0.0,0.0,1943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807405,0.0,119.0,1364.0,84.0,6.0,0.0,13397.0,404.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807406,156.0,0.0,397.0,0.0,0.0,0.0,9506.0,956.0,0.0,2.0,0.0,83.0,0.0,0.0,20308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807407,546.0,203.0,518.0,0.0,0.0,0.0,44927.0,2528.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807408,2960.0,0.0,691.0,0.0,0.0,0.0,35023.0,4171.0,0.0,0.0,0.0,1859.0,0.0,0.0,43312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807409,54.0,0.0,835.0,0.0,0.0,0.0,63224.0,865.0,0.0,0.0,0.0,0.0,0.0,0.0,22884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807410,200.0,0.0,4879.0,0.0,0.0,0.0,53862.0,867.0,0.0,1.0,0.0,422.0,0.0,0.0,40132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807411,118.0,0.0,2389.0,0.0,0.0,0.0,43226.0,647.0,0.0,0.0,0.0,579.0,0.0,0.0,25004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807412,1429.0,0.0,398.0,100.0,0.0,7.0,21759.0,501.0,0.0,0.0,0.0,19.0,0.0,0.0,22417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807413,0.0,0.0,239.0,315.0,189.0,0.0,12057.0,844.0,5.0,0.0,0.0,54.0,0.0,0.0,18809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807414,767.0,0.0,1070.0,118.0,0.0,0.0,41783.0,1671.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
SRR11807415,350.0,210.0,812.0,40.0,0.0,0.0,45998.0,578.0,0.0,0.0,0.0,0.0,0.0,0.0,29639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807416,649.0,0.0,771.0,103.0,0.0,0.0,10201.0,536.0,6.0,0.0,0.0,146.0,0.0,0.0,27616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807417,181.0,201.0,641.0,144.0,0.0,0.0,42662.0,237.0,0.0,0.0,0.0,2.0,0.0,0.0,33317.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1
SRR11807418,132.0,95.0,608.0,88.0,0.0,0.0,55424.0,1343.0,0.0,0.0,0.0,0.0,0.0,23.0,47339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807419,78.0,135.0,434.0,78.0,0.0,0.0,31596.0,840.0,0.0,0.0,0.0,67.0,0.0,1.0,29174.0,0.0,0.0,0.0,5558.0,0.0,0.0,0.0,0.0,1
SRR11807420,94.0,0.0,586.0,193.0,0.0,0.0,28300.0,813.0,2.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,7398.0,0.0,0.0,0.0,0.0,1
SRR11807421,115.0,189.0,273.0,219.0,0.0,0.0,36214.0,619.0,0.0,0.0,0.0,109.0,0.0,0.0,40969.0,0.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,1
SRR11807422,67.0,328.0,1683.0,0.0,0.0,0.0,37029.0,2420.0,0.0,0.0,0.0,717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807423,57.0,0.0,842.0,0.0,0.0,0.0,75482.0,3110.0,0.0,0.0,0.0,853.0,0.0,0.0,25109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807424,48.0,0.0,326.0,0.0,0.0,0.0,22408.0,1863.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807425,40.0,0.0,522.0,0.0,0.0,0.0,53004.0,155.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807426,65.0,0.0,354.0,687.0,0.0,0.0,32693.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,22901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807427,45.0,426.0,361.0,220.0,0.0,0.0,40229.0,1825.0,0.0,0.0,0.0,1.0,0.0,0.0,22272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807428,98.0,43.0,148.0,1270.0,0.0,0.0,9301.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,32134.0,0.0,0.0,0.0,1423.0,0.0,0.0,0.0,0.0,1
SRR11807429,95.0,58.0,319.0,3055.0,0.0,0.0,14583.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1411.0,0.0,0.0,0.0,0.0,1
SRR11807430,71.0,0.0,434.0,0.0,0.0,0.0,10430.0,1719.0,1.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,0.0,0.0,1.0,0.0,1
SRR11807431,1038.0,0.0,1277.0,209.0,0.0,0.0,22266.0,778.0,0.0,0.0,0.0,177.0,0.0,0.0,122540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807432,550.0,0.0,607.0,66.0,0.0,0.0,52207.0,661.0,3.0,0.0,0.0,309.0,0.0,0.0,66391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807433,381.0,0.0,104.0,666.0,0.0,0.0,11630.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,20473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807434,820.0,0.0,1330.0,209.0,0.0,0.0,48978.0,512.0,0.0,0.0,0.0,497.0,0.0,0.0,29429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807435,562.0,0.0,328.0,0.0,0.0,0.0,12255.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,22317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807436,597.0,0.0,916.0,0.0,0.0,0.0,13053.0,152.0,0.0,0.0,0.0,2.0,0.0,0.0,21301.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807437,707.0,0.0,188.0,0.0,0.0,0.0,28060.0,4467.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807438,119.0,0.0,354.0,338.0,0.0,0.0,75716.0,3608.0,2.0,0.0,0.0,0.0,0.0,0.0,37749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807439,31.0,238.0,232.0,348.0,0.0,0.0,46174.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,20433.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR11807440,15.0,0.0,264.0,3.0,0.0,0.0,90764.0,2831.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
SRR11807441,262.0,110.0,155.0,4655.0,0.0,0.0,12315.0,2188.0,2.0,0.0,0.0,2504.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807442,0.0,23.0,110.0,14565.0,0.0,0.0,10533.0,251.0,0.0,0.0,0.0,687.0,0.0,0.0,9441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807443,189.0,388.0,1154.0,263.0,0.0,0.0,31650.0,2713.0,0.0,0.0,0.0,6245.0,0.0,0.0,31364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807444,347.0,0.0,370.0,178.0,0.0,0.0,27060.0,1220.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807445,126.0,0.0,460.0,0.0,0.0,0.0,48069.0,2444.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807446,15.0,0.0,272.0,23.0,0.0,0.0,48957.0,198.0,0.0,0.0,0.0,0.0,0.0,5.0,25499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807447,51.0,237.0,544.0,84.0,0.0,4.0,64185.0,754.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807448,1156.0,0.0,1380.0,0.0,0.0,0.0,59868.0,2140.0,0.0,0.0,0.0,0.0,0.0,8.0,24562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807449,662.0,171.0,336.0,28.0,0.0,0.0,27971.0,1863.0,4.0,4.0,0.0,413.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,488.0,0.0,0.0,0.0,1
SRR11807450,171.0,101.0,515.0,5.0,20.0,0.0,15093.0,2689.0,0.0,0.0,0.0,912.0,0.0,0.0,15284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807451,188.0,0.0,332.0,41.0,19.0,0.0,48942.0,3848.0,0.0,0.0,0.0,998.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807452,87.0,0.0,405.0,581.0,0.0,0.0,28135.0,1582.0,0.0,0.0,0.0,0.0,0.0,2.0,20470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807453,24.0,0.0,335.0,143.0,0.0,0.0,48089.0,1468.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807454,79.0,0.0,257.0,135.0,0.0,0.0,69855.0,2232.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807455,75.0,68.0,212.0,13024.0,0.0,0.0,6595.0,0.0,0.0,0.0,0.0,1748.0,0.0,0.0,22440.0,0.0,0.0,0.0,389.0,0.0,0.0,0.0,0.0,1
SRR11807456,176.0,0.0,312.0,83.0,0.0,0.0,37921.0,1487.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR11807457,348.0,38.0,262.0,3432.0,0.0,0.0,15097.0,1191.0,0.0,0.0,0.0,778.0,0.0,0.0,24605.0,0.0,0.0,0.0,2172.0,0.0,0.0,0.0,0.0,1
