acc,Acidimicrobiia,Acidithiobacillia,Actinomycetes,Actinopteri,Agaricomycetes,Alphaproteobacteria,Amphibia,Anaerolineae,Aquificae,Archaeoglobi,Ardenticatenia,Arfiviricetes,Armatimonadia,Aves,Bacilli,Bacteriovoracia,Bacteroidia,Balneolia,Bdellovibrionia,Betaproteobacteria,Bigyra,Blastocatellia,Caldilineae,Calditrichia,Candidatus Nanoperiomorbia,Candidatus Nanosyncoccalia,Candidatus Saccharimonadia,Caudoviricetes,Cephalopoda,Chitinispirillia,Chitinivibrionia,Chitinophagia,Chlamydiia,Chlorobiia,Chloroflexia,Chlorophyceae,Chrymotiviricetes,Chrysiogenetes,Chthonomonadetes,Clitellata,Clostridia,Coprothermobacteria,Coriobacteriia,Culicoidibacteria,Cyanophyceae,Cytophagia,Deferribacteres,Deferrisomatia,Dehalococcoidia,Deinococci,Deltaproteobacteria,Desulfarculia,Desulfobaccia,Desulfobacteria,Desulfobulbia,Desulfomonilia,Desulfovibrionia,Desulfurellia,Desulfuribacillia,Desulfuromonadia,Dothideomycetes,Duplopiviricetes,Elusimicrobia,Endomicrobiia,Epsilonproteobacteria,Erysipelotrichia,Eumycetozoa,Eurotiomycetes,Faserviricetes,Fibrobacteria,Fimbriimonadia,Flavobacteriia,Fusobacteriia,Gammaproteobacteria,Gastropoda,Gemmatimonadetes,Halobacteria,Herviviricetes,Holophagae,Hydrogenophilia,Hydrozoa,Ignavibacteria,Insecta,Kiritimatiellia,Ktedonobacteria,Lentisphaeria,Lepidosauria,Limnochordia,Longimicrobiia,Magnoliopsida,Malacostraca,Malgrandaviricetes,Mammalia,Megaviricetes,Methanobacteria,Methanomicrobia,Mollicutes,Myxococcia,Negativicutes,Nitriliruptoria,Nitrospinia,Nitrospiria,Oligoflexia,Oligohymenophorea,Oligosphaeria,Opitutae,Papovaviricetes,Phycisphaerae,Pisoniviricetes,Planctomycetia,Pokkesviricetes,Pucciniomycetes,Quintoviricetes,Repensiviricetes,Revtraviricetes,Rhodothermia,Rubrobacteria,Saccharomycetes,Saprospiria,Sordariomycetes,Spartobacteria,Sphingobacteriia,Spirochaetia,Stelpaviricetes,Synergistia,Syntrophia,Syntrophobacteria,Syntrophorhabdia,Tectiliviricetes,Terriglobia,Terrimicrobiia,Thermoanaerobaculia,Thermococci,Thermodesulfobacteria,Thermodesulfovibrionia,Thermoflexia,Thermoleophilia,Thermolithobacteria,Thermomicrobia,Thermoplasmata,Thermoprotei,Thermotogae,Tissierellia,Tolucaviricetes,Verrucomicrobiae,Vicinamibacteria,Vidaverviricetes,Zetaproteobacteria,class
SRR27176147,11.0,3.0,451619.0,0.0,0.0,7975.0,0.0,42.0,9.0,0.0,0.0,0.0,3.0,5.0,6222.0,0.0,1449155.0,0.0,0.0,49888.0,0.0,0.0,5.0,0.0,44.0,0.0,190.0,585859.0,0.0,3.0,2.0,140.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,3999268.0,0.0,256818.0,0.0,239.0,727.0,44.0,2.0,0.0,722.0,4.0,99.0,1.0,32.0,1.0,0.0,95345.0,0.0,0.0,292.0,0.0,5.0,5.0,2.0,101.0,32026.0,0.0,0.0,9147.0,158.0,0.0,207.0,27.0,15045.0,0.0,7.0,99.0,0.0,15.0,0.0,0.0,6.0,42.0,4.0,2.0,11708.0,0.0,15.0,0.0,847.0,0.0,361.0,11232.0,0.0,557.0,10.0,66.0,225.0,272148.0,3.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,22.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,54.0,180.0,0.0,9708.0,0.0,11.0,0.0,7.0,107.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.0,69668.0,0.0,223.0,408.0,16.0,581278.0,0.0,0.0,0.0,1
SRR27176148,7.0,7.0,30902.0,0.0,0.0,2496.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,33574.0,0.0,2408196.0,0.0,0.0,1148.0,0.0,0.0,8.0,0.0,0.0,0.0,83.0,795816.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2107336.0,0.0,662498.0,0.0,84.0,62.0,1.0,3.0,0.0,160.0,0.0,0.0,0.0,5.0,0.0,0.0,373.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,24.0,15229.0,0.0,0.0,984.0,2.0,0.0,65.0,19.0,915851.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,44.0,181.0,0.0,187.0,1961.0,0.0,10.0,1.0,72.0,98.0,2969.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,87.0,0.0,0.0,0.0,0.0,8.0,163.0,0.0,193.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,49.0,125.0,0.0,12756220.0,0.0,0.0,0.0,1
SRR27176149,0.0,0.0,28433.0,0.0,0.0,2185.0,0.0,58.0,8.0,0.0,0.0,0.0,0.0,0.0,9020.0,0.0,5326801.0,0.0,0.0,27917.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,503119.0,0.0,0.0,0.0,223.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4848114.0,0.0,36968.0,0.0,67.0,462.0,0.0,8.0,0.0,60.0,0.0,0.0,0.0,7.0,9.0,2.0,24436.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,311.0,7744.0,0.0,0.0,920.0,24.0,0.0,415.0,44.0,49415.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,21.0,0.0,2.0,0.0,61.0,0.0,1931.0,990.0,0.0,13902.0,0.0,300.0,3.0,1706768.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,59.0,127.0,0.0,0.0,0.0,24.0,0.0,0.0,40.0,0.0,7.0,0.0,0.0,67.0,20.0,0.0,127.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,91.0,82.0,0.0,2222946.0,0.0,0.0,2.0,1
SRR27176150,2.0,0.0,54842.0,0.0,0.0,961.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,100446.0,0.0,11478986.0,0.0,0.0,956785.0,690.0,0.0,0.0,0.0,12.0,0.0,59.0,570593.0,0.0,0.0,0.0,48.0,56.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,3177834.0,0.0,84985.0,0.0,126.0,232.0,0.0,0.0,0.0,42.0,0.0,0.0,2.0,1.0,2.0,0.0,137479.0,0.0,1.0,26.0,0.0,5.0,0.0,0.0,1883.0,16210.0,0.0,0.0,1184.0,0.0,1.0,64.0,74.0,233713.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,244640.0,0.0,1.0,0.0,118.0,0.0,229.0,18139.0,1.0,60.0,4.0,23.0,11.0,533099.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,25.0,0.0,43.0,0.0,0.0,1.0,1
SRR27176151,16.0,1.0,40025.0,0.0,0.0,3241.0,1.0,14.0,0.0,0.0,0.0,70.0,2.0,0.0,11159.0,1.0,4925746.0,0.0,0.0,158601.0,124646.0,0.0,19.0,0.0,0.0,0.0,171.0,568181.0,0.0,5.0,3.0,264.0,13.0,9.0,41.0,0.0,0.0,0.0,4.0,0.0,4471988.0,0.0,29178.0,0.0,176.0,796.0,14.0,0.0,13.0,154.0,2.0,0.0,0.0,24.0,18.0,0.0,127166.0,1.0,0.0,124.0,0.0,17.0,0.0,0.0,523.0,40315.0,0.0,0.0,2973.0,61.0,1.0,570.0,155.0,515400.0,0.0,3.0,31.0,0.0,4.0,0.0,0.0,5.0,0.0,7.0,10.0,34463.0,0.0,3.0,33.0,1406.0,0.0,1466.0,4627.0,0.0,14806.0,19.0,286.0,147.0,226781.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,49.0,202.0,0.0,7262.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,273.0,0.0,32.0,663.0,0.0,300527.0,0.0,0.0,1.0,1
SRR27176152,0.0,0.0,277645.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,0.0,10494926.0,0.0,0.0,102273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22956.0,0.0,0.0,0.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075704.0,0.0,182123.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,178302.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1517.0,4426.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,123.0,952.0,0.0,0.0,0.0,0.0,1.0,78847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,61734.0,0.0,0.0,0.0,1
SRR27176153,0.0,0.0,55698.0,0.0,0.0,12447.0,0.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,4834.0,0.0,8991025.0,0.0,0.0,6515.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,173323.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,4215966.0,0.0,17472.0,0.0,10.0,26.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,1.0,92.0,0.0,16.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1597.0,51423.0,0.0,0.0,2374.0,0.0,0.0,15.0,0.0,1170320.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,207.0,0.0,3.0,819.0,0.0,0.0,0.0,1.0,8.0,106214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,5.0,0.0,121.0,0.0,0.0,0.0,1
SRR27176154,0.0,0.0,1019100.0,0.0,0.0,689.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,28818.0,0.0,13559679.0,2.0,0.0,719783.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,60897.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6360036.0,0.0,383704.0,0.0,9.0,41.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,12.0,3.0,0.0,167667.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1161.0,45029.0,0.0,0.0,675.0,1.0,0.0,36.0,8.0,100000.0,0.0,0.0,20.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,188.0,0.0,62.0,3803.0,0.0,1.0,0.0,7.0,13.0,253153.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,27.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,52.0,0.0,0.0,0.0,0.0,0.0,1
SRR27176155,0.0,0.0,2432.0,0.0,0.0,488.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2393.0,0.0,14255874.0,0.0,0.0,36279.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,128489.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740420.0,0.0,77994.0,2.0,12.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,401893.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,39.0,17545.0,0.0,0.0,373.0,0.0,0.0,16.0,29869.0,46916.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0,0.0,429.0,476.0,0.0,0.0,0.0,2.0,7.0,305257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,244739.0,0.0,0.0,1.0,1
SRR27176156,5.0,2.0,3201.0,0.0,0.0,8016.0,0.0,13.0,52.0,0.0,0.0,0.0,2.0,7.0,18934.0,0.0,9975700.0,0.0,0.0,395712.0,0.0,0.0,0.0,0.0,0.0,0.0,768.0,441059.0,0.0,2.0,0.0,19.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,2981258.0,0.0,33680.0,0.0,54.0,134.0,8.0,4.0,0.0,62.0,1.0,0.0,0.0,68.0,1.0,1.0,84748.0,0.0,0.0,97.0,0.0,2.0,0.0,0.0,236.0,115634.0,0.0,0.0,4819.0,23.0,0.0,119.0,115.0,40220.0,0.0,17.0,37.0,0.0,21.0,0.0,0.0,1.0,0.0,5.0,0.0,80801.0,14.0,2.0,1.0,55.0,1.0,1243.0,40575.0,0.0,8692.0,6.0,206.0,27.0,163967.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,5.0,0.0,0.0,24.0,215.0,0.0,202.0,0.0,1.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41108.0,0.0,33.0,221.0,0.0,5406.0,0.0,0.0,14.0,1
SRR27176158,15.0,0.0,33012.0,0.0,0.0,1583.0,0.0,28.0,2.0,0.0,0.0,1.0,4.0,0.0,5111.0,0.0,4590913.0,0.0,0.0,82430.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,179509.0,0.0,5.0,0.0,20.0,1.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,1594866.0,0.0,52743.0,0.0,38.0,531.0,24.0,9.0,0.0,79.0,1.0,0.0,0.0,21.0,0.0,0.0,122586.0,0.0,0.0,57.0,0.0,3.0,0.0,1.0,135.0,12213.0,0.0,0.0,3513.0,98.0,0.0,191.0,59.0,74332.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,1.0,26683.0,0.0,3.0,0.0,437.0,0.0,1765.0,7309.0,0.0,1135.0,0.0,97.0,18.0,162777.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,38.0,243.0,0.0,11263.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,189.0,0.0,94824.0,0.0,0.0,0.0,1
SRR27176161,1.0,1.0,73497.0,0.0,0.0,166.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2490.0,0.0,10583750.0,0.0,0.0,323111.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,77024.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2415511.0,0.0,70684.0,0.0,4.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,104283.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3520.0,8692.0,0.0,0.0,935.0,3.0,0.0,68.0,24.0,135800.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,258.0,0.0,1.0,0.0,0.0,0.0,167.0,10770.0,0.0,0.0,0.0,6.0,3.0,44091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,2780.0,0.0,0.0,0.0,1
SRR27176162,55.0,17.0,170621.0,94.0,0.0,5282.0,0.0,83.0,39.0,0.0,13.0,18.0,16.0,0.0,11729.0,0.0,2500060.0,0.0,0.0,125983.0,6136.0,4.0,21.0,0.0,0.0,0.0,394.0,380350.0,0.0,0.0,1.0,48.0,1.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,4922231.0,0.0,45881.0,0.0,451.0,436.0,4.0,4.0,19.0,102.0,1.0,0.0,10.0,83.0,1.0,0.0,60572.0,0.0,0.0,116.0,17.0,3.0,0.0,1.0,184.0,12922.0,2.0,0.0,6457.0,18.0,0.0,289.0,171.0,41342.0,0.0,0.0,130.0,0.0,19.0,0.0,0.0,1.0,0.0,8.0,2.0,41868.0,0.0,10.0,8.0,2038.0,0.0,176.0,189250.0,0.0,2943.0,1.0,882.0,72.0,57800.0,2.0,1.0,4.0,0.0,0.0,0.0,268.0,0.0,3.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,57.0,17.0,0.0,0.0,44.0,710.0,0.0,5302.0,0.0,0.0,0.0,209.0,70.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,1.0,0.0,30954.0,0.0,82.0,438.0,4.0,212975.0,0.0,0.0,1.0,1
SRR27176163,0.0,0.0,16277.0,0.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0,0.0,6689236.0,0.0,0.0,315251.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,61615.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2140360.0,1.0,4773.0,0.0,7.0,8.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,331.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3572.0,0.0,0.0,287.0,6.0,0.0,11.0,6.0,41748.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,2.0,0.0,2356.0,0.0,116.0,377447.0,0.0,0.0,0.0,0.0,2.0,524022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,11.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,585956.0,0.0,0.0,0.0,1
SRR27176164,0.0,4.0,1660.0,0.0,0.0,219.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,5593.0,0.0,6319192.0,0.0,0.0,9381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144616.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5257975.0,0.0,41468.0,0.0,22.0,27.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,13632.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,32.0,12705.0,0.0,0.0,1957.0,0.0,0.0,36.0,1.0,2055924.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0,0.0,246.0,16801.0,0.0,0.0,0.0,3.0,2.0,438558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,11.0,0.0,2.0,24.0,0.0,25.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,45.0,0.0,289.0,0.0,0.0,0.0,1
SRR27176165,17.0,11.0,46979.0,0.0,0.0,3530.0,0.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,5871.0,0.0,4321060.0,1.0,0.0,103399.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,412390.0,0.0,0.0,1.0,122.0,42.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1881600.0,0.0,91468.0,0.0,194.0,257.0,120.0,27.0,31.0,183.0,0.0,0.0,0.0,18.0,1.0,0.0,33901.0,0.0,1.0,305.0,0.0,2.0,0.0,1.0,158.0,33913.0,0.0,0.0,954.0,11.0,0.0,389.0,151.0,2666.0,0.0,0.0,97.0,0.0,12.0,9.0,0.0,0.0,0.0,3.0,1.0,56587.0,0.0,0.0,9.0,14.0,0.0,160.0,473.0,0.0,1030.0,40.0,221.0,64.0,92229.0,2.0,0.0,1.0,0.0,0.0,0.0,139.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,0.0,60.0,190.0,0.0,101483.0,0.0,4.0,11.0,54.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,10.0,0.0,595.0,0.0,133.0,1174.0,0.0,210823.0,0.0,0.0,0.0,1
SRR27176168,1.0,0.0,37122.0,3.0,0.0,777.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20051.0,1.0,13932949.0,1.0,0.0,116869.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,127436.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979487.0,0.0,26558.0,0.0,14.0,107.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,3.0,0.0,43283.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,88.0,3901.0,0.0,0.0,4729.0,0.0,0.0,23.0,10.0,111465.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,23.0,17.0,0.0,0.0,479.0,1860.0,0.0,0.0,0.0,24.0,0.0,254504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,16.0,0.0,0.0,0.0,6.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,0.0,46598.0,0.0,0.0,0.0,1
SRR27176174,0.0,0.0,4136.0,0.0,0.0,2864.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2322.0,0.0,9146000.0,0.0,0.0,234403.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,83969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821988.0,0.0,41154.0,0.0,5.0,27.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,54659.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,4306.0,0.0,0.0,864.0,6.0,0.0,46.0,8.0,44601.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6903.0,0.0,1.0,0.0,19.0,0.0,108.0,2016.0,0.0,0.0,0.0,0.0,1.0,152698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,5.0,34.0,0.0,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,21504.0,0.0,0.0,0.0,1
SRR27176175,2.0,0.0,533.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,0.0,7168888.0,0.0,0.0,84400.0,0.0,1.0,12.0,0.0,6.0,0.0,132.0,75921.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1558362.0,0.0,10934.0,0.0,22.0,8.0,0.0,0.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,40153.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,23.0,8011.0,0.0,0.0,311.0,0.0,2.0,60.0,1.0,1581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18146.0,0.0,5.0,0.0,741.0,0.0,5194.0,3318.0,0.0,0.0,0.0,24.0,4.0,162977.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,26.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,5.0,0.0,0.0,0.0,1
SRR27445729,13.0,0.0,112925.0,0.0,0.0,1721.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,13032.0,0.0,4358128.0,0.0,0.0,66002.0,0.0,0.0,10.0,0.0,0.0,0.0,38.0,445092.0,0.0,0.0,0.0,1127.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2618429.0,0.0,31239.0,0.0,43.0,160.0,3.0,18.0,0.0,46.0,0.0,0.0,0.0,2.0,0.0,0.0,171106.0,0.0,0.0,141.0,0.0,12.0,0.0,1.0,2890.0,12121.0,0.0,0.0,6661.0,10.0,0.0,99.0,35.0,5176.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,7.0,0.0,1.0,6.0,34954.0,0.0,2.0,2.0,89.0,0.0,200.0,4744.0,0.0,579.0,0.0,115.0,122.0,82821.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,67.0,0.0,1.0,0.0,9.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,159.0,0.0,115.0,0.0,0.0,1.0,0
