acc,Acidimicrobiia,Acidithiobacillia,Actinomycetes,Actinopteri,Agaricomycetes,Alphaproteobacteria,Amphibia,Anaerolineae,Aquificae,Archaeoglobi,Ardenticatenia,Arfiviricetes,Armatimonadia,Aves,Bacilli,Bacteriovoracia,Bacteroidia,Balneolia,Bdellovibrionia,Betaproteobacteria,Bigyra,Blastocatellia,Caldilineae,Calditrichia,Candidatus Nanoperiomorbia,Candidatus Nanosyncoccalia,Candidatus Saccharimonadia,Caudoviricetes,Cephalopoda,Chitinispirillia,Chitinivibrionia,Chitinophagia,Chlamydiia,Chlorobiia,Chloroflexia,Chlorophyceae,Chrymotiviricetes,Chrysiogenetes,Chthonomonadetes,Clitellata,Clostridia,Coprothermobacteria,Coriobacteriia,Culicoidibacteria,Cyanophyceae,Cytophagia,Deferribacteres,Deferrisomatia,Dehalococcoidia,Deinococci,Deltaproteobacteria,Desulfarculia,Desulfobaccia,Desulfobacteria,Desulfobulbia,Desulfomonilia,Desulfovibrionia,Desulfurellia,Desulfuribacillia,Desulfuromonadia,Dothideomycetes,Duplopiviricetes,Elusimicrobia,Endomicrobiia,Epsilonproteobacteria,Erysipelotrichia,Eumycetozoa,Eurotiomycetes,Faserviricetes,Fibrobacteria,Fimbriimonadia,Flavobacteriia,Fusobacteriia,Gammaproteobacteria,Gastropoda,Gemmatimonadetes,Halobacteria,Herviviricetes,Holophagae,Hydrogenophilia,Hydrozoa,Ignavibacteria,Insecta,Kiritimatiellia,Ktedonobacteria,Lentisphaeria,Lepidosauria,Limnochordia,Longimicrobiia,Magnoliopsida,Malacostraca,Malgrandaviricetes,Mammalia,Megaviricetes,Methanobacteria,Methanomicrobia,Mollicutes,Myxococcia,Negativicutes,Nitriliruptoria,Nitrospinia,Nitrospiria,Oligoflexia,Oligohymenophorea,Oligosphaeria,Opitutae,Papovaviricetes,Phycisphaerae,Pisoniviricetes,Planctomycetia,Pokkesviricetes,Pucciniomycetes,Quintoviricetes,Repensiviricetes,Revtraviricetes,Rhodothermia,Rubrobacteria,Saccharomycetes,Saprospiria,Sordariomycetes,Spartobacteria,Sphingobacteriia,Spirochaetia,Stelpaviricetes,Synergistia,Syntrophia,Syntrophobacteria,Syntrophorhabdia,Tectiliviricetes,Terriglobia,Terrimicrobiia,Thermoanaerobaculia,Thermococci,Thermodesulfobacteria,Thermodesulfovibrionia,Thermoflexia,Thermoleophilia,Thermolithobacteria,Thermomicrobia,Thermoplasmata,Thermoprotei,Thermotogae,Tissierellia,Tolucaviricetes,Verrucomicrobiae,Vicinamibacteria,Vidaverviricetes,Zetaproteobacteria,class
SRR27176124,0.0,0.0,201043.0,0.0,0.0,2502.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,7433.0,0.0,5934672.0,0.0,0.0,100090.0,0.0,0.0,15.0,0.0,0.0,0.0,93.0,226016.0,0.0,0.0,1.0,68.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597201.0,0.0,220902.0,0.0,49.0,241.0,6.0,3.0,0.0,480.0,0.0,0.0,0.0,14.0,4.0,0.0,55566.0,0.0,0.0,156.0,0.0,2.0,0.0,0.0,76.0,52618.0,0.0,0.0,442.0,14.0,0.0,273.0,54.0,4448.0,0.0,0.0,198.0,0.0,7.0,1.0,0.0,2.0,0.0,1.0,21.0,36669.0,2.0,0.0,5.0,2.0,0.0,127.0,23840.0,0.0,596.0,0.0,306.0,71.0,57335.0,2.0,0.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,23.0,22.0,0.0,61.0,2.0,0.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,160.0,0.0,43811.0,0.0,0.0,0.0,1
SRR27176125,19.0,7.0,334115.0,0.0,0.0,2480.0,0.0,13.0,17.0,0.0,0.0,0.0,4.0,0.0,44315.0,0.0,3505515.0,0.0,0.0,53736.0,0.0,20.0,13.0,0.0,0.0,0.0,693.0,168867.0,0.0,0.0,0.0,31.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,2351638.0,0.0,115519.0,0.0,122.0,217.0,1.0,7.0,2.0,117.0,0.0,0.0,0.0,9.0,2.0,0.0,76978.0,0.0,0.0,157.0,0.0,8.0,0.0,0.0,165.0,10303.0,0.0,0.0,2697.0,15.0,0.0,198.0,41.0,43459.0,0.0,0.0,61.0,0.0,6.0,1.0,0.0,1.0,0.0,2.0,1.0,8899.0,0.0,19.0,11.0,177.0,0.0,182.0,8079.0,0.0,2670.0,0.0,232.0,55.0,44090.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,21.0,97.0,0.0,93.0,0.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,1.0,0.0,0.0,1.0,66.0,325.0,4.0,164693.0,0.0,0.0,0.0,1
SRR27176126,0.0,0.0,87789.0,0.0,0.0,192.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,7616661.0,0.0,0.0,251068.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,71483.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808572.0,0.0,41309.0,0.0,9.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,118671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.0,0.0,0.0,203.0,0.0,0.0,16.0,7.0,282.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,88.0,967.0,0.0,0.0,0.0,2.0,1.0,52022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,172736.0,0.0,0.0,0.0,1
SRR27176127,1.0,0.0,275742.0,1.0,0.0,838.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2713.0,0.0,6059127.0,0.0,0.0,834004.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,140024.0,0.0,0.0,0.0,33.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2327786.0,0.0,384091.0,0.0,49.0,335.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,3.0,4.0,0.0,134718.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,4.0,5355.0,0.0,0.0,529.0,31.0,0.0,130.0,1.0,11989.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,159481.0,0.0,5.0,10.0,9.0,0.0,193.0,42548.0,0.0,0.0,0.0,2.0,10.0,144494.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,96.0,0.0,0.0,0.0,45.0,10.0,0.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,0.0,4224.0,0.0,0.0,0.0,1
SRR27176128,0.0,0.0,2124.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27729.0,0.0,10923378.0,0.0,0.0,207781.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,185268.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2282041.0,0.0,7391.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,23001.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,329.0,2266.0,0.0,0.0,1433.0,0.0,0.0,16.0,78.0,27583.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2276.0,0.0,1.0,0.0,246.0,0.0,203.0,527.0,0.0,0.0,0.0,3.0,5.0,125309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,18.0,0.0,0.0,0.0,1
SRR27176129,0.0,0.0,12543.0,0.0,0.0,464.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6301.0,0.0,6782133.0,0.0,0.0,73801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37160.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2000656.0,0.0,21709.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,16090.0,0.0,0.0,81.0,0.0,0.0,34.0,18.0,25936.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,31.0,365039.0,0.0,0.0,0.0,9.0,0.0,21445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,67.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,55.0,0.0,384.0,0.0,0.0,2.0,1
SRR27176130,2.0,0.0,3320.0,0.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26347.0,0.0,5451818.0,0.0,0.0,29543.0,329.0,0.0,2.0,0.0,0.0,0.0,401.0,109999.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2264816.0,0.0,62718.0,0.0,44.0,20.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,13.0,0.0,0.0,134305.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,266.0,4540.0,0.0,0.0,5777.0,22.0,0.0,53.0,82.0,2389748.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,535.0,0.0,0.0,0.0,2681.0,0.0,41.0,2885.0,0.0,0.0,0.0,5.0,4.0,85714.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,21.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,75847.0,0.0,1.0,0.0,1
SRR27176131,0.0,0.0,8472.0,0.0,0.0,767.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1163.0,0.0,8584485.0,3.0,0.0,157235.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,81888.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2789674.0,0.0,43772.0,0.0,9.0,47.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,95608.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,638.0,11541.0,0.0,0.0,1108.0,3.0,0.0,55.0,18.0,12591.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,35224.0,0.0,3.0,0.0,102.0,0.0,91.0,16251.0,0.0,86.0,0.0,2.0,3.0,86937.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,13.0,3.0,0.0,589.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,4332.0,0.0,0.0,1.0,1
SRR27176132,0.0,3.0,1673662.0,0.0,0.0,1128.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8737.0,0.0,1525356.0,2.0,0.0,2615.0,0.0,9.0,2.0,0.0,0.0,0.0,94.0,41347.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986705.0,0.0,74158.0,0.0,42.0,68.0,0.0,10.0,0.0,88.0,1.0,0.0,0.0,2.0,0.0,0.0,8974.0,0.0,0.0,31.0,0.0,4.0,1.0,1.0,34.0,10068.0,0.0,0.0,337.0,3.0,0.0,3.0,6.0,21328.0,0.0,0.0,29.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,5.0,0.0,55.0,0.0,87.0,13404.0,0.0,0.0,0.0,6.0,58.0,311685.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,39.0,0.0,203.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,23.0,0.0,6416574.0,0.0,0.0,1.0,1
SRR27176133,11.0,0.0,38766.0,6.0,0.0,974.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28219.0,1.0,5295435.0,0.0,0.0,137356.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,105905.0,0.0,0.0,0.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3526598.0,0.0,35277.0,0.0,27.0,133.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,7.0,1.0,0.0,45066.0,0.0,0.0,40.0,0.0,3.0,1.0,0.0,225.0,4900.0,0.0,0.0,1361.0,0.0,0.0,39.0,130.0,91579.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,69.0,0.0,3.0,0.0,23.0,0.0,263.0,723.0,0.0,0.0,0.0,16.0,20.0,183891.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,219.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,53.0,0.0,1356.0,0.0,0.0,0.0,1
SRR27176134,4.0,0.0,2638.0,0.0,0.0,14206.0,0.0,6.0,83.0,0.0,0.0,0.0,0.0,0.0,2181.0,0.0,8109850.0,0.0,0.0,310659.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,309199.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864026.0,0.0,48237.0,0.0,27.0,30.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,65297.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,39.0,10209.0,0.0,0.0,8456.0,17.0,0.0,54.0,37.0,7181.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32607.0,0.0,1.0,0.0,685.0,0.0,295.0,518.0,0.0,0.0,0.0,12.0,5.0,119349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,12.0,0.0,0.0,0.0,5.0,319.0,0.0,71.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,17.0,0.0,36823.0,0.0,0.0,0.0,1
SRR27176135,2.0,0.0,76061.0,0.0,0.0,1169.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,357601.0,0.0,4362817.0,0.0,0.0,113386.0,0.0,0.0,3.0,0.0,0.0,0.0,39.0,416829.0,0.0,2.0,0.0,16.0,7.0,6.0,6.0,0.0,0.0,0.0,4.0,0.0,2237962.0,0.0,83905.0,0.0,35.0,225.0,2.0,0.0,2.0,47.0,1.0,0.0,0.0,28.0,7.0,0.0,67902.0,0.0,0.0,65.0,0.0,9.0,0.0,3.0,167.0,19744.0,0.0,0.0,3253.0,2.0,1.0,218.0,10.0,115086.0,0.0,0.0,36.0,0.0,3.0,2.0,0.0,0.0,0.0,26.0,0.0,42162.0,0.0,6.0,4.0,1017.0,0.0,286.0,252218.0,0.0,2391.0,0.0,52.0,17.0,273506.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,23.0,0.0,0.0,31.0,54.0,0.0,15546.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,55.0,0.0,21901.0,0.0,0.0,0.0,1
SRR27176136,0.0,0.0,8683.0,0.0,0.0,119.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1067.0,0.0,11333554.0,0.0,0.0,393055.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40794.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874525.0,0.0,2968.0,0.0,6.0,167.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,49241.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,22.0,95625.0,0.0,0.0,211.0,1.0,0.0,50.0,35.0,354.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8467.0,0.0,0.0,0.0,78.0,8.0,30.0,1477.0,0.0,10.0,0.0,31.0,10.0,4255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,18.0,0.0,1.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1
SRR27176137,0.0,1.0,61076.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5553.0,0.0,10004123.0,0.0,0.0,20101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81278.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1064345.0,0.0,12662.0,0.0,13.0,17.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,9.0,0.0,60726.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,102.0,14732.0,0.0,1.0,1489.0,0.0,0.0,24.0,37.0,19171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1521.0,0.0,0.0,0.0,123.0,0.0,61.0,742.0,0.0,0.0,0.0,10.0,1.0,99720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,81.0,0.0,0.0,0.0,7.0,3.0,0.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,9586.0,0.0,0.0,0.0,1
SRR27176138,2.0,0.0,46226.0,49.0,0.0,1186.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,5277.0,0.0,9929510.0,0.0,0.0,18095.0,233.0,0.0,2.0,0.0,0.0,0.0,0.0,248418.0,0.0,0.0,1.0,75.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,3765779.0,0.0,7798.0,0.0,11.0,685.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,23019.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,20.0,3759.0,0.0,0.0,7784.0,0.0,0.0,28.0,11.0,488621.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,231.0,0.0,1.0,0.0,14.0,0.0,159.0,18232.0,0.0,670.0,0.0,28.0,8.0,297720.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,22.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,0.0,831.0,0.0,0.0,3.0,1
SRR27176139,0.0,0.0,778.0,5.0,0.0,283.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3965.0,0.0,10925293.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198083.0,0.0,0.0,0.0,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176978.0,0.0,18296.0,0.0,11.0,19.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,1.0,0.0,0.0,53148.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3712.0,8434.0,0.0,0.0,1793.0,0.0,0.0,15.0,4.0,18178.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,87331.0,0.0,0.0,0.0,77.0,0.0,350.0,650.0,0.0,0.0,0.0,0.0,3.0,50310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,173.0,0.0,4443.0,0.0,0.0,0.0,1
SRR27176140,0.0,0.0,409778.0,0.0,0.0,1304.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2192.0,0.0,9104195.0,0.0,0.0,7480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46769.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2744909.0,0.0,37373.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18767.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,36660.0,0.0,0.0,411.0,1.0,0.0,19.0,4.0,2619.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,690.0,0.0,0.0,1.0,2.0,6.0,77666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,17.0,0.0,36.0,0.0,0.0,0.0,1
SRR27176142,0.0,0.0,170942.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21359.0,0.0,12403645.0,0.0,0.0,28132.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,187112.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3397093.0,0.0,228130.0,0.0,7.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25533.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,11332.0,0.0,0.0,2759.0,0.0,0.0,61.0,7.0,25632.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,158.0,0.0,1204.0,5606.0,0.0,9.0,0.0,3.0,5.0,116329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,119.0,0.0,16952.0,0.0,0.0,0.0,1
SRR27176144,2.0,0.0,48018.0,0.0,0.0,3879.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,7341.0,0.0,5773936.0,1.0,0.0,353478.0,1428.0,1.0,14.0,0.0,0.0,0.0,15.0,294444.0,0.0,0.0,0.0,33.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2600275.0,0.0,57957.0,0.0,114.0,318.0,1.0,8.0,0.0,102.0,0.0,0.0,0.0,6.0,0.0,0.0,95.0,0.0,1.0,30.0,0.0,5.0,0.0,0.0,80.0,5679.0,0.0,0.0,10129.0,28.0,2.0,586.0,13.0,4288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,748.0,0.0,0.0,3.0,845.0,0.0,1709.0,34299.0,1.0,0.0,0.0,37.0,18.0,48860.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,39.0,11.0,0.0,0.0,227.0,106.0,0.0,57.0,3.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,35.0,101.0,0.0,111.0,0.0,0.0,0.0,1
SRR27176145,6.0,0.0,56423.0,0.0,0.0,1588.0,0.0,22.0,41.0,0.0,0.0,0.0,0.0,0.0,50186.0,0.0,8416563.0,0.0,0.0,66695.0,0.0,0.0,4.0,0.0,0.0,0.0,51.0,509921.0,0.0,0.0,0.0,193.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,3285573.0,0.0,53434.0,0.0,209.0,101.0,1.0,7.0,0.0,60.0,0.0,0.0,0.0,7.0,0.0,0.0,88858.0,0.0,4.0,85.0,0.0,2.0,0.0,1.0,509.0,118430.0,0.0,0.0,8666.0,75.0,2.0,303.0,358.0,5299.0,0.0,7.0,0.0,0.0,9.0,1.0,0.0,2.0,0.0,10.0,0.0,110120.0,0.0,1.0,4.0,32.0,0.0,195.0,61164.0,0.0,3735.0,0.0,810.0,37.0,269232.0,1.0,0.0,1.0,0.0,0.0,0.0,542.0,1.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,264.0,0.0,0.0,75.0,24.0,168.0,0.0,132.0,0.0,1.0,1.0,2488.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,371.0,0.0,287.0,0.0,0.0,0.0,1
