acc,Acholeplasmataceae,Acidaminococcaceae,Acidobacteriaceae,Actinomycetaceae,Aerococcaceae,Alicyclobacillaceae,Anaplasmataceae,Aspergillaceae,Atopobiaceae,Bacillaceae,Bacteroidaceae,Bifidobacteriaceae,Blattabacteriaceae,Burkholderiaceae,Campylobacteraceae,Candidatus Midichloriaceae,Carnobacteriaceae,Chromobacteriaceae,Clostridiaceae,Clostridiales Family XII. Incertae Sedis,Clostridiales Family XIII. Incertae Sedis,Coriobacteriaceae,Corynebacteriaceae,Cyclobacteriaceae,Dehalococcoidaceae,Desulfovibrionaceae,Desulfurellaceae,Eggerthellaceae,Elusimicrobiaceae,Enterobacteriaceae,Enterococcaceae,Erwiniaceae,Erysipelotrichaceae,Eubacteriaceae,Francisellaceae,Fusobacteriaceae,Hyphomonadaceae,Lachnospiraceae,Lactobacillaceae,Leptotrichiaceae,Leuconostocaceae,Listeriaceae,Methanobacteriaceae,Methylobacteriaceae,Microbacteriaceae,Micrococcaceae,Moraxellaceae,Mycoplasmataceae,Nautiliaceae,Pasteurellaceae,Peptoniphilaceae,Peptostreptococcaceae,Porphyromonadaceae,Prevotellaceae,Propionibacteriaceae,Pseudomonadaceae,Rhizobiaceae,Rhodocyclaceae,Rickettsiaceae,Rosaceae,Selenomonadaceae,Spirochaetaceae,Spiroplasmataceae,Sporomusaceae,Staphylococcaceae,Streptococcaceae,Synergistaceae,Syntrophomonadaceae,Thermaceae,Veillonellaceae,class
SRR5796795,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,183.0,116.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,4.0,10.0,6.0,104.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,13.0,1.0,0.0,2.0,17.0,1
SRR5796796,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,154.0,0.0,0.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,111.0,33.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,10.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,1
SRR5796797,4.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,1598.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,22.0,0.0,0.0,0.0,8.0,0.0,0.0,114.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,5.0,0.0,3.0,1200.0,0.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,24.0,20.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,5.0,0.0,0.0,2.0,1
SRR5796798,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,117.0,1.0,19.0,0.0,0.0,7.0,0.0,75.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,605.0,115.0,0.0,4.0,0.0,352.0,0.0,0.0,3.0,2.0,11.0,0.0,3.0,19.0,52.0,82.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,16.0,2.0,0.0,0.0,0.0,1
SRR5796799,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,169.0,0.0,1.0,4.0,0.0,0.0,0.0,70.0,0.0,0.0,7.0,3.0,0.0,1.0,7.0,0.0,73.0,0.0,0.0,2.0,0.0,12.0,2.0,0.0,9.0,0.0,261.0,157.0,6.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,5.0,29.0,117.0,57.0,873.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,1.0,2.0,0.0,17.0,6.0,0.0,0.0,9.0,1
SRR5796800,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,164.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,20.0,231.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,1
SRR5796801,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,7.0,1.0,231.0,114.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0,2.0,7.0,0.0,0.0,29.0,11.0,32.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,91.0,1
SRR5796802,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,6.0,5.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,1
SRR5796803,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,37.0,0.0,0.0,70.0,0.0,0.0,3.0,0.0,0.0,0.0,75.0,1.0,31.0,16.0,4.0,0.0,0.0,2.0,0.0,56.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,4.0,0.0,147.0,183.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,7.0,39.0,8.0,563.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,17.0,2.0,0.0,0.0,18.0,1
SRR5796804,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,128.0,1.0,0.0,5.0,3.0,8.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,2.0,1
SRR5796805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,15.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,3.0,1
SRR5796806,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,26.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,2.0,0.0,2.0,128.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,15.0,4.0,28.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1
SRR5796807,2.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,1.0,6.0,309.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,4.0,1
SRR5796808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,4.0,102.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,7.0,172.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,1
SRR5796809,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,183.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,16.0,0.0,318.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,11.0,6.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,1.0,1
SRR5796810,5.0,0.0,0.0,54.0,7.0,0.0,1.0,0.0,64.0,2.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,10.0,0.0,194.0,3.0,0.0,3.0,0.0,87.0,152.0,10.0,24.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,0.0,1.0,19.0,22.0,16.0,154.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,1.0,9.0,1
SRR5796811,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,454.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,0.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,97.0,2.0,0.0,0.0,13.0,6.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,1
SRR5796812,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,1.0,5.0,0.0,382.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,1.0,1
SRR5796813,4.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,66.0,0.0,40.0,6.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,36.0,2.0,0.0,3.0,0.0,4.0,22.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,17.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,20.0,5.0,0.0,0.0,0.0,1
SRR5796814,3.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,55.0,0.0,0.0,1186.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,253.0,9.0,25.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,2.0,26.0,14.0,29.0,107.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,11.0,1
SRR5796815,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,62.0,0.0,0.0,0.0,1.0,55.0,1.0,0.0,4.0,1.0,2.0,27.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,1109.0,36.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,196.0,0.0,0.0,9.0,1
SRR5796816,21.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,45.0,8.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,8.0,48.0,4.0,0.0,0.0,0.0,6.0,9.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,174.0,4.0,0.0,2.0,16.0,20.0,18.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,20.0,0.0,0.0,0.0,1
SRR5796817,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,55.0,0.0,160.0,0.0,0.0,0.0,0.0,3.0,0.0,872.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,278.0,0.0,0.0,10.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,449.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,21.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2.0,0.0,0.0,52.0,1
