acc,Actinomycetales,Bacillales,Bacteroidales,Burkholderiales,Campylobacterales,Candidatus Gastranaerophilales,Caulobacterales,Chitinophagales,Clostridiales,Coriobacteriales,Corynebacteriales,Cytophagales,Desulfobacterales,Desulfuromonadales,Eggerthellales,Enterobacterales,Erysipelotrichales,Flavobacteriales,Fusobacteriales,Holosporales,Ignavibacteriales,Lactobacillales,Magnetococcales,Methanobacteriales,Micrococcales,Myxococcales,Nautiliales,Neisseriales,Nitrospirales,Nostocales,Propionibacteriales,Pseudomonadales,Rhizobiales,Rhodobacterales,Rhodospirillales,Sphingomonadales,Spirochaetales,Synergistales,Thiotrichales,Veillonellales,Vibrionales,Xanthomonadales,class
SRR11807245,14.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,135447.0,53.0,0.0,0.0,0.0,0.0,156.0,18435.0,273.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807246,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,45235.0,0.0,0.0,0.0,0.0,0.0,80.0,5366.0,648.0,0.0,54.0,0.0,0.0,1038.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807247,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,59111.0,0.0,0.0,3.0,0.0,0.0,158.0,0.0,159.0,0.0,0.0,0.0,0.0,1896.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807248,20.0,29.0,893.0,0.0,0.0,0.0,0.0,0.0,14566.0,0.0,0.0,0.0,0.0,0.0,356.0,319.0,432.0,0.0,0.0,0.0,0.0,461.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807249,0.0,197.0,4485.0,0.0,0.0,0.0,0.0,0.0,6465.0,33.0,0.0,0.0,0.0,0.0,12.0,20381.0,127.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807250,0.0,310.0,543.0,0.0,0.0,0.0,0.0,0.0,2208.0,3.0,0.0,0.0,0.0,0.0,1.0,1205.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807251,30.0,22.0,60.0,0.0,0.0,0.0,0.0,0.0,33007.0,271.0,0.0,0.0,0.0,0.0,57.0,0.0,274.0,0.0,0.0,0.0,0.0,1082.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807252,0.0,79.0,236.0,0.0,0.0,0.0,0.0,0.0,35807.0,0.0,0.0,0.0,0.0,0.0,121.0,1452.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807253,0.0,68.0,2583.0,0.0,1.0,0.0,0.0,0.0,6393.0,0.0,0.0,0.0,0.0,0.0,10.0,3649.0,16.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915.0,0.0,0.0,1
SRR11807254,0.0,0.0,407.0,0.0,0.0,0.0,0.0,0.0,28647.0,38.0,0.0,0.0,0.0,0.0,228.0,0.0,46.0,0.0,0.0,0.0,0.0,615.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807255,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30317.0,208.0,0.0,0.0,0.0,1.0,28.0,0.0,24.0,0.0,0.0,0.0,0.0,686.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1
SRR11807256,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,41402.0,582.0,0.0,0.0,0.0,0.0,34.0,7602.0,5.0,0.0,2.0,0.0,0.0,328.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
SRR11807257,0.0,2451.0,81.0,0.0,0.0,1.0,0.0,0.0,44595.0,178.0,0.0,0.0,0.0,0.0,18.0,2726.0,0.0,0.0,0.0,0.0,0.0,1697.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807258,4.0,31.0,387.0,0.0,0.0,0.0,0.0,0.0,72325.0,344.0,0.0,0.0,0.0,0.0,1406.0,0.0,1151.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807259,0.0,15.0,1289.0,0.0,0.0,0.0,0.0,0.0,15027.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,1751.0,0.0,0.0,0.0,0.0,860.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807260,7.0,6.0,568.0,0.0,0.0,0.0,0.0,0.0,35361.0,263.0,0.0,0.0,0.0,0.0,472.0,0.0,963.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807261,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,35948.0,889.0,0.0,0.0,0.0,0.0,1849.0,29832.0,744.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,1
SRR11807262,28.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,34490.0,47.0,0.0,0.0,0.0,0.0,102.0,709.0,261.0,0.0,0.0,0.0,0.0,4176.0,0.0,14.0,80.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807263,53.0,149.0,30.0,0.0,0.0,0.0,0.0,0.0,34084.0,82.0,0.0,0.0,0.0,0.0,76.0,0.0,865.0,0.0,0.0,0.0,0.0,1520.0,0.0,357.0,124.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807264,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28020.0,105.0,0.0,0.0,0.0,0.0,177.0,566.0,952.0,0.0,0.0,0.0,0.0,13289.0,0.0,545.0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1
SRR11807265,0.0,24.0,229.0,0.0,0.0,0.0,0.0,0.0,64736.0,237.0,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807266,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,58741.0,172.0,0.0,0.0,0.0,0.0,119.0,0.0,13.0,0.0,0.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807267,0.0,7.0,52.0,0.0,0.0,0.0,0.0,2.0,36661.0,394.0,0.0,0.0,0.0,0.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807268,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22266.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807269,4.0,56.0,667.0,0.0,0.0,0.0,0.0,0.0,3256.0,0.0,0.0,0.0,0.0,0.0,1.0,2267.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807270,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,28233.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807271,0.0,44.0,36.0,0.0,0.0,0.0,0.0,0.0,39657.0,192.0,0.0,0.0,0.0,0.0,471.0,2357.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807272,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,58893.0,39.0,0.0,0.0,0.0,0.0,312.0,2174.0,4.0,2.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32210.0,1093.0,0.0,3.0,0.0,0.0,446.0,0.0,13.0,0.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807274,0.0,81.0,159.0,0.0,0.0,0.0,0.0,0.0,111005.0,0.0,0.0,0.0,0.0,1.0,2339.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807275,0.0,74.0,71.0,0.0,0.0,0.0,0.0,0.0,116719.0,45.0,0.0,0.0,0.0,0.0,2976.0,5212.0,4.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807276,0.0,19.0,160.0,0.0,0.0,0.0,0.0,0.0,94201.0,32.0,0.0,3.0,0.0,0.0,3570.0,0.0,3.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807277,30.0,341.0,6.0,0.0,0.0,0.0,0.0,0.0,25234.0,56.0,0.0,0.0,0.0,0.0,74.0,3328.0,2449.0,0.0,5.0,0.0,0.0,1487.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807278,0.0,63.0,54.0,0.0,0.0,0.0,0.0,0.0,59390.0,60.0,0.0,0.0,0.0,0.0,184.0,0.0,1125.0,0.0,15.0,0.0,0.0,1856.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807279,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36420.0,41.0,0.0,0.0,0.0,1.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,881.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807280,8.0,1070.0,21.0,0.0,0.0,0.0,0.0,0.0,44778.0,37.0,0.0,0.0,0.0,0.0,51.0,2396.0,1163.0,0.0,32.0,0.0,0.0,1854.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807281,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,44977.0,0.0,0.0,0.0,0.0,0.0,397.0,3777.0,1924.0,0.0,0.0,0.0,0.0,841.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39255.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,1153.0,0.0,8.0,0.0,0.0,428.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807283,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,57616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807284,0.0,398.0,2256.0,0.0,0.0,0.0,0.0,0.0,48686.0,12.0,0.0,0.0,0.0,0.0,133.0,22773.0,228.0,0.0,0.0,0.0,0.0,745.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807285,0.0,26.0,2302.0,0.0,0.0,0.0,0.0,0.0,17466.0,36.0,0.0,0.0,0.0,0.0,92.0,0.0,47.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807286,0.0,0.0,2862.0,0.0,0.0,0.0,0.0,0.0,37922.0,46.0,0.0,0.0,0.0,0.0,120.0,0.0,280.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807287,0.0,23.0,367.0,0.0,0.0,0.0,0.0,0.0,25666.0,177.0,0.0,3.0,0.0,0.0,114.0,0.0,80.0,0.0,54.0,0.0,0.0,1115.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807288,136.0,32.0,119.0,0.0,0.0,0.0,0.0,0.0,22875.0,1086.0,0.0,1.0,0.0,0.0,231.0,615.0,185.0,0.0,0.0,0.0,0.0,1132.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0,0.0,1
SRR11807289,77.0,185.0,8.0,0.0,0.0,0.0,0.0,0.0,26899.0,241.0,0.0,0.0,0.0,0.0,131.0,0.0,445.0,0.0,2.0,0.0,0.0,1744.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807290,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,36916.0,32.0,0.0,0.0,0.0,0.0,499.0,0.0,39.0,0.0,0.0,0.0,0.0,549.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807291,67.0,47.0,88.0,0.0,0.0,0.0,0.0,1.0,38432.0,44.0,3.0,0.0,0.0,0.0,621.0,1112.0,204.0,0.0,0.0,0.0,0.0,4111.0,1.0,305.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807292,56.0,242.0,144.0,0.0,0.0,0.0,0.0,0.0,53411.0,118.0,0.0,3.0,0.0,0.0,1009.0,0.0,694.0,0.0,0.0,0.0,0.0,1446.0,1.0,187.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,1
SRR11807293,0.0,51.0,84.0,0.0,0.0,0.0,0.0,0.0,24212.0,97.0,0.0,0.0,0.0,0.0,202.0,0.0,134.0,0.0,0.0,0.0,0.0,698.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807294,0.0,35.0,22.0,0.0,0.0,0.0,0.0,0.0,18202.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3252.0,0.0,0.0,1
SRR11807295,0.0,19.0,245.0,0.0,2.0,0.0,0.0,0.0,23978.0,79.0,0.0,0.0,0.0,0.0,38.0,41885.0,76.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737.0,0.0,0.0,1
SRR11807296,0.0,56.0,172.0,0.0,0.0,0.0,0.0,0.0,16915.0,0.0,0.0,1.0,0.0,0.0,33.0,1278.0,1103.0,0.0,0.0,0.0,0.0,1114.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807297,0.0,12.0,53.0,0.0,0.0,0.0,0.0,0.0,33878.0,10.0,0.0,0.0,0.0,0.0,639.0,0.0,118.0,0.0,0.0,0.0,0.0,618.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,0.0,1.0,1
SRR11807298,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,22391.0,58.0,0.0,0.0,0.0,0.0,176.0,343.0,12.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807299,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,18780.0,106.0,0.0,0.0,0.0,0.0,654.0,94769.0,87.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807300,0.0,0.0,407.0,0.0,0.0,0.0,0.0,3.0,47220.0,122.0,0.0,3.0,0.0,0.0,147.0,0.0,2.0,0.0,1.0,0.0,0.0,166.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807301,0.0,28.0,201.0,0.0,0.0,0.0,0.0,0.0,5394.0,0.0,0.0,0.0,0.0,0.0,652.0,0.0,158.0,0.0,0.0,0.0,0.0,1772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
SRR11807302,0.0,19.0,445.0,0.0,0.0,0.0,0.0,0.0,33503.0,104.0,0.0,0.0,0.0,0.0,680.0,11550.0,9.0,0.0,0.0,0.0,0.0,669.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807303,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24285.0,0.0,0.0,0.0,0.0,0.0,694.0,0.0,14.0,0.0,0.0,0.0,0.0,11960.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807304,0.0,21.0,353.0,0.0,0.0,0.0,0.0,0.0,67845.0,33.0,0.0,0.0,0.0,0.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,377.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807305,0.0,0.0,2908.0,58.0,0.0,0.0,0.0,0.0,42266.0,285.0,0.0,0.0,2.0,0.0,880.0,0.0,315.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
SRR11807306,0.0,25.0,2121.0,0.0,0.0,0.0,0.0,0.0,26025.0,182.0,0.0,0.0,0.0,0.0,1730.0,0.0,472.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807307,3.0,32.0,248.0,0.0,0.0,0.0,0.0,0.0,39012.0,29.0,0.0,0.0,0.0,0.0,2552.0,0.0,75.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807309,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143425.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,838.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807310,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,26809.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0,2322.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807311,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,16153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.0,0.0,0.0,0.0,0.0,675.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6806.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,517.0,0.0,0.0,0.0,0.0,662.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9847.0,1104.0,0.0,0.0,0.0,0.0,644.0,0.0,1154.0,0.0,0.0,0.0,0.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807314,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,18394.0,23.0,0.0,0.0,0.0,0.0,444.0,0.0,49.0,0.0,0.0,0.0,0.0,581.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807315,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,13023.0,5029.0,0.0,0.0,0.0,0.0,764.0,0.0,2665.0,0.0,0.0,0.0,0.0,430.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807316,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,37359.0,21.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807317,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,45549.0,54.0,0.0,0.0,0.0,0.0,403.0,0.0,1.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807318,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,28423.0,72.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807319,58.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,25280.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,170.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21428.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,157.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
