acc,Actinomycetales,Bacillales,Bacteroidales,Burkholderiales,Campylobacterales,Candidatus Gastranaerophilales,Caulobacterales,Chitinophagales,Clostridiales,Coriobacteriales,Corynebacteriales,Cytophagales,Desulfobacterales,Desulfuromonadales,Eggerthellales,Enterobacterales,Erysipelotrichales,Flavobacteriales,Fusobacteriales,Holosporales,Ignavibacteriales,Lactobacillales,Magnetococcales,Methanobacteriales,Micrococcales,Myxococcales,Nautiliales,Neisseriales,Nitrospirales,Nostocales,Propionibacteriales,Pseudomonadales,Rhizobiales,Rhodobacterales,Rhodospirillales,Sphingomonadales,Spirochaetales,Synergistales,Thiotrichales,Veillonellales,Vibrionales,Xanthomonadales,class
SRR11807169,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,14236.0,570.0,0.0,0.0,0.0,0.0,2.0,0.0,1172.0,0.0,779.0,0.0,0.0,470.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,459.0,0.0,0.0,1
SRR11807170,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,40342.0,4595.0,0.0,0.0,0.0,0.0,0.0,0.0,2948.0,0.0,12.0,0.0,0.0,488.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807171,0.0,114.0,80.0,0.0,0.0,0.0,0.0,0.0,26142.0,1292.0,0.0,0.0,0.0,0.0,0.0,3291.0,1187.0,0.0,2782.0,0.0,0.0,1052.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1
SRR11807172,38.0,25.0,45.0,0.0,0.0,0.0,0.0,0.0,56561.0,119.0,0.0,0.0,0.0,0.0,602.0,0.0,2630.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807173,0.0,49.0,9.0,0.0,0.0,0.0,0.0,0.0,22410.0,119.0,0.0,0.0,0.0,0.0,789.0,0.0,5205.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807174,0.0,18.0,784.0,0.0,0.0,0.0,0.0,0.0,5754.0,0.0,0.0,0.0,0.0,0.0,726.0,0.0,103.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807175,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,55652.0,27.0,0.0,0.0,0.0,0.0,39.0,7520.0,1629.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1
SRR11807176,51.0,27.0,0.0,0.0,2.0,0.0,0.0,0.0,27589.0,132.0,5.0,0.0,0.0,0.0,723.0,0.0,12.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807177,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101387.0,58.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,21.0,0.0,0.0,3940.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807178,174.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,6812.0,0.0,0.0,0.0,0.0,0.0,4.0,1428.0,8218.0,0.0,2.0,0.0,0.0,4717.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807179,244.0,559.0,61.0,0.0,0.0,0.0,0.0,0.0,6560.0,0.0,0.0,0.0,0.0,0.0,1.0,600.0,0.0,0.0,1.0,0.0,0.0,1957.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807180,41.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,18801.0,56.0,0.0,0.0,0.0,0.0,2.0,15903.0,168.0,0.0,0.0,0.0,0.0,539.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807181,0.0,83.0,24.0,0.0,0.0,0.0,0.0,0.0,49737.0,39.0,0.0,0.0,1.0,0.0,649.0,0.0,113.0,0.0,0.0,0.0,0.0,592.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807182,0.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0,87220.0,324.0,0.0,0.0,0.0,0.0,1056.0,0.0,127.0,0.0,0.0,0.0,0.0,429.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807183,36.0,165.0,264.0,0.0,0.0,0.0,0.0,0.0,50910.0,186.0,0.0,0.0,0.0,0.0,1059.0,0.0,7.0,0.0,0.0,0.0,0.0,987.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807184,0.0,80.0,186.0,0.0,0.0,0.0,0.0,0.0,36595.0,107.0,0.0,0.0,0.0,0.0,171.0,14721.0,1652.0,0.0,0.0,0.0,0.0,536.0,0.0,61.0,74.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807185,0.0,36.0,120.0,0.0,0.0,0.0,0.0,9.0,58272.0,92.0,0.0,2.0,0.0,0.0,121.0,0.0,3069.0,0.0,0.0,0.0,0.0,466.0,1.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807186,26.0,176.0,42.0,0.0,0.0,0.0,0.0,0.0,28926.0,354.0,0.0,0.0,0.0,0.0,142.0,4894.0,2049.0,1.0,0.0,0.0,0.0,1660.0,0.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807187,0.0,11.0,15276.0,0.0,0.0,0.0,0.0,0.0,716.0,0.0,0.0,0.0,0.0,0.0,31.0,1815.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1
SRR11807188,29.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,15423.0,22.0,0.0,0.0,0.0,0.0,45.0,3569.0,15.0,0.0,5.0,0.0,0.0,28017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807189,42.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10099.0,49.0,0.0,2.0,0.0,0.0,74.0,774.0,0.0,0.0,20.0,0.0,0.0,630.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807190,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,22738.0,0.0,0.0,0.0,0.0,0.0,59.0,10163.0,675.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807191,59.0,82.0,308.0,0.0,0.0,0.0,0.0,0.0,24417.0,20.0,0.0,0.0,0.0,0.0,4.0,1129.0,306.0,0.0,5.0,0.0,0.0,2035.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807192,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,47150.0,216.0,0.0,0.0,0.0,0.0,16.0,0.0,352.0,0.0,0.0,0.0,0.0,598.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807193,0.0,17.0,158184.0,0.0,0.0,0.0,0.0,0.0,90524.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807194,0.0,11.0,114.0,0.0,0.0,0.0,0.0,0.0,9869.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,157.0,0.0,0.0,0.0,0.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807195,29.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,27149.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807196,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,27465.0,27.0,0.0,0.0,0.0,2.0,2.0,0.0,76.0,0.0,0.0,0.0,0.0,268.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807197,0.0,41.0,372.0,0.0,0.0,0.0,0.0,0.0,52117.0,63.0,0.0,2.0,0.0,0.0,913.0,7525.0,52.0,0.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1
SRR11807198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19326.0,48.0,0.0,0.0,0.0,0.0,731.0,0.0,557.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807199,0.0,111.0,194.0,0.0,0.0,0.0,0.0,0.0,76058.0,20.0,0.0,0.0,0.0,0.0,751.0,11782.0,14.0,0.0,0.0,0.0,0.0,1087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807200,0.0,37.0,218.0,0.0,0.0,0.0,0.0,0.0,79319.0,24.0,0.0,0.0,0.0,0.0,824.0,0.0,23.0,0.0,0.0,0.0,0.0,971.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807201,14.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,24192.0,579.0,0.0,3.0,0.0,0.0,578.0,0.0,1744.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807202,0.0,27.0,342.0,0.0,0.0,0.0,0.0,0.0,33429.0,0.0,0.0,0.0,0.0,0.0,102.0,8576.0,1191.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807203,18.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,33963.0,462.0,0.0,3.0,0.0,0.0,216.0,5183.0,588.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807204,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,22907.0,6210.0,0.0,1.0,0.0,0.0,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807205,0.0,183.0,444.0,0.0,0.0,0.0,0.0,0.0,854.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,30.0,0.0,2565.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
SRR11807206,0.0,0.0,388.0,31.0,0.0,0.0,0.0,0.0,11481.0,0.0,0.0,0.0,0.0,0.0,2.0,3610.0,1008.0,0.0,1338.0,0.0,0.0,450.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,0.0,0.0,1
SRR11807207,37.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,156338.0,0.0,0.0,1.0,0.0,0.0,9939.0,0.0,2277.0,0.0,0.0,0.0,0.0,263.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807208,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,94338.0,0.0,0.0,0.0,0.0,0.0,5763.0,0.0,2837.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807209,0.0,17.0,31.0,0.0,0.0,0.0,0.0,0.0,53931.0,0.0,3.0,0.0,0.0,0.0,7039.0,4792.0,2043.0,0.0,0.0,0.0,0.0,504.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,76373.0,33.0,0.0,0.0,0.0,0.0,366.0,29454.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807211,0.0,18.0,4560.0,0.0,0.0,0.0,0.0,0.0,34465.0,122.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50304.0,267.0,0.0,0.0,0.0,0.0,632.0,0.0,103.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807213,13.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,23480.0,75.0,0.0,0.0,0.0,0.0,565.0,0.0,310.0,0.0,0.0,0.0,0.0,572.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
SRR11807214,36.0,9.0,146.0,0.0,0.0,0.0,0.0,0.0,31481.0,50.0,0.0,0.0,0.0,0.0,892.0,0.0,824.0,0.0,3.0,0.0,0.0,3092.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807215,53.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,24808.0,108.0,0.0,0.0,0.0,0.0,258.0,0.0,1316.0,0.0,0.0,0.0,0.0,737.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807216,0.0,0.0,364.0,0.0,0.0,0.0,0.0,7.0,17924.0,213.0,0.0,0.0,0.0,0.0,311.0,4411.0,11.0,0.0,0.0,0.0,0.0,164.0,0.0,751.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807217,0.0,43.0,173.0,0.0,0.0,0.0,0.0,0.0,15201.0,29.0,0.0,0.0,0.0,0.0,417.0,0.0,620.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807218,4.0,14.0,783.0,0.0,0.0,0.0,0.0,0.0,9954.0,101.0,0.0,14.0,0.0,0.0,383.0,15255.0,19.0,0.0,0.0,0.0,0.0,104.0,0.0,415.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807219,13.0,0.0,512.0,211.0,0.0,0.0,0.0,0.0,17168.0,332.0,0.0,490.0,0.0,0.0,429.0,0.0,4.0,0.0,0.0,0.0,0.0,226.0,0.0,2904.0,40.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807220,0.0,3.0,57.0,0.0,0.0,0.0,0.0,0.0,17891.0,85.0,0.0,0.0,0.0,0.0,1329.0,18838.0,28.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807221,0.0,8.0,94.0,0.0,0.0,0.0,0.0,1.0,19386.0,103.0,0.0,0.0,0.0,0.0,1041.0,0.0,32.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807223,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,31274.0,186.0,0.0,5.0,0.0,0.0,504.0,0.0,86.0,0.0,0.0,0.0,0.0,172.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807224,0.0,0.0,29113.0,0.0,0.0,0.0,0.0,0.0,5570.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807225,0.0,0.0,3995.0,0.0,0.0,0.0,0.0,0.0,26604.0,36.0,0.0,3.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807226,0.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,28294.0,49.0,0.0,0.0,0.0,0.0,556.0,0.0,45.0,0.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807227,0.0,70.0,325.0,0.0,0.0,0.0,0.0,0.0,39555.0,0.0,0.0,0.0,0.0,1.0,1311.0,0.0,5.0,0.0,0.0,0.0,0.0,349.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807228,0.0,14.0,0.0,87.0,0.0,0.0,0.0,0.0,36135.0,346.0,0.0,0.0,0.0,0.0,893.0,0.0,197.0,0.0,0.0,1.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807229,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,28966.0,38.0,0.0,0.0,0.0,0.0,705.0,0.0,9.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807230,13.0,32.0,246.0,0.0,0.0,0.0,0.0,0.0,38628.0,28.0,0.0,0.0,0.0,1.0,700.0,0.0,3.0,0.0,0.0,0.0,0.0,754.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94735.0,100.0,0.0,0.0,0.0,0.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807232,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125824.0,68.0,0.0,0.0,0.0,0.0,996.0,5893.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807233,32.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,72106.0,73.0,0.0,1.0,0.0,0.0,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807234,47.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,18714.0,40.0,0.0,0.0,0.0,0.0,1.0,143.0,16.0,0.0,0.0,0.0,0.0,5497.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807235,72.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7154.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1737.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807236,77.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,19181.0,37.0,0.0,0.0,0.0,0.0,1.0,303.0,18.0,0.0,1.0,0.0,0.0,2601.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807237,0.0,37.0,619.0,0.0,0.0,0.0,0.0,0.0,42957.0,132.0,0.0,0.0,0.0,0.0,680.0,0.0,4.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35024.0,28.0,0.0,3.0,0.0,0.0,799.0,0.0,3505.0,0.0,0.0,0.0,0.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807239,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,16236.0,18.0,0.0,0.0,0.0,0.0,332.0,0.0,55.0,0.0,0.0,0.0,0.0,365.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,0.0,0.0,1
SRR11807240,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,15974.0,0.0,0.0,0.0,0.0,0.0,321.0,601.0,0.0,0.0,0.0,0.0,0.0,735.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,0.0,0.0,1
SRR11807241,60.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,21459.0,42.0,0.0,0.0,0.0,0.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807242,0.0,0.0,919.0,0.0,0.0,1.0,0.0,0.0,39138.0,0.0,0.0,0.0,0.0,1.0,98.0,3333.0,162.0,0.0,1.0,0.0,0.0,628.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807243,0.0,127.0,19.0,0.0,0.0,0.0,0.0,0.0,38814.0,0.0,0.0,0.0,0.0,0.0,260.0,4146.0,129.0,0.0,1.0,0.0,0.0,1013.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807244,3.0,232.0,132.0,0.0,0.0,0.0,0.0,0.0,29459.0,2.0,0.0,0.0,0.0,0.0,278.0,9481.0,221.0,0.0,0.0,0.0,0.0,1070.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
