acc,Acanthopleuribacterales,Accipitriformes,Acholeplasmatales,Acidaminococcales,Acidiferrobacterales,Acidimicrobiales,Acidithiobacillales,Actinomycetales,Actinopolysporales,Aeromonadales,Algavirales,Alteromonadales,Anaerolineales,Anaeroplasmatales,Anaerosomatales,Anthoathecata,Anura,Apiales,Aplysiida,Apodiformes,Aquificales,Archaeoglobales,Ardenticatenales,Armatimonadales,Artiodactyla,Asterales,Atheriniformes,Bacillales,Bacteriovoracales,Bacteroidales,Balneolales,Bdellovibrionales,Bifidobacteriales,Blastocatellales,Brachyspirales,Bradymonadales,Brassicales,Brevinematales,Bryobacterales,Burkholderiales,Caldilineales,Calditrichales,Campylobacterales,Candidatus Borkfalkiales,Candidatus Nanogingivales,Candidatus Nanopelagicales,Candidatus Nanoperiomorbales,Candidatus Nanosynbacterales,Candidatus Saccharimonadales,Cardiobacteriales,Carnivora,Caryophyllales,Catenulisporales,Caulobacterales,Cellvibrionales,Ceratodontiformes,Chiroptera,Chitinispirillales,Chitinivibrionales,Chitinophagales,Chitovirales,Chlamydiales,Chlamydomonadales,Chlorobiales,Chloroflexales,Chromatiales,Chroococcales,Chrysiogenales,Chthoniobacterales,Chthonomonadales,Cirlivirales,Clupeiformes,Coleoptera,Coprothermobacterales,Coriobacteriales,Crassvirales,Cremevirales,Crocodylia,Cryptosporangiales,Cucurbitales,Culicoidibacterales,Cytophagales,Dasyuromorphia,Decapoda,Deferribacterales,Deferrisomatales,Dehalococcoidales,Deinococcales,Desulfarculales,Desulfobaccales,Desulfobacterales,Desulfobulbales,Desulfomonilales,Desulfovibrionales,Desulfurellales,Desulfuribacillales,Desulfurobacteriales,Desulfurococcales,Desulfuromonadales,Dictyosteliales,Didelphimorphia,Diptera,Durnavirales,Eggerthellales,Egibacterales,Egicoccales,Elusimicrobiales,Emcibacterales,Endomicrobiales,Enterobacterales,Entomoplasmatales,Ericales,Erysipelotrichales,Eubacteriales,Eulipotyphla,Eurotiales,Euzebyales,Fabales,Fagales,Ferrovales,Fibrobacterales,Fimbriimonadales,Flavobacteriales,Frankiales,Fusobacteriales,Gaiellales,Galliformes,Gemmatales,Gemmatimonadales,Gentianales,Geobacterales,Geodermatophilales,Geplafuvirales,Ghabrivirales,Gloeobacterales,Glycomycetales,Gobiiformes,Halanaerobiales,Haliangiales,Halobacteriales,Haloferacales,Haloplasmatales,Herpesvirales,Holophagales,Holosporales,Hydrogenophilales,Hymenoptera,Hymenostomatida,Hyphomicrobiales,Hyphomonadales,Hypocreales,Ignavibacteriales,Imitervirales,Isosphaerales,Jiangellales,Kalamavirales,Kallotenuales,Kangiellales,Kineosporiales,Kiritimatiellales,Kitasatosporales,Kordiimonadales,Kosmotogales,Ktedonobacterales,Kurtiformes,Lactobacillales,Lamiales,Legionellales,Lentisphaerales,Leptospirales,Limnochordales,Longimicrobiales,Magnetococcales,Malpighiales,Malvales,Maricaulales,Marinilabiliales,Mariprofundales,Methanobacteriales,Methanocellales,Methanomassiliicoccales,Methanomicrobiales,Methanosarcinales,Methylococcales,Micrococcales,Micromonosporales,Micropepsales,Mindivirales,Moorellales,Moraxellales,Motilibacterales,Mycobacteriales,Mycoplasmatales,Mycoplasmoidales,Mycosphaerellales,Myrtales,Myxococcales,Nakamurellales,Nannocystales,Natranaerobiales,Natrialbales,Nautiliales,Neisseriales,Nevskiales,Nidovirales,Nitriliruptorales,Nitrosomonadales,Nitrosopumilales,Nitrospinales,Nitrospirales,Nostocales,Oceanospirillales,Octopoda,Odonata,Oligoflexales,Oligosphaerales,Opalinata,Opitutales,Orbales,Ortervirales,Oscillatoriales,Parachlamydiales,Parvularculales,Passeriformes,Pasteurellales,Pelagibacterales,Pelecaniformes,Perciformes,Petitvirales,Petrotogales,Phycisphaerales,Piccovirales,Piciformes,Picornavirales,Pirellulales,Planctomycetales,Pleosporales,Pleurocapsales,Poales,Polyangiales,Polyporales,Primates,Proboscidea,Propionibacteriales,Proteales,Pseudanabaenales,Pseudomonadales,Pseudonocardiales,Psittaciformes,Pucciniales,Puniceicoccales,Rhodobacterales,Rhodocyclales,Rhodospirillales,Rhodothalassiales,Rhodothermales,Rhynchobdellida,Rickettsiales,Rodentia,Rosales,Rowavirales,Rubrobacterales,Saccharomycetales,Salinisphaerales,Salmoniformes,Sapindales,Saprospirales,Sedimentisphaerales,Selenomonadales,Sneathiellales,Sobelivirales,Solanales,Solirubrobacterales,Sordariales,Sphaerobacterales,Sphingobacteriales,Sphingomonadales,Spirochaetales,Spirulinales,Sporichthyales,Squamata,Stellavirales,Streptosporangiales,Sulfolobales,Synbranchiformes,Synechococcales,Synergistales,Syntrophales,Syntrophobacterales,Syntrophorhabdales,Tepidisphaerales,Terriglobales,Terrimicrobiales,Testudines,Tetraodontiformes,Thermales,Thermoanaerobacterales,Thermoanaerobaculales,Thermococcales,Thermodesulfobacteriales,Thermodesulfovibrionales,Thermofilales,Thermoflexales,Thermogemmatisporales,Thermoleophilales,Thermolithobacterales,Thermoplasmatales,Thermoproteales,Thermosediminibacterales,Thermotogales,Thermotomaculales,Thiotrichales,Tissierellales,Tolivirales,Trichomonadida,Trueperales,Tubulavirales,Vampirovibrionales,Veillonellales,Verrucomicrobiales,Vibrionales,Vicinamibacterales,Victivallales,Vinavirales,Vitales,Xanthomonadales,Zingiberales,Zurhausenvirales,class
SRR27176114,0.0,0.0,1.0,36674.0,0.0,5.0,0.0,626.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,441.0,0.0,5626443.0,0.0,0.0,25116.0,0.0,0.0,0.0,0.0,0.0,0.0,78820.0,0.0,0.0,9.0,1815.0,0.0,0.0,0.0,87.0,11.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47545.0,21256.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,28.0,0.0,0.0,45637.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2252.0,0.0,0.0,0.0,0.0,0.0,2494.0,0.0,0.0,5823.0,1356662.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,31.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,8572.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,96.0,0.0,0.0,0.0,0.0,10.0,236.0,7.0,0.0,0.0,1.0,234.0,0.0,25.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7475.0,0.0,0.0,0.0,441.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,2878.0,0.0,5.0,0.0,0.0,64.0,6.0,0.0,0.0,0.0,40.0,1.0,26.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,92.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,1101.0,0.0,6864.0,80185.0,6.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,1
SRR27176115,0.0,0.0,0.0,68.0,0.0,0.0,2.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,8109238.0,0.0,3.0,1977.0,0.0,0.0,0.0,0.0,0.0,0.0,26477.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18837.0,161.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6849.0,0.0,0.0,0.0,0.0,0.0,2108.0,0.0,1.0,3387.0,778976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,0.0,21802.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR27176116,0.0,0.0,3.0,3953.0,0.0,1.0,0.0,541.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,11048222.0,0.0,0.0,2638.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,9730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84180.0,0.0,0.0,1.0,0.0,0.0,2954.0,0.0,0.0,26064.0,2810874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,1949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1896.0,0.0,9.0,0.0,0.0,34.0,3.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,25.0,0.0,0.0,0.0,63.0,0.0,284.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,1
SRR27176117,0.0,1.0,4.0,111105.0,0.0,1.0,7.0,1051.0,0.0,140.0,0.0,11.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.0,0.0,754783.0,0.0,0.0,16510.0,1.0,0.0,0.0,0.0,0.0,63.0,22613.0,0.0,1.0,37.0,140.0,0.0,0.0,31.0,0.0,115.0,5.0,0.0,0.0,0.0,107.0,6.0,0.0,0.0,3.0,0.0,131.0,0.0,0.0,0.0,2.0,1.0,47.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,27097.0,298.0,0.0,0.0,0.0,0.0,0.0,555.0,0.0,0.0,0.0,17.0,1.0,121.0,0.0,0.0,23.0,0.0,0.0,736.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,8617.0,0.0,0.0,0.0,0.0,6.0,2217.0,23.0,0.0,10495.0,1501599.0,0.0,0.0,18.0,0.0,0.0,0.0,162.0,0.0,222.0,27.0,21.0,0.0,0.0,0.0,17.0,0.0,53.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1054.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,676.0,0.0,0.0,0.0,0.0,1170.0,0.0,1.0,10.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2435.0,0.0,6095.0,2.0,0.0,9.0,805.0,86.0,0.0,0.0,27.0,723.0,0.0,380.0,29.0,9.0,0.0,0.0,142.0,0.0,13.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,30.0,142.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,113.0,1.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,1.0,0.0,4244.0,0.0,112.0,0.0,30.0,548.0,123.0,0.0,0.0,54.0,342.0,22.0,164.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,7.0,0.0,45608.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,233.0,43.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,7.0,4293.0,5.0,0.0,1.0,0.0,40.0,0.0,0.0,0.0,31.0,29.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,27.0,37.0,0.0,1.0,170.0,0.0,0.0,0.0,14129.0,0.0,8706.0,689146.0,24.0,0.0,6879.0,10.0,0.0,161.0,0.0,0.0,1
SRR27176118,0.0,0.0,0.0,409.0,1.0,0.0,0.0,3792.0,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,1.0,9837502.0,1.0,0.0,119881.0,0.0,0.0,0.0,0.0,0.0,0.0,38852.0,3.0,0.0,1.0,19.0,3.0,0.0,3.0,84.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17140.0,27.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,1.0,3.0,46.0,0.0,0.0,2.0,0.0,0.0,29360.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5584.0,0.0,0.0,0.0,0.0,0.0,16316.0,53.0,0.0,9483.0,3630343.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,94.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,18.0,41.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,208.0,0.0,0.0,0.0,0.0,3714.0,0.0,0.0,0.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,370.0,83.0,0.0,0.0,4.0,358.0,0.0,145.0,36.0,43.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,232.0,0.0,146.0,0.0,3.0,170.0,13.0,0.0,0.0,0.0,58.0,52.0,11.0,0.0,0.0,0.0,13.0,0.0,42.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,150.0,4.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,48.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,31.0,0.0,0.0,0.0,2089.0,0.0,927412.0,178194.0,10.0,0.0,68.0,0.0,0.0,70.0,0.0,0.0,1
SRR27176119,0.0,0.0,0.0,10.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,8656379.0,0.0,0.0,154923.0,0.0,0.0,0.0,0.0,0.0,0.0,283863.0,0.0,0.0,157.0,0.0,0.0,0.0,9.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32842.0,4446.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6182.0,0.0,0.0,0.0,0.0,0.0,12675.0,0.0,0.0,2564.0,641635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,773.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,11903.0,27.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR27176120,0.0,0.0,7.0,70686.0,0.0,22.0,0.0,902.0,0.0,6.0,0.0,3.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,5079091.0,0.0,0.0,68455.0,0.0,40.0,0.0,0.0,0.0,0.0,115865.0,0.0,0.0,79.0,185.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36163.0,1575.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,8.0,7.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,15650.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2393.0,0.0,0.0,0.0,0.0,0.0,629032.0,28.0,0.0,3851.0,2460730.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,27.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,3268.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,580.0,21.0,0.0,0.0,6.0,53.0,0.0,148.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,1.0,195.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1055.0,0.0,0.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,1546.0,0.0,114.0,0.0,4.0,98.0,59.0,0.0,0.0,0.0,69.0,5.0,84.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,23.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,2632.0,0.0,2451.0,301676.0,8.0,0.0,6925.0,0.0,0.0,50.0,0.0,0.0,1
SRR27176121,0.0,0.0,74.0,40290.0,0.0,7.0,0.0,573.0,0.0,27.0,0.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,0.0,3800969.0,0.0,0.0,81202.0,0.0,145.0,0.0,0.0,0.0,10.0,62760.0,2.0,0.0,3804.0,777.0,0.0,0.0,0.0,80.0,10.0,3.0,0.0,0.0,0.0,37.0,3.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18136.0,22598.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,13.0,4.0,0.0,42.0,9.0,0.0,0.0,3.0,0.0,25570.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1242.0,0.0,0.0,0.0,0.0,1.0,8450.0,36.0,0.0,35638.0,2490349.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,170.0,4.0,211.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,396.0,0.0,0.0,1.0,7.0,0.0,0.0,46.0,0.0,0.0,0.0,5.0,243.0,0.0,0.0,4.0,0.0,5031.0,0.0,0.0,1.0,1.0,14.0,30.0,0.0,1.0,0.0,17.0,13.0,0.0,1617.0,0.0,0.0,0.0,0.0,4.0,487.0,18.0,0.0,0.0,7.0,262.0,0.0,214.0,63.0,12.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,64.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,34.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7795.0,3.0,0.0,0.0,551.0,32.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,3316.0,0.0,52.0,0.0,3.0,445.0,58.0,0.0,0.0,0.0,189.0,78.0,63.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,230.0,28.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,21.0,53.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,33.0,45.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,189.0,0.0,0.0,0.0,3280.0,0.0,5610.0,39.0,20.0,0.0,14448.0,0.0,0.0,92.0,0.0,0.0,1
