acc,Actinobacteria,Alphaproteobacteria,Bacilli,Bacteroidia,Betaproteobacteria,Chitinophagia,Chlamydiia,Clostridia,Coriobacteriia,Cytophagia,Deltaproteobacteria,Epsilonproteobacteria,Erysipelotrichia,Flavobacteriia,Fusobacteriia,Gammaproteobacteria,Magnoliopsida,Mammalia,Methanobacteria,Negativicutes,Spirochaetia,class
SRR12162664,0.0,0.0,8.0,76.0,0.0,0.0,0.0,1144.0,25.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162665,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1127.0,23.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0
SRR12162666,0.0,0.0,84.0,7.0,45.0,0.0,0.0,943.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,0
SRR12162667,0.0,0.0,0.0,2.0,0.0,0.0,0.0,317.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162669,0.0,0.0,0.0,3.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162671,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162672,0.0,0.0,0.0,215.0,0.0,0.0,0.0,214.0,270.0,0.0,0.0,0.0,11.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162673,0.0,0.0,23.0,117.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162675,0.0,0.0,109.0,245.0,0.0,0.0,0.0,141.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162676,0.0,0.0,0.0,121.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162677,0.0,0.0,79.0,185.0,0.0,0.0,0.0,389.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162678,0.0,0.0,14.0,0.0,0.0,0.0,0.0,490.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162680,0.0,2.0,27.0,1.0,0.0,0.0,0.0,151.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162683,0.0,0.0,4.0,262.0,0.0,0.0,0.0,221.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162685,0.0,0.0,13.0,4.0,0.0,0.0,0.0,107.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162686,0.0,0.0,0.0,91.0,0.0,0.0,0.0,92.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162689,0.0,0.0,7.0,2.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,39.0,0.0,171.0,0.0,0.0,0.0,0
SRR12162692,0.0,0.0,0.0,163.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162693,4.0,0.0,12.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,687.0,0.0,25.0,0.0,0.0,0.0,1
SRR12162694,0.0,0.0,4.0,112.0,0.0,0.0,0.0,127.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162695,0.0,0.0,4.0,69.0,0.0,0.0,0.0,337.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,2.0,0
SRR12162697,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,2364.0,0.0,0.0,0.0,1
SRR12162700,0.0,0.0,11.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,1
SRR12162701,0.0,0.0,33.0,115.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,329.0,0.0,259.0,0.0,0.0,0.0,0
SRR12162702,0.0,3.0,21.0,277.0,0.0,0.0,0.0,1360.0,21.0,0.0,0.0,0.0,9.0,0.0,0.0,124.0,0.0,187.0,0.0,0.0,0.0,0
SRR12162706,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,101.0,0.0,0.0,0.0,1
SRR12162710,0.0,0.0,85.0,13.0,16.0,1.0,0.0,849.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,585.0,0.0,0.0,0.0,0
SRR12162713,10.0,0.0,29.0,299.0,0.0,0.0,0.0,1278.0,12.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0
SRR12162714,0.0,0.0,0.0,8.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,181.0,0.0,1950.0,0.0,0.0,0.0,1
SRR12162715,0.0,0.0,13.0,2.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162716,0.0,0.0,0.0,2.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162717,0.0,0.0,11.0,56.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162719,0.0,0.0,35.0,154.0,0.0,0.0,0.0,387.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,630.0,0.0,191.0,0.0,0.0,0.0,0
SRR12162720,0.0,1.0,0.0,72.0,0.0,0.0,1.0,1148.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162721,0.0,0.0,5.0,27.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1
SRR12162722,0.0,0.0,13.0,69.0,0.0,0.0,0.0,347.0,0.0,0.0,1.0,0.0,11.0,0.0,5.0,238.0,0.0,129.0,0.0,0.0,0.0,1
SRR12162724,0.0,4.0,54.0,3.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,230.0,0.0,0.0,0.0,1
SRR12162728,2.0,0.0,6.0,8.0,0.0,0.0,0.0,151.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,87.0,0.0,73.0,0.0,0.0,0.0,1
SRR12162730,0.0,0.0,32.0,1885.0,0.0,0.0,0.0,5603.0,16.0,0.0,0.0,0.0,74.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162731,5.0,0.0,8.0,2.0,0.0,0.0,0.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162732,0.0,0.0,5.0,15.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,85.0,0.0,0.0,0.0,0
SRR12162733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0
SRR12162734,0.0,0.0,4.0,90.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162736,0.0,0.0,16.0,8.0,0.0,0.0,0.0,453.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162737,0.0,0.0,2.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162738,0.0,0.0,0.0,2.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162739,0.0,0.0,14.0,400.0,0.0,0.0,0.0,429.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162740,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,1
SRR12162741,0.0,0.0,0.0,1.0,0.0,0.0,0.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162742,0.0,0.0,26.0,3.0,0.0,0.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,1
SRR12162743,0.0,0.0,8.0,1.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0
SRR12162744,0.0,0.0,0.0,263.0,0.0,0.0,0.0,413.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,1
SRR12162745,0.0,0.0,5.0,2.0,0.0,0.0,0.0,107.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0
