acc,Acidobacteriota,Actinomycetota,Annelida,Aquificota,Armatimonadota,Arthropoda,Artverviricota,Ascomycota,Bacillota,Bacteroidota,Balneolota,Basidiomycota,Bdellovibrionota,Calditrichota,Campylobacterota,Candidatus Melainabacteria,Candidatus Saccharibacteria,Candidatus Thermoplasmatota,Chlamydiota,Chlorobiota,Chloroflexota,Chlorophyta,Chordata,Chrysiogenota,Ciliophora,Cnidaria,Coprothermobacterota,Cossaviricota,Cressdnaviricota,Cyanobacteriota,Deferribacterota,Deinococcota,Duplornaviricota,Elusimicrobiota,Euryarchaeota,Evosea,Fibrobacterota,Fusobacteriota,Gemmatimonadota,Hofneiviricota,Ignavibacteriota,Kiritimatiellota,Kitrinoviricota,Lentisphaerota,Mollusca,Mycoplasmatota,Myxococcota,Nitrososphaerota,Nitrospinota,Nitrospirota,Nucleocytoviricota,Oomycota,Parabasalia,Peploviricota,Phixviricota,Pisuviricota,Planctomycetota,Preplasmiviricota,Pseudomonadota,Rhodothermota,Spirochaetota,Streptophyta,Synergistota,Thermodesulfobacteriota,Thermomicrobiota,Thermoproteota,Thermotogota,Uroviricota,Verrucomicrobiota,class
SRR27176152,4.0,460709.0,0.0,0.0,0.0,0.0,0.0,0.0,1200094.0,10523382.0,0.0,0.0,0.0,0.0,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,103594.0,0.0,0.0,0.0,0.0,178345.0,0.0,0.0,2.0,22956.0,61734.0,1
SRR27176153,2.0,73495.0,0.0,70.0,0.0,0.0,0.0,0.0,4575715.0,9042579.0,0.0,0.0,0.0,0.0,1597.0,0.0,360.0,0.0,0.0,3.0,2.0,0.0,847.0,22.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2374.0,0.0,4.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,51.0,0.0,1213501.0,0.0,9.0,207.0,1.0,129.0,0.0,0.0,66.0,173323.0,122.0,1
SRR27176154,20.0,1406401.0,0.0,4.0,0.0,0.0,0.0,0.0,6837041.0,13586429.0,2.0,0.0,0.0,0.0,1161.0,1.0,1065.0,0.0,0.0,15.0,3.0,0.0,3848.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,44.0,0.0,0.0,21.0,0.0,1.0,8.0,0.0,675.0,0.0,0.0,0.0,2.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,2.0,835072.0,0.0,4.0,189.0,27.0,167742.0,0.0,0.0,19.0,60897.0,4.0,1
SRR27176155,2.0,80708.0,0.0,3.0,0.0,0.0,0.0,0.0,2163153.0,14303226.0,0.0,0.0,0.0,0.0,39.0,0.0,67.0,0.0,0.0,0.0,15.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29869.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,87689.0,0.0,0.0,863.0,56.0,402049.0,0.0,0.0,7.0,128489.0,244740.0,1
SRR27176156,25.0,37981.0,0.0,52.0,7.0,1.0,0.0,0.0,3568622.0,10035267.0,0.0,0.0,1.0,0.0,236.0,0.0,969.0,41108.0,1.0,4.0,24.0,0.0,40924.0,2.0,0.0,0.0,0.0,0.0,18.0,54.0,8.0,62.0,0.0,0.0,8736.0,0.0,25.0,115.0,18.0,4819.0,1.0,5.0,0.0,80802.0,0.0,234.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.0,4.0,28.0,14.0,449086.0,0.0,215.0,55.0,202.0,84969.0,0.0,0.0,33.0,441059.0,5443.0,1
SRR27176158,6.0,86353.0,0.0,2.0,17.0,0.0,0.0,0.0,1927053.0,4607837.0,0.0,0.0,0.0,0.0,135.0,1.0,185.0,0.0,1.0,3.0,52.0,0.0,7379.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,24.0,79.0,0.0,1.0,1135.0,0.0,103.0,59.0,2.0,3513.0,3.0,7.0,0.0,26685.0,0.0,148.0,28.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1765.0,3.0,7.0,0.0,162157.0,0.0,243.0,437.0,11263.0,122852.0,0.0,0.0,38.0,179509.0,94843.0,1
SRR27176161,1.0,144523.0,0.0,1.0,0.0,0.0,0.0,0.0,2613522.0,10628925.0,0.0,0.0,0.0,0.0,3520.0,1.0,269.0,0.0,0.0,0.0,3.0,0.0,10885.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,24.0,0.0,935.0,1.0,0.0,0.0,258.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,1.0,0.0,465786.0,1.0,14.0,0.0,40.0,104315.0,0.0,0.0,2.0,77024.0,2780.0,1
SRR27176162,96.0,217634.0,0.0,39.0,33.0,0.0,0.0,153.0,5376256.0,2512590.0,0.0,0.0,0.0,0.0,184.0,1.0,504.0,30954.0,1.0,1.0,185.0,0.0,191578.0,22.0,0.0,0.0,0.0,0.0,18.0,451.0,4.0,102.0,0.0,1.0,3077.0,2.0,19.0,171.0,8.0,6457.0,1.0,8.0,4.0,41868.0,0.0,1033.0,98.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,176.0,3.0,86.0,209.0,179294.0,1.0,710.0,2049.0,5302.0,60909.0,0.0,0.0,82.0,380350.0,213472.0,1
SRR27176163,6.0,21138.0,0.0,0.0,0.0,0.0,0.0,0.0,2737831.0,6706566.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,380450.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,29.0,0.0,0.0,5.0,0.0,6.0,6.0,0.0,287.0,2.0,0.0,0.0,48.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,2.0,0.0,364780.0,0.0,4.0,2356.0,11.0,339.0,0.0,0.0,4.0,61615.0,585958.0,1
SRR27176164,5.0,43776.0,0.0,1.0,0.0,0.0,0.0,11.0,5910340.0,6327675.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17025.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1957.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,12.0,0.0,0.0,2175403.0,2.0,24.0,805.0,25.0,13647.0,0.0,0.0,21.0,144616.0,296.0,1
SRR27176165,43.0,139974.0,0.0,28.0,142.0,0.0,0.0,0.0,2264217.0,4345565.0,1.0,0.0,0.0,0.0,158.0,0.0,0.0,596.0,42.0,0.0,67.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,120.0,183.0,0.0,1.0,1167.0,0.0,12.0,151.0,9.0,954.0,0.0,3.0,0.0,56587.0,0.0,285.0,348.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0,2.0,13.0,54.0,113449.0,0.0,190.0,14.0,101483.0,34432.0,0.0,0.0,133.0,412390.0,211074.0,1
SRR27176168,28.0,64125.0,0.0,0.0,0.0,0.0,0.0,16.0,2340839.0,13946186.0,1.0,0.0,1.0,0.0,88.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,1883.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,105.0,0.0,0.0,65.0,0.0,1.0,10.0,17.0,4729.0,1.0,0.0,0.0,3.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,0.0,0.0,0.0,231819.0,1.0,4.0,0.0,12.0,43328.0,0.0,0.0,6.0,127436.0,46605.0,1
SRR27176174,1.0,45554.0,0.0,11.0,0.0,0.0,0.0,0.0,1045361.0,9182131.0,0.0,0.0,0.0,0.0,9.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2033.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0,864.0,0.0,0.0,0.0,6903.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,13.0,0.0,285932.0,0.0,34.0,19.0,16.0,54782.0,0.0,0.0,5.0,83969.0,21504.0,1
SRR27176175,2.0,11623.0,0.0,0.0,3.0,0.0,0.0,0.0,1820990.0,7177687.0,0.0,0.0,0.0,0.0,23.0,6.0,166.0,0.0,0.0,0.0,33.0,0.0,3360.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,311.0,2.0,0.0,0.0,18146.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5194.0,0.0,0.0,0.0,86560.0,0.0,26.0,741.0,24.0,40195.0,0.0,0.0,6.0,75921.0,7.0,1
SRR27445729,31.0,144702.0,0.0,3.0,2.0,0.0,0.0,0.0,2948049.0,4374960.0,0.0,0.0,0.0,0.0,2890.0,0.0,46.0,0.0,0.0,3.0,33.0,0.0,4789.0,0.0,0.0,0.0,0.0,0.0,5.0,43.0,3.0,46.0,0.0,1.0,579.0,0.0,10.0,35.0,2.0,6661.0,7.0,1.0,0.0,34956.0,0.0,123.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,12.0,4.0,9.0,75620.0,6.0,37.0,89.0,67.0,171456.0,0.0,0.0,19.0,445092.0,197.0,0
SRR27445733,1.0,38184.0,0.0,16.0,2.0,0.0,0.0,0.0,2508552.0,7850480.0,2.0,0.0,0.0,0.0,7.0,1.0,309.0,0.0,0.0,3.0,5.0,0.0,22274.0,8.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,33.0,0.0,0.0,40.0,0.0,60.0,32.0,0.0,1818.0,3.0,1.0,0.0,13298.0,0.0,100.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,9.0,0.0,252998.0,0.0,8.0,31.0,8.0,120115.0,0.0,0.0,13.0,198041.0,46299.0,0
SRR27445735,6.0,122051.0,0.0,0.0,0.0,0.0,0.0,0.0,2078373.0,8469429.0,0.0,0.0,0.0,0.0,840.0,0.0,129.0,0.0,1.0,0.0,0.0,0.0,1584.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,278016.0,0.0,6.0,0.0,0.0,170633.0,0.0,0.0,2.0,40422.0,23.0,0
SRR27445736,6.0,134540.0,0.0,5.0,1.0,0.0,0.0,290.0,2246602.0,18984701.0,0.0,0.0,0.0,0.0,261.0,0.0,261.0,0.0,1.0,4.0,1.0,0.0,17730.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,23.0,0.0,0.0,129.0,0.0,2.0,23.0,0.0,5360.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,2.0,0.0,0.0,199364.0,0.0,42.0,61.0,21.0,121740.0,0.0,0.0,21.0,107479.0,505276.0,0
SRR27445737,14.0,156325.0,0.0,38.0,2.0,0.0,0.0,5.0,6866101.0,11447144.0,0.0,0.0,0.0,0.0,138.0,0.0,48.0,19.0,0.0,13.0,15.0,0.0,4283.0,0.0,0.0,0.0,1.0,0.0,21.0,39.0,0.0,97.0,0.0,0.0,314.0,0.0,135.0,21.0,0.0,8424.0,0.0,4.0,0.0,38323.0,0.0,40.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2742.0,6.0,19.0,1.0,471283.0,0.0,41.0,21.0,70.0,31973.0,0.0,0.0,54.0,267943.0,256.0,0
SRR27445738,3.0,12071.0,0.0,23.0,0.0,0.0,0.0,0.0,4392191.0,17640142.0,0.0,0.0,0.0,0.0,47.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,11799.0,12.0,0.0,0.0,25.0,0.0,0.0,21.0,0.0,50.0,0.0,0.0,7.0,0.0,46.0,544.0,0.0,3637.0,0.0,0.0,0.0,28601.0,0.0,511.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,583.0,0.0,19.0,0.0,683561.0,1.0,14.0,1043.0,78.0,5282.0,0.0,0.0,9.0,150194.0,8852.0,0
SRR27445739,25.0,56775.0,0.0,0.0,4.0,0.0,0.0,0.0,1808194.0,9384311.0,1.0,0.0,0.0,0.0,25.0,0.0,138.0,0.0,1.0,6.0,100.0,0.0,1404.0,1.0,0.0,0.0,0.0,0.0,1.0,72.0,3.0,58.0,0.0,3.0,217.0,0.0,9.0,31.0,1.0,6737.0,1.0,1.0,0.0,59522.0,0.0,258.0,83.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1140.0,4.0,3.0,0.0,100541.0,0.0,102.0,2505.0,3725.0,17973.0,0.0,0.0,30.0,207638.0,89325.0,0
SRR27445740,0.0,14553.0,0.0,0.0,0.0,0.0,0.0,0.0,707783.0,12001528.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,148.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,532.0,0.0,0.0,0.0,2935.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,1.0,0.0,183553.0,0.0,4.0,98.0,0.0,73542.0,0.0,0.0,4.0,33897.0,0.0,0
SRR27445744,0.0,192103.0,0.0,1.0,0.0,0.0,0.0,0.0,1293341.0,6706229.0,0.0,0.0,0.0,0.0,1.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,6563.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,118.0,0.0,0.0,0.0,849.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,0.0,0.0,0.0,610341.0,0.0,1.0,40.0,1.0,83139.0,0.0,0.0,15.0,205282.0,75.0,0
SRR27445745,4.0,70577.0,0.0,0.0,2.0,0.0,0.0,363.0,2218630.0,4826248.0,0.0,0.0,0.0,0.0,62.0,0.0,138.0,0.0,1.0,18.0,11.0,0.0,745.0,0.0,0.0,0.0,0.0,0.0,4.0,70.0,1.0,132.0,0.0,2.0,9.0,0.0,0.0,2.0,0.0,14741.0,6.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,4.0,0.0,0.0,153528.0,0.0,12.0,127.0,165.0,41763.0,0.0,0.0,5.0,513180.0,131037.0,0
