acc,Actinobacteria,Armatimonadetes,Bacteroidetes,Candidatus Melainabacteria,Chordata,Cyanobacteria,Euryarchaeota,Firmicutes,Fusobacteria,Ignavibacteriae,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Streptophyta,Synergistetes,Thaumarchaeota,class
SRR11807269,178.0,0.0,671.0,0.0,0.0,0.0,0.0,7520.0,0.0,0.0,0.0,0.0,21901.0,0.0,0.0,0.0,0.0,1
SRR11807270,1632.0,0.0,0.0,0.0,1.0,0.0,0.0,37913.0,0.0,0.0,1.0,0.0,16696.0,0.0,0.0,0.0,0.0,1
SRR11807271,936.0,0.0,36.0,0.0,0.0,0.0,0.0,45587.0,0.0,0.0,0.0,0.0,42012.0,0.0,0.0,0.0,0.0,1
SRR11807272,517.0,0.0,241.0,0.0,0.0,0.0,0.0,63883.0,0.0,0.0,0.0,0.0,31313.0,0.0,0.0,0.0,0.0,1
SRR11807273,1976.0,0.0,5.0,0.0,0.0,0.0,0.0,38400.0,0.0,0.0,0.0,0.0,40350.0,0.0,0.0,0.0,0.0,1
SRR11807274,3146.0,0.0,160.0,0.0,0.0,0.0,0.0,123790.0,0.0,0.0,0.0,0.0,12502.0,0.0,223.0,0.0,0.0,1
SRR11807275,4264.0,0.0,76.0,0.0,0.0,0.0,0.0,126603.0,0.0,0.0,0.0,0.0,52076.0,0.0,0.0,0.0,0.0,1
SRR11807276,4869.0,0.0,164.0,0.0,0.0,0.0,0.0,105746.0,0.0,0.0,0.0,0.0,8413.0,0.0,3.0,0.0,0.0,1
SRR11807277,1577.0,0.0,6.0,0.0,0.0,0.0,0.0,38352.0,5.0,0.0,0.0,0.0,29584.0,0.0,0.0,0.0,0.0,1
SRR11807278,7642.0,0.0,69.0,0.0,0.0,0.0,0.0,83612.0,15.0,0.0,0.0,0.0,39068.0,0.0,0.0,0.0,0.0,1
SRR11807279,1658.0,0.0,0.0,0.0,0.0,0.0,0.0,46471.0,0.0,0.0,1.0,0.0,10374.0,0.0,0.0,0.0,0.0,1
SRR11807280,1670.0,0.0,48.0,0.0,0.0,0.0,0.0,59313.0,32.0,0.0,0.0,0.0,37441.0,0.0,0.0,0.0,0.0,1
SRR11807281,739.0,0.0,0.0,0.0,0.0,0.0,0.0,49916.0,0.0,0.0,0.0,0.0,25716.0,0.0,0.0,0.0,0.0,1
SRR11807282,296.0,0.0,0.0,0.0,0.0,0.0,0.0,45400.0,8.0,0.0,0.0,0.0,9425.0,0.0,0.0,0.0,0.0,1
SRR11807283,0.0,0.0,82.0,0.0,0.0,0.0,0.0,60881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807284,591.0,0.0,10834.0,0.0,0.0,0.0,0.0,58896.0,0.0,0.0,0.0,0.0,64457.0,1.0,0.0,0.0,0.0,1
SRR11807285,688.0,0.0,14893.0,0.0,0.0,0.0,0.0,23892.0,0.0,0.0,0.0,0.0,8791.0,0.0,0.0,0.0,0.0,1
SRR11807286,571.0,0.0,6866.0,0.0,0.0,0.0,0.0,48845.0,0.0,0.0,0.0,0.0,11254.0,0.0,0.0,0.0,0.0,1
SRR11807287,1370.0,0.0,373.0,0.0,0.0,0.0,0.0,46379.0,54.0,0.0,0.0,0.0,21385.0,0.0,0.0,0.0,0.0,1
SRR11807288,5579.0,0.0,123.0,0.0,0.0,0.0,0.0,38068.0,0.0,0.0,0.0,0.0,35178.0,0.0,0.0,0.0,0.0,1
SRR11807289,1367.0,0.0,8.0,0.0,0.0,0.0,0.0,37953.0,2.0,0.0,0.0,0.0,31214.0,0.0,0.0,0.0,0.0,1
SRR11807290,1889.0,0.0,0.0,0.0,0.0,0.0,0.0,44581.0,0.0,0.0,0.0,0.0,10073.0,0.0,0.0,0.0,0.0,1
SRR11807291,1566.0,0.0,90.0,0.0,0.0,0.0,882.0,46136.0,0.0,0.0,0.0,0.0,29678.0,0.0,0.0,0.0,0.0,1
SRR11807292,2295.0,0.0,149.0,0.0,0.0,0.0,509.0,64774.0,0.0,0.0,0.0,0.0,12153.0,0.0,0.0,0.0,0.0,1
SRR11807293,737.0,0.0,86.0,0.0,0.0,0.0,18.0,29483.0,0.0,0.0,0.0,0.0,32170.0,0.0,0.0,0.0,0.0,1
SRR11807294,3257.0,0.0,23.0,0.0,0.0,0.0,0.0,25017.0,0.0,0.0,0.0,0.0,10805.0,0.0,0.0,0.0,0.0,1
SRR11807295,1570.0,0.0,250.0,0.0,0.0,0.0,0.0,34713.0,0.0,0.0,0.0,0.0,76914.0,0.0,0.0,0.0,0.0,1
SRR11807296,1231.0,0.0,179.0,0.0,0.0,0.0,0.0,22149.0,0.0,0.0,0.0,0.0,29985.0,0.0,0.0,0.0,0.0,1
SRR11807297,1152.0,0.0,53.0,0.0,0.0,0.0,0.0,46574.0,0.0,0.0,0.0,0.0,49738.0,0.0,0.0,0.0,0.0,1
SRR11807298,909.0,0.0,7.0,0.0,0.0,0.0,0.0,34634.0,0.0,0.0,0.0,0.0,27734.0,0.0,0.0,0.0,0.0,1
SRR11807299,2015.0,0.0,28.0,0.0,0.0,0.0,0.0,21571.0,0.0,0.0,0.0,0.0,121250.0,0.0,0.0,0.0,0.0,1
SRR11807300,386.0,0.0,420.0,0.0,0.0,0.0,0.0,59735.0,1.0,0.0,0.0,0.0,43487.0,0.0,0.0,0.0,0.0,1
SRR11807301,1459.0,0.0,238.0,0.0,0.0,0.0,0.0,12178.0,0.0,0.0,0.0,0.0,25970.0,0.0,0.0,0.0,0.0,1
SRR11807302,6403.0,0.0,451.0,0.0,0.0,0.0,0.0,48610.0,0.0,0.0,0.0,0.0,47911.0,0.0,0.0,0.0,0.0,1
SRR11807303,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,45371.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1
SRR11807304,2397.0,0.0,357.0,0.0,0.0,0.0,0.0,72968.0,0.0,0.0,0.0,0.0,12656.0,0.0,0.0,0.0,0.0,1
SRR11807305,2054.0,0.0,2928.0,0.0,1.0,0.0,0.0,75096.0,0.0,0.0,0.0,0.0,31733.0,0.0,0.0,0.0,0.0,1
SRR11807306,3747.0,0.0,2132.0,0.0,0.0,0.0,0.0,45164.0,0.0,0.0,0.0,0.0,13007.0,0.0,0.0,0.0,0.0,1
SRR11807307,7905.0,0.0,263.0,0.0,0.0,0.0,0.0,49863.0,0.0,0.0,0.0,0.0,18485.0,1.0,1.0,0.0,0.0,1
SRR11807308,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20121.0,0.0,0.0,0.0,0.0,3068.0,0.0,0.0,0.0,0.0,1
SRR11807309,1272.0,1.0,0.0,0.0,0.0,0.0,0.0,146300.0,0.0,0.0,0.0,0.0,15689.0,0.0,0.0,0.0,0.0,1
SRR11807310,275.0,0.0,0.0,0.0,0.0,0.0,0.0,54002.0,0.0,0.0,0.0,0.0,34182.0,0.0,0.0,0.0,0.0,1
SRR11807311,164.0,0.0,0.0,0.0,0.0,0.0,0.0,30698.0,0.0,0.0,0.0,0.0,11523.0,0.0,0.0,0.0,0.0,1
SRR11807312,332.0,0.0,0.0,0.0,0.0,0.0,0.0,28182.0,0.0,0.0,0.0,0.0,44219.0,0.0,0.0,0.0,0.0,1
SRR11807313,2166.0,0.0,0.0,0.0,0.0,0.0,0.0,20416.0,0.0,0.0,0.0,0.0,14270.0,0.0,0.0,0.0,0.0,1
SRR11807314,1374.0,0.0,0.0,0.0,0.0,0.0,0.0,23477.0,0.0,0.0,0.0,0.0,8270.0,0.0,0.0,0.0,0.0,1
SRR11807315,6338.0,0.0,0.0,0.0,0.0,0.0,0.0,29237.0,0.0,0.0,0.0,0.0,15827.0,0.0,0.0,0.0,0.0,1
SRR11807316,1594.0,0.0,0.0,0.0,0.0,0.0,0.0,48199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807317,2201.0,0.0,0.0,0.0,0.0,0.0,0.0,53282.0,0.0,0.0,0.0,0.0,12777.0,0.0,0.0,0.0,0.0,1
SRR11807318,4654.0,0.0,0.0,0.0,0.0,0.0,0.0,34513.0,0.0,0.0,0.0,0.0,32107.0,0.0,0.0,0.0,0.0,1
SRR11807319,575.0,0.0,33.0,0.0,0.0,0.0,0.0,31179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807320,1078.0,0.0,13.0,0.0,0.0,0.0,0.0,29447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807321,690.0,0.0,52.0,0.0,0.0,0.0,0.0,19178.0,0.0,0.0,0.0,0.0,20951.0,0.0,0.0,0.0,0.0,1
SRR11807322,8249.0,0.0,0.0,0.0,0.0,0.0,0.0,40976.0,0.0,0.0,0.0,0.0,29404.0,0.0,0.0,0.0,0.0,1
SRR11807323,10239.0,0.0,332.0,0.0,0.0,0.0,0.0,54608.0,0.0,0.0,0.0,0.0,25516.0,0.0,0.0,0.0,0.0,1
SRR11807324,3429.0,0.0,0.0,0.0,0.0,0.0,0.0,38177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807325,1251.0,0.0,142.0,0.0,0.0,0.0,0.0,30115.0,0.0,0.0,0.0,0.0,9379.0,0.0,0.0,0.0,0.0,1
SRR11807326,402.0,0.0,133.0,0.0,0.0,0.0,0.0,24393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807327,1949.0,0.0,281.0,0.0,0.0,0.0,0.0,32239.0,0.0,0.0,0.0,0.0,25976.0,1.0,0.0,0.0,0.0,1
SRR11807328,1968.0,0.0,153.0,0.0,0.0,0.0,0.0,34107.0,0.0,0.0,0.0,0.0,13075.0,0.0,0.0,0.0,0.0,1
SRR11807329,2935.0,0.0,2173.0,0.0,0.0,0.0,0.0,74861.0,0.0,0.0,0.0,0.0,10339.0,0.0,0.0,0.0,0.0,1
SRR11807330,547.0,0.0,0.0,0.0,0.0,0.0,0.0,28094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807331,1427.0,0.0,0.0,0.0,0.0,0.0,0.0,61591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807332,2601.0,0.0,23653.0,0.0,0.0,0.0,0.0,27193.0,0.0,0.0,0.0,0.0,8281.0,0.0,0.0,0.0,0.0,1
SRR11807333,2296.0,0.0,0.0,0.0,0.0,0.0,0.0,41508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807334,63.0,0.0,65.0,0.0,0.0,0.0,0.0,34404.0,0.0,0.0,0.0,0.0,6046.0,2.0,0.0,0.0,0.0,1
SRR11807335,1286.0,0.0,110.0,0.0,0.0,0.0,0.0,63193.0,0.0,0.0,0.0,0.0,55732.0,0.0,0.0,0.0,0.0,1
SRR11807336,1960.0,0.0,497.0,0.0,0.0,0.0,0.0,57955.0,0.0,0.0,0.0,0.0,11635.0,0.0,0.0,0.0,0.0,1
SRR11807337,1675.0,0.0,69.0,0.0,0.0,0.0,0.0,50128.0,0.0,0.0,0.0,0.0,11333.0,0.0,0.0,0.0,0.0,1
SRR11807338,2105.0,0.0,98.0,0.0,0.0,0.0,0.0,22687.0,0.0,0.0,0.0,0.0,28073.0,0.0,0.0,0.0,0.0,1
SRR11807339,1492.0,0.0,569.0,0.0,0.0,0.0,0.0,21810.0,0.0,0.0,0.0,0.0,42392.0,0.0,0.0,0.0,0.0,1
SRR11807340,3444.0,0.0,236.0,0.0,0.0,0.0,0.0,64950.0,2.0,0.0,0.0,0.0,10414.0,0.0,0.0,0.0,0.0,1
SRR11807341,794.0,0.0,93.0,0.0,0.0,0.0,0.0,22970.0,0.0,0.0,0.0,0.0,6363.0,0.0,0.0,0.0,0.0,1
SRR11807342,1557.0,0.0,312.0,0.0,0.0,0.0,0.0,88616.0,0.0,0.0,0.0,0.0,41742.0,0.0,0.0,0.0,0.0,1
SRR11807343,1904.0,0.0,591.0,0.0,0.0,0.0,0.0,52068.0,0.0,0.0,0.0,0.0,31367.0,0.0,0.0,0.0,0.0,1
SRR11807344,4773.0,0.0,97.0,0.0,0.0,0.0,6907.0,52322.0,0.0,0.0,0.0,0.0,52492.0,0.0,0.0,0.0,0.0,1
SRR11807345,9546.0,0.0,166.0,0.0,0.0,0.0,0.0,59816.0,0.0,0.0,0.0,0.0,43208.0,0.0,0.0,0.0,0.0,1
SRR11807346,4994.0,0.0,67.0,0.0,0.0,0.0,0.0,34176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807347,3517.0,0.0,1828.0,0.0,0.0,0.0,0.0,48568.0,0.0,0.0,0.0,0.0,47407.0,0.0,0.0,0.0,0.0,1
SRR11807348,207.0,0.0,88258.0,0.0,0.0,0.0,0.0,21134.0,0.0,0.0,0.0,0.0,21678.0,0.0,0.0,0.0,0.0,1
SRR11807349,599.0,0.0,10274.0,0.0,0.0,0.0,0.0,24335.0,1.0,0.0,0.0,0.0,34944.0,0.0,0.0,0.0,0.0,1
SRR11807350,537.0,0.0,246.0,0.0,1.0,0.0,0.0,125925.0,0.0,0.0,0.0,0.0,9194.0,0.0,0.0,0.0,0.0,1
SRR11807351,1968.0,1.0,103.0,0.0,0.0,0.0,0.0,61191.0,0.0,0.0,0.0,0.0,26043.0,1.0,0.0,0.0,0.0,1
SRR11807352,1589.0,0.0,510.0,0.0,0.0,15.0,0.0,65715.0,0.0,0.0,0.0,0.0,41988.0,0.0,0.0,0.0,0.0,1
SRR11807353,3992.0,0.0,2589.0,0.0,0.0,0.0,0.0,34803.0,0.0,0.0,0.0,0.0,9677.0,0.0,0.0,0.0,0.0,1
SRR11807354,1260.0,0.0,529.0,0.0,0.0,0.0,7002.0,60733.0,0.0,0.0,0.0,0.0,11024.0,0.0,0.0,0.0,0.0,1
SRR11807355,1186.0,0.0,354.0,0.0,0.0,0.0,0.0,63099.0,0.0,0.0,1.0,0.0,41381.0,1.0,0.0,0.0,0.0,1
SRR11807356,2259.0,0.0,929.0,0.0,0.0,0.0,0.0,44588.0,0.0,0.0,0.0,0.0,52642.0,0.0,0.0,0.0,0.0,1
SRR11807357,206.0,0.0,27026.0,0.0,0.0,0.0,0.0,23198.0,0.0,0.0,0.0,0.0,14552.0,0.0,0.0,0.0,0.0,1
SRR11807358,777.0,0.0,1289.0,0.0,1.0,0.0,0.0,29097.0,0.0,0.0,0.0,0.0,34466.0,0.0,0.0,0.0,0.0,1
SRR11807359,317.0,0.0,45815.0,0.0,0.0,0.0,0.0,11186.0,0.0,0.0,0.0,0.0,7548.0,0.0,0.0,0.0,0.0,1
SRR11807360,304.0,0.0,0.0,0.0,0.0,0.0,0.0,32762.0,0.0,0.0,0.0,0.0,15806.0,0.0,4.0,0.0,0.0,1
SRR11807361,3427.0,0.0,125.0,0.0,0.0,0.0,0.0,42105.0,0.0,0.0,0.0,0.0,42242.0,0.0,0.0,0.0,0.0,1
SRR11807362,10125.0,1.0,22606.0,0.0,0.0,0.0,0.0,30458.0,0.0,0.0,0.0,0.0,36914.0,0.0,0.0,0.0,0.0,1
SRR11807363,26.0,0.0,851.0,0.0,0.0,0.0,0.0,40124.0,1.0,0.0,0.0,0.0,22224.0,0.0,0.0,0.0,0.0,1
SRR11807364,696.0,0.0,26.0,0.0,0.0,0.0,0.0,24981.0,0.0,0.0,0.0,0.0,46968.0,0.0,0.0,0.0,0.0,1
SRR11807365,778.0,0.0,1.0,0.0,0.0,0.0,0.0,31501.0,0.0,0.0,0.0,0.0,28312.0,0.0,0.0,0.0,0.0,1
SRR11807366,266.0,0.0,188.0,0.0,0.0,0.0,0.0,34169.0,1013.0,0.0,0.0,0.0,13130.0,0.0,0.0,0.0,0.0,1
SRR11807367,965.0,0.0,171.0,0.0,0.0,0.0,0.0,41074.0,0.0,0.0,0.0,0.0,47011.0,0.0,0.0,0.0,0.0,1
SRR11807368,366.0,0.0,566.0,0.0,0.0,0.0,0.0,35223.0,0.0,0.0,0.0,0.0,29602.0,1.0,0.0,0.0,0.0,1
SRR11807369,306.0,0.0,27.0,0.0,0.0,0.0,0.0,36310.0,0.0,0.0,0.0,0.0,42884.0,0.0,0.0,0.0,0.0,1
SRR11807370,631.0,0.0,12673.0,0.0,0.0,0.0,0.0,35573.0,0.0,0.0,0.0,0.0,37244.0,0.0,0.0,0.0,0.0,1
SRR11807371,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,29243.0,0.0,0.0,0.0,0.0,33135.0,0.0,0.0,0.0,0.0,1
SRR11807372,777.0,0.0,7.0,0.0,0.0,0.0,0.0,50496.0,0.0,0.0,0.0,0.0,50568.0,0.0,0.0,0.0,0.0,1
SRR11807373,9891.0,0.0,90.0,0.0,0.0,0.0,0.0,18204.0,0.0,0.0,0.0,0.0,7893.0,0.0,0.0,0.0,0.0,1
SRR11807374,1950.0,0.0,92.0,0.0,0.0,0.0,0.0,41699.0,0.0,0.0,0.0,0.0,40859.0,0.0,0.0,0.0,0.0,1
SRR11807375,2109.0,0.0,154.0,0.0,0.0,0.0,0.0,20726.0,0.0,0.0,0.0,0.0,25809.0,0.0,0.0,0.0,0.0,1
SRR11807376,4648.0,0.0,0.0,0.0,0.0,0.0,0.0,42906.0,0.0,0.0,0.0,0.0,8082.0,0.0,0.0,0.0,0.0,1
SRR11807377,2956.0,0.0,704.0,0.0,0.0,0.0,0.0,42929.0,0.0,0.0,0.0,0.0,10447.0,0.0,1.0,0.0,0.0,1
SRR11807378,3899.0,0.0,13.0,0.0,0.0,0.0,0.0,72640.0,0.0,0.0,0.0,0.0,12637.0,0.0,0.0,0.0,0.0,1
SRR11807379,1206.0,0.0,192.0,0.0,0.0,0.0,0.0,52214.0,0.0,0.0,0.0,0.0,29352.0,0.0,0.0,0.0,0.0,1
SRR11807380,2713.0,0.0,95.0,0.0,0.0,0.0,0.0,40712.0,0.0,0.0,0.0,0.0,7374.0,0.0,0.0,0.0,0.0,1
SRR11807381,2652.0,0.0,97.0,0.0,0.0,0.0,0.0,70240.0,1.0,0.0,0.0,0.0,35205.0,0.0,0.0,0.0,0.0,1
SRR11807382,1064.0,0.0,587.0,0.0,0.0,0.0,0.0,60813.0,0.0,0.0,0.0,0.0,30623.0,0.0,0.0,0.0,0.0,1
SRR11807383,3351.0,0.0,63.0,0.0,0.0,0.0,0.0,68550.0,0.0,0.0,0.0,0.0,23056.0,0.0,0.0,0.0,0.0,1
SRR11807384,9396.0,0.0,0.0,0.0,0.0,0.0,0.0,49052.0,0.0,0.0,0.0,0.0,41805.0,0.0,0.0,0.0,0.0,1
SRR11807385,1959.0,0.0,923.0,0.0,0.0,0.0,0.0,51028.0,0.0,0.0,0.0,0.0,37885.0,0.0,0.0,0.0,0.0,1
SRR11807386,4639.0,0.0,5954.0,0.0,0.0,0.0,0.0,45418.0,0.0,0.0,0.0,0.0,26390.0,0.0,0.0,0.0,0.0,1
SRR11807387,2891.0,0.0,265.0,0.0,0.0,0.0,0.0,61536.0,0.0,0.0,1.0,0.0,32641.0,0.0,0.0,0.0,0.0,1
SRR11807388,11182.0,0.0,81.0,0.0,0.0,0.0,0.0,59982.0,0.0,0.0,0.0,0.0,33939.0,0.0,0.0,0.0,0.0,1
SRR11807389,1797.0,0.0,1.0,0.0,0.0,0.0,0.0,43821.0,0.0,0.0,0.0,0.0,40738.0,0.0,0.0,0.0,0.0,1
SRR11807390,1647.0,0.0,1187.0,0.0,0.0,0.0,0.0,41337.0,0.0,0.0,0.0,0.0,4343.0,0.0,0.0,0.0,0.0,1
SRR11807391,3115.0,0.0,0.0,0.0,0.0,0.0,0.0,55158.0,1.0,0.0,0.0,0.0,9024.0,0.0,0.0,0.0,0.0,1
SRR11807392,4213.0,0.0,265.0,0.0,0.0,0.0,0.0,57839.0,0.0,0.0,0.0,0.0,31992.0,0.0,0.0,0.0,0.0,1
SRR11807393,1547.0,0.0,618.0,0.0,0.0,0.0,0.0,64821.0,0.0,0.0,0.0,0.0,7254.0,0.0,0.0,0.0,0.0,1
SRR11807394,3481.0,0.0,547.0,0.0,0.0,0.0,0.0,59939.0,1.0,0.0,0.0,0.0,15849.0,0.0,0.0,0.0,0.0,1
SRR11807395,670.0,0.0,375.0,0.0,0.0,0.0,0.0,104481.0,0.0,0.0,1.0,0.0,33886.0,0.0,0.0,0.0,0.0,1
SRR11807396,707.0,0.0,224.0,0.0,0.0,0.0,0.0,37767.0,8.0,0.0,0.0,0.0,29073.0,0.0,0.0,0.0,0.0,1
SRR11807397,988.0,0.0,56.0,0.0,0.0,0.0,0.0,80609.0,4.0,0.0,0.0,0.0,9046.0,0.0,0.0,0.0,0.0,1
SRR11807398,541.0,0.0,103.0,0.0,0.0,0.0,0.0,105748.0,428.0,0.0,0.0,0.0,47905.0,1.0,0.0,0.0,0.0,1
SRR11807399,1024.0,0.0,3.0,0.0,0.0,0.0,0.0,123083.0,22.0,0.0,0.0,0.0,23010.0,0.0,0.0,0.0,0.0,1
SRR11807400,2135.0,0.0,972.0,0.0,0.0,0.0,0.0,5915.0,7.0,0.0,0.0,0.0,3521.0,1.0,0.0,0.0,0.0,1
SRR11807401,106.0,0.0,0.0,0.0,0.0,0.0,0.0,106910.0,0.0,0.0,0.0,0.0,39039.0,0.0,0.0,0.0,0.0,1
SRR11807402,2044.0,0.0,371.0,0.0,0.0,0.0,0.0,21433.0,0.0,0.0,0.0,0.0,30738.0,0.0,73.0,0.0,0.0,1
SRR11807403,1643.0,0.0,270.0,0.0,0.0,0.0,0.0,65046.0,12.0,0.0,0.0,0.0,43545.0,0.0,0.0,0.0,0.0,1
SRR11807404,3436.0,0.0,9.0,0.0,0.0,0.0,0.0,99435.0,0.0,0.0,0.0,0.0,14097.0,0.0,0.0,0.0,0.0,1
SRR11807405,411.0,0.0,92.0,0.0,0.0,0.0,0.0,21747.0,0.0,0.0,0.0,0.0,10151.0,0.0,0.0,0.0,0.0,1
SRR11807406,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,11323.0,0.0,0.0,0.0,0.0,24039.0,0.0,0.0,0.0,0.0,1
SRR11807407,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,50834.0,0.0,0.0,0.0,0.0,13614.0,0.0,0.0,0.0,0.0,1
SRR11807408,7193.0,0.0,0.0,0.0,0.0,0.0,0.0,44934.0,0.0,0.0,0.0,0.0,55068.0,0.0,0.0,0.0,0.0,1
SRR11807409,922.0,0.0,0.0,0.0,0.0,0.0,0.0,68879.0,0.0,0.0,0.0,0.0,34684.0,0.0,0.0,0.0,0.0,1
SRR11807410,1070.0,0.0,0.0,0.0,0.0,6.0,0.0,64792.0,0.0,0.0,0.0,0.0,54356.0,0.0,0.0,0.0,0.0,1
SRR11807411,785.0,0.0,0.0,0.0,0.0,0.0,0.0,50415.0,0.0,0.0,0.0,0.0,37097.0,0.0,0.0,0.0,0.0,1
SRR11807412,1962.0,0.0,110.0,0.0,1.0,0.0,0.0,26676.0,0.0,0.0,0.0,0.0,34064.0,0.0,0.0,0.0,0.0,1
SRR11807413,888.0,0.0,327.0,0.0,0.0,0.0,0.0,20572.0,0.0,0.0,0.0,0.0,27417.0,0.0,0.0,0.0,0.0,1
SRR11807414,2571.0,0.0,123.0,0.0,0.0,0.0,1.0,51580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807415,950.0,0.0,41.0,0.0,0.0,0.0,0.0,53289.0,0.0,0.0,0.0,0.0,43539.0,0.0,0.0,0.0,0.0,1
SRR11807416,1189.0,0.0,123.0,0.0,0.0,0.0,0.0,19781.0,0.0,0.0,0.0,0.0,37797.0,0.0,0.0,0.0,0.0,1
SRR11807417,437.0,0.0,145.0,0.0,0.0,0.0,4.0,52734.0,0.0,0.0,0.0,0.0,48975.0,0.0,0.0,0.0,0.0,1
SRR11807418,1493.0,0.0,110.0,0.0,0.0,0.0,0.0,59677.0,23.0,0.0,0.0,0.0,59264.0,0.0,0.0,0.0,0.0,1
SRR11807419,982.0,0.0,80.0,0.0,0.0,0.0,22057.0,40336.0,1.0,0.0,0.0,0.0,39583.0,0.0,0.0,0.0,0.0,1
SRR11807420,961.0,0.0,200.0,0.0,0.0,0.0,29688.0,38303.0,0.0,0.0,0.0,0.0,12291.0,0.0,0.0,0.0,0.0,1
SRR11807421,763.0,0.0,227.0,0.0,2.0,0.0,3287.0,41456.0,0.0,0.0,0.0,0.0,51412.0,0.0,0.0,0.0,0.0,1
SRR11807422,2493.0,0.0,0.0,0.0,0.0,0.0,0.0,45268.0,0.0,0.0,0.0,0.0,11065.0,0.0,0.0,0.0,0.0,1
SRR11807423,3169.0,0.0,0.0,0.0,0.0,0.0,0.0,82202.0,0.0,0.0,0.0,0.0,39911.0,0.0,0.0,0.0,0.0,1
SRR11807424,1911.0,0.0,0.0,0.0,0.0,0.0,0.0,30629.0,0.0,0.0,0.0,0.0,9139.0,0.0,0.0,0.0,0.0,1
SRR11807425,197.0,0.0,0.0,0.0,0.0,0.0,0.0,59504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR11807426,703.0,0.0,701.0,0.0,0.0,0.0,0.0,38276.0,0.0,0.0,0.0,0.0,31902.0,0.0,0.0,0.0,0.0,1
SRR11807427,1873.0,0.0,221.0,0.0,0.0,0.0,0.0,51230.0,0.0,0.0,0.0,0.0,30955.0,0.0,0.0,0.0,0.0,1
SRR11807428,107.0,0.0,1325.0,0.0,0.0,0.0,7963.0,24205.0,2.0,0.0,0.0,0.0,46776.0,0.0,0.0,0.0,0.0,1
SRR11807429,97.0,0.0,3083.0,0.0,2.0,0.0,9297.0,30966.0,2.0,0.0,0.0,0.0,12636.0,0.0,0.0,0.0,0.0,1
SRR11807430,1796.0,0.0,4.0,0.0,0.0,0.0,8020.0,23989.0,0.0,0.0,0.0,0.0,10126.0,1.0,0.0,0.0,0.0,1
SRR11807431,1848.0,0.0,3376.0,0.0,0.0,0.0,0.0,25557.0,0.0,0.0,1.0,0.0,127322.0,0.0,0.0,0.0,0.0,1
SRR11807432,1217.0,0.0,499.0,0.0,0.0,0.0,0.0,58654.0,0.0,0.0,0.0,0.0,74396.0,0.0,0.0,0.0,0.0,1
SRR11807433,1232.0,0.0,669.0,0.0,0.0,0.0,0.0,15111.0,0.0,0.0,0.0,0.0,28067.0,0.0,0.0,0.0,0.0,1
SRR11807434,1343.0,0.0,2164.0,0.0,0.0,0.0,0.0,54125.0,0.0,0.0,0.0,0.0,38003.0,0.0,0.0,0.0,0.0,1
SRR11807435,725.0,0.0,0.0,0.0,0.0,0.0,0.0,23760.0,0.0,0.0,0.0,0.0,30184.0,0.0,0.0,0.0,0.0,1
SRR11807436,764.0,0.0,0.0,0.0,0.0,0.0,0.0,17836.0,0.0,0.0,0.0,0.0,30366.0,0.0,4.0,0.0,0.0,1
SRR11807437,5180.0,0.0,1.0,0.0,0.0,0.0,0.0,33576.0,0.0,0.0,0.0,0.0,6926.0,0.0,0.0,0.0,0.0,1
SRR11807438,3729.0,0.0,344.0,2.0,0.0,0.0,0.0,91544.0,0.0,0.0,0.0,0.0,50045.0,0.0,0.0,0.0,0.0,1
SRR11807439,852.0,0.0,354.0,31.0,0.0,0.0,0.0,70955.0,0.0,0.0,1.0,1.0,31832.0,0.0,0.0,0.0,0.0,1
SRR11807440,2849.0,0.0,6.0,0.0,0.0,0.0,0.0,126638.0,0.0,0.0,0.0,0.0,13404.0,1.0,0.0,0.0,0.0,1
SRR11807441,2456.0,0.0,4676.0,0.0,0.0,0.0,0.0,17976.0,0.0,0.0,0.0,0.0,6248.0,0.0,2.0,0.0,0.0,1
