acc,Acidobacteriia,Actinomycetia,Alphaproteobacteria,Anaerolineae,Aquificae,Bacilli,Bacteroidia,Balneolia,Betaproteobacteria,Blastocatellia,Chitinophagia,Chlamydiia,Chloroflexia,Chthonomonadetes,Clostridia,Coriobacteriia,Cytophagia,Deferribacteres,Deinococci,Deltaproteobacteria,Epsilonproteobacteria,Erysipelotrichia,Flavobacteriia,Fusobacteriia,Gammaproteobacteria,Lentisphaeria,Methanobacteria,Methanomicrobia,Mollicutes,Negativicutes,Nitrososphaeria,Nitrospira,Oligoflexia,Opitutae,Planctomycetia,Rubrobacteria,Saprospiria,Sphingobacteriia,Spirochaetia,Synergistia,Thermodesulfobacteria,Thermoleophilia,Thermoplasmata,Thermoprotei,Thermotogae,Tissierellia,Verrucomicrobiae,Vicinamibacteria,class
SRR17641783,4.0,15.0,12.0,0.0,0.0,100.0,20348.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1888.0,63.0,0.0,0.0,0.0,43.0,1.0,25.0,0.0,0.0,2257.0,0.0,2.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0
SRR17641784,0.0,263.0,78.0,0.0,0.0,368.0,15925.0,0.0,1660.0,1.0,1.0,1.0,0.0,0.0,2283.0,400.0,0.0,0.0,0.0,400.0,4.0,73.0,0.0,0.0,6441.0,1.0,0.0,0.0,0.0,382.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1
SRR17641785,0.0,163.0,6.0,0.0,0.0,100.0,31908.0,0.0,380.0,0.0,1.0,0.0,0.0,0.0,3004.0,273.0,0.0,0.0,0.0,334.0,0.0,64.0,0.0,1.0,890.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,1
SRR17641786,0.0,128.0,0.0,0.0,0.0,14.0,8332.0,0.0,1067.0,0.0,0.0,0.0,0.0,0.0,3623.0,893.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,6662.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR17641787,0.0,53.0,35.0,0.0,0.0,114.0,7653.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6242.0,85.0,0.0,0.0,0.0,1.0,10.0,62.0,0.0,0.0,308.0,2.0,0.0,0.0,3839.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1
SRR17641788,0.0,18.0,1.0,0.0,0.0,961.0,15350.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,1655.0,18.0,0.0,0.0,0.0,2.0,1.0,56.0,0.0,28.0,6895.0,0.0,0.0,0.0,0.0,2342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR17641789,0.0,27.0,86.0,0.0,0.0,516.0,7605.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1590.0,41.0,0.0,0.0,0.0,1.0,1.0,78.0,1.0,2.0,11790.0,0.0,0.0,0.0,0.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
SRR17641790,0.0,16.0,3.0,0.0,0.0,37.0,21415.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,1899.0,29.0,0.0,0.0,0.0,3.0,1.0,31.0,0.0,3.0,478.0,0.0,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR17641791,0.0,29.0,6.0,0.0,0.0,46.0,14331.0,0.0,503.0,0.0,1.0,0.0,0.0,0.0,2007.0,451.0,1.0,0.0,0.0,91.0,0.0,16.0,5.0,3.0,1500.0,0.0,0.0,0.0,1.0,2271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR17641792,0.0,3.0,10.0,0.0,0.0,16.0,26842.0,0.0,126.0,0.0,0.0,0.0,0.0,5.0,1732.0,21.0,0.0,0.0,1.0,419.0,1.0,11.0,0.0,0.0,2201.0,0.0,0.0,0.0,0.0,1469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR17641793,0.0,200.0,1.0,0.0,0.0,8.0,22792.0,0.0,133.0,0.0,1.0,0.0,0.0,0.0,4365.0,330.0,0.0,0.0,0.0,452.0,0.0,60.0,1.0,0.0,213.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,1
SRR17641794,0.0,387.0,24.0,0.0,0.0,135.0,25739.0,0.0,480.0,1.0,0.0,0.0,0.0,0.0,6439.0,369.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR17641795,0.0,636.0,12.0,0.0,0.0,121.0,27805.0,0.0,958.0,0.0,0.0,0.0,0.0,0.0,2120.0,56.0,0.0,0.0,0.0,13.0,0.0,18.0,0.0,0.0,3561.0,0.0,0.0,0.0,0.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR17641796,0.0,481.0,0.0,0.0,0.0,269.0,25240.0,0.0,913.0,0.0,0.0,0.0,0.0,0.0,3071.0,98.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,1.0,1036.0,0.0,0.0,0.0,0.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR17641797,0.0,183.0,625.0,0.0,0.0,93.0,3442.0,0.0,80.0,0.0,118.0,0.0,0.0,0.0,2467.0,576.0,0.0,3.0,0.0,133.0,1.0,94.0,5.0,21.0,9507.0,0.0,5.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,58.0,1042.0,0.0,1
SRR17641798,0.0,746.0,13.0,0.0,0.0,53.0,33430.0,0.0,264.0,0.0,0.0,0.0,0.0,5.0,2734.0,807.0,0.0,0.0,0.0,287.0,0.0,32.0,0.0,0.0,918.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
SRR17641799,0.0,707.0,0.0,0.0,0.0,64.0,8044.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,6536.0,542.0,0.0,0.0,0.0,142.0,0.0,269.0,0.0,1.0,847.0,0.0,0.0,0.0,0.0,1426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,2704.0,0.0,1
SRR17641800,0.0,211.0,0.0,0.0,0.0,583.0,22537.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,2139.0,102.0,1.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0,3841.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
SRR17641801,0.0,181.0,1.0,0.0,0.0,337.0,37351.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,7552.0,73.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
SRR17641802,0.0,2347.0,10.0,0.0,0.0,53.0,3786.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2220.0,4196.0,0.0,0.0,0.0,54.0,0.0,19.0,0.0,8.0,6372.0,0.0,0.0,0.0,0.0,1583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,0.0,1
SRR17641803,0.0,2085.0,5.0,0.0,0.0,96.0,8766.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,3365.0,1314.0,0.0,0.0,0.0,385.0,0.0,12.0,0.0,15.0,3175.0,0.0,0.0,0.0,0.0,459.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98.0,0.0,1
SRR17641804,0.0,2013.0,5.0,0.0,0.0,192.0,18331.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,1955.0,1511.0,0.0,0.0,0.0,539.0,0.0,111.0,0.0,343.0,871.0,0.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3256.0,0.0,1
SRR17641805,0.0,16.0,1.0,0.0,0.0,10.0,17201.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,3084.0,121.0,0.0,0.0,0.0,163.0,0.0,5.0,0.0,1.0,3553.0,1.0,0.0,0.0,41.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0
SRR17641806,11.0,1042.0,38.0,0.0,1.0,129.0,23614.0,0.0,104.0,0.0,2.0,0.0,0.0,0.0,3271.0,2523.0,3.0,0.0,0.0,2.0,0.0,18.0,0.0,804.0,1438.0,0.0,0.0,0.0,0.0,2096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,115.0,0.0,0
SRR17641807,0.0,1203.0,3.0,0.0,0.0,233.0,4548.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,12685.0,689.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,2331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SRR17641808,0.0,1207.0,13.0,0.0,0.0,120.0,13342.0,0.0,582.0,0.0,0.0,0.0,0.0,0.0,11579.0,680.0,0.0,0.0,0.0,136.0,0.0,180.0,0.0,2.0,98.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,79.0,0.0,1
SRR17641809,0.0,679.0,11.0,0.0,0.0,86.0,15237.0,0.0,211.0,0.0,0.0,0.0,0.0,0.0,8857.0,946.0,0.0,0.0,0.0,173.0,0.0,154.0,0.0,0.0,154.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1
