acc,Acetanaerobacterium,Acetatifactor,Acetitomaculum,Acetivibrio,Acetobacter,Acetobacterium,Acetobacteroides,Acholeplasma,Achromobacter,Acidaminobacter,Acidaminococcus,Acidilobus,Acidipila,Acidobacterium,Acidovorax,Acinetobacter,Actinoallomurus,Actinobacillus,Actinocorallia,Actinomyces,Actinomycetospora,Actinotignum,Adlercreutzia,Aeribacillus,Aerococcus,Aeromonas,Aestuariispira,Afipia,Agathobacter,Agathobaculum,Aggregatibacter,Agromyces,Aidingimonas,Akkermansia,Albimonas,Alcaligenes,Alicyclobacillus,Aliihoeflea,Alishewanella,Alistipes,Alkalihalobacillus,Allisonella,Alloprevotella,Alloscardovia,Altererythrobacter,Alteromonas,Amaricoccus,Amedibacillus,Aminipila,Anaerobutyricum,Anaerococcus,Anaerocolumna,Anaerofilum,Anaerofustis,Anaeroglobus,Anaeromassilibacillus,Anaerostipes,Anaerotaenia,Anaerotignum,Anaerotruncus,Anditalea,Aquabacterium,Aquamicrobium,Arenicella,Arenimonas,Aridibacter,Arsenophonus,Arthrobacter,Asteroleplasma,Atlantibacter,Atopococcus,Avibacterium,Azospirillum,Bacillus,Bacteroides,Bariatricus,Barnesiella,Beduini,Bifidobacterium,Biostraticola,Blastococcus,Blautia,Bordetella,Brachyspira,Bradyrhizobium,Brenneria,Brevibacterium,Brevundimonas,Buttiauxella,Butyricicoccus,Butyricimonas,Butyrivibrio,Caecibacterium,Caldinitratiruptor,Caldisalinibacter,Caloramator,Calothrix,Campylobacter,Caproiciproducens,Cardiobacterium,Casaltella,Catabacter,Catenibacterium,Catenuloplanes,Catonella,Cedecea,Cellulosilyticum,Cesiribacter,Cetobacterium,Chania,Chelativorans,Chitinophaga,Chlamydia,Christensenella,Chryseobacterium,Chthonomonas,Citrobacter,Cloacibacillus,Clostridium,Cohnella,Colibacter,Colidextribacter,Collimonas,Collinsella,Comamonas,Companilactobacillus,Coprobacter,Coprococcus,Corticibacter,Corynebacterium,Criibacterium,Cronobacter,Cryobacterium,Culturomica,Cuneatibacter,Curvibacter,Defluviitalea,Deinococcus,Desulfofundulus,Desulfoglaeba,Desulfohalobium,Desulfohalotomaculum,Desulfotomaculum,Desulfovibrio,Desulfurispora,Dialister,Dickeya,Dielma,Dietzia,Dorea,Duncaniella,Duodenibacillus,Dysgonomonas,Eggerthella,Eggerthia,Eisenbergiella,Emergencia,Enorma,Enterobacillus,Enterobacter,Enterocloster,Enterococcus,Epilithonimonas,Ereboglobus,Erwinia,Erysipelatoclostridium,Erysipelothrix,Escherichia,Ethanoligenens,Eubacterium,Exiguobacterium,Extibacter,Ezakiella,Faecalibacterium,Faecalibaculum,Faecalicatena,Faecalicoccus,Faecalimonas,Faecalitalea,Falcatimonas,Fastidiosipila,Fenollaria,Ferruginibacter,Finegoldia,Flavisolibacter,Flavitalea,Flavobacterium,Flavonifractor,Flexistipes,Flintibacter,Fournierella,Franconibacter,Fretibacterium,Frisingicoccus,Fusibacter,Fusicatenibacter,Fusobacterium,Gabonibacter,Gaiella,Gemella,Gemmiger,Geobacillus,Geobacter,Geodermatophilus,Gibbsiella,Gordonia,Gordonibacter,Gracilibacter,Granulicatella,Guggenheimella,Haemophilus,Halomonas,Harryflintia,Helcococcus,Helicobacter,Herbinix,Hespellia,Holdemanella,Holdemania,Howardella,Hungatella,Hydrobacter,Hydrogenoanaerobacterium,Hydrogenophaga,Ihubacter,Ileibacterium,Intestinibacillus,Intestinibacter,Intestinimonas,Jiangella,Johnsonella,Kandleria,Kineococcus,Kineosphaera,Kineothrix,Klebsiella,Kluyvera,Komagataeibacter,Kosakonia,Labrys,Lachnoanaerobaculum,Lachnobacterium,Lachnoclostridium,Lachnospira,Lachnotalea,Lacrimispora,Lacticaseibacillus,Lactiplantibacillus,Lactobacillus,Lactococcus,Lactonifactor,Lampropedia,Lancefieldella,Lautropia,Legionella,Lentibacillus,Lentimicrobium,Lentzea,Leptospira,Leptotrichia,Leucobacter,Leuconostoc,Levilactobacillus,Lewinella,Ligilactobacillus,Limosilactobacillus,Litoricola,Litorimonas,Longibaculum,Longicatena,Lujinxingia,Lutispora,Lysinibacillus,Mageeibacillus,Mailhella,Mangrovibacter,Mannheimia,Marinibactrum,Marseilla,Marvinbryantia,Massilia,Massilimicrobiota,Massiliprevotella,Mediterraneibacter,Megamonas,Megasphaera,Merdimonas,Mesorhizobium,Mesotoga,Metakosakonia,Metaprevotella,Methanobacterium,Methanobrevibacter,Methanomassiliicoccus,Methanosarcina,Methanosphaera,Methylobacillus,Methylobacter,Methylocystis,Methyloferula,Methylomonas,Methylophilus,Methyloversatilis,Methylovirgula,Microbulbifer,Microcella,Micromonospora,Mitsuokella,Mobilisporobacter,Mobiluncus,Modicisalibacter,Mogibacterium,Monoglobus,Moraxella,Morganella,Moritella,Moryella,Mucinivorans,Mucispirillum,Murdochiella,Muribaculum,Muricomes,Murimonas,Mycolicibacterium,Negativibacillus,Negativicoccus,Neglecta,Neisseria,Nesterenkonia,Nevskia,Niastella,Nitrobacter,Nitrosomonas,Nitrososphaera,Nitrosospira,Nitrospira,Nocardioides,Novosphingobium,Occallatibacter,Odoribacter,Olsenella,Opitutus,Orenia,Oribacterium,Oscillibacter,Oscillochloris,Otariodibacter,Oxalicibacterium,Oxalobacter,Paenarthrobacter,Paenibacillus,Paeniclostridium,Paludicola,Panacibacter,Pantoea,Papillibacter,Parabacteroides,Paraburkholderia,Paraclostridium,Paracnuella,Paracoccus,Paraeggerthella,Paraprevotella,Parasutterella,Parolsenella,Parvimonas,Pasteurella,Pectobacterium,Pediococcus,Pedobacter,Pelagibacterium,Pelomonas,Pelotomaculum,Peptacetobacter,Peptoanaerobacter,Peptoniphilus,Peptostreptococcus,Phascolarctobacterium,Phaseolibacter,Phenylobacterium,Phocaeicola,Phocea,Photobacterium,Photorhabdus,Phyllobacterium,Phytobacter,Planomicrobium,Plesiocystis,Plesiomonas,Pluralibacter,Pontibacter,Porphyromonas,Pragia,Prevotella,Prevotellamassilia,Promicromonospora,Proteiniclasticum,Proteiniphilum,Proteocatella,Proteus,Providencia,Pseudescherichia,Pseudobutyrivibrio,Pseudoclavibacter,Pseudoclostridium,Pseudoflavonifractor,Pseudokineococcus,Pseudomonas,Pseudonocardia,Pseudopedobacter,Pseudorhodoplanes,Pseudoscillatoria,Pseudoxanthomonas,Psychroflexus,Pyramidobacter,Ralstonia,Ramlibacter,Raoultella,Raoultibacter,Rectinema,Reyranella,Rhizobium,Rhodocytophaga,Rhodomicrobium,Rhodopila,Rickettsia,Rikenella,Robinsoniella,Romboutsia,Roseburia,Roseiarcus,Rosenbergiella,Roseomonas,Rothia,Rubidimonas,Rubrobacter,Rudaea,Ruminiclostridium,Ruminococcus,Ruthenibacterium,Saccharofermentans,Salinispirillum,Salmonella,Sandaracinus,Scardovia,Schaalia,Sediminibacterium,Selenomonas,Sellimonas,Seminibacterium,Senegalia,Senegalimassilia,Serratia,Sharpea,Shigella,Shimwellia,Shuttleworthia,Siccibacter,Silvanigrella,Siphonobacter,Skermanella,Slackia,Solobacterium,Sphingobacterium,Sphingobium,Sphingomonas,Sporobacter,Sporobacterium,Sporosarcina,Stackebrandtia,Stakelama,Staphylococcus,Stenotrophomonas,Stomatobaculum,Streptococcus,Streptomyces,Subdoligranulum,Succinatimonas,Succiniclasticum,Succinispira,Succinivibrio,Sulfitobacter,Sulfobacillus,Sulfurihydrogenibium,Sutterella,Syntrophobacter,Syntrophococcus,Syntrophomonas,Tatumella,Tepidibaculum,Terrimonas,Terrisporobacter,Thauera,Thermosulfurimonas,Thermus,Thiomicrospira,Tindallia,Tropheryma,Turicibacter,Turicimonas,Tyzzerella,Undibacterium,Veillonella,Vibrio,Victivallis,Viridibacillus,Weissella,Xenorhabdus,Yersinia,Yonghaparkia,Zobellia,class
SRR17641728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,22.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,261.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,5445.0,1617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6609.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,734.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
SRR17641729,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,1.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0,0.0,76.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,7783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
SRR17641730,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7912.0,0.0,0.0,1.0,107.0,0.0,0.0,186.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1905.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,277.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,0.0,0.0,5816.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17848.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
SRR17641731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,406.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10817.0,0.0,50.0,0.0,623.0,0.0,0.0,272.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,434.0,2.0,0.0,86.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3479.0,0.0,13.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,2533.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1
